"Status","Year","Disability","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Eastern Scotland","Unknown","880","860","31360","27230"
"New entrant CS","2022","Declared non-disabled","Essex","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Essex","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Essex","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Essex","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Essex","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Essex","No function","340","330","27810","24800"
"New entrant CS","2022","Declared non-disabled","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Essex","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Essex","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","70","70","32320","27010"
"New entrant CS","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","130","130","36830","33000"
"New entrant CS","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","60","60","29620","25000"
"New entrant CS","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","60","60","32580","27010"
"New entrant CS","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","No function","1150","1110","28730","26140"
"New entrant CS","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","540","540","33110","29230"
"New entrant CS","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Property","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","80","70","31500","31530"
"New entrant CS","2022","Declared non-disabled","Greater Manchester","Analysis","50","50","30870","33080"
"New entrant CS","2022","Declared non-disabled","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Greater Manchester","Communications","90","90","28360","26590"
"New entrant CS","2022","Declared non-disabled","Greater Manchester","Counter Fraud","70","60","27810","26590"
"New entrant CS","2022","Declared non-disabled","Greater Manchester","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Greater Manchester","Digital, Data & Technology","130","120","39290","35660"
"New entrant CS","2022","Declared non-disabled","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Greater Manchester","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Greater Manchester","Legal","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Greater Manchester","No function","1180","1140","26110","23170"
"New entrant CS","2022","Declared non-disabled","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Greater Manchester","Unknown","90","90","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Hampshire and Isle of Wight","Analysis","120","110","30750","30710"
"New entrant CS","2022","Declared non-disabled","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Hampshire and Isle of Wight","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Hampshire and Isle of Wight","Digital, Data & Technology","40","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Hampshire and Isle of Wight","No function","560","520","27820","25050"
"New entrant CS","2022","Declared non-disabled","Hampshire and Isle of Wight","Project Delivery","70","70","33180","31600"
"New entrant CS","2022","Declared non-disabled","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Hampshire and Isle of Wight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Hampshire and Isle of Wight","Unknown","80","70","32760","26350"
"New entrant CS","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Grants Management","50","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","No function","280","270","27570","26500"
"New entrant CS","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Highlands and Islands","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Highlands and Islands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Highlands and Islands","No function","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Highlands and Islands","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Highlands and Islands","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inner London - East","Analysis","100","90","37100","34260"
"New entrant CS","2022","Declared non-disabled","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inner London - East","Communications","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inner London - East","Counter Fraud","70","70","32210","30750"
"New entrant CS","2022","Declared non-disabled","Inner London - East","Digital, Data & Technology","140","140","46820","44750"
"New entrant CS","2022","Declared non-disabled","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inner London - East","Human Resources","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inner London - East","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inner London - East","Legal","60","60","52360","58600"
"New entrant CS","2022","Declared non-disabled","Inner London - East","No function","1140","1100","36280","31060"
"New entrant CS","2022","Declared non-disabled","Inner London - East","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inner London - East","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inner London - East","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inner London - West","Analysis","240","240","37990","34020"
"New entrant CS","2022","Declared non-disabled","Inner London - West","Commercial","90","90","37560","33350"
"New entrant CS","2022","Declared non-disabled","Inner London - West","Communications","140","140","38630","34710"
"New entrant CS","2022","Declared non-disabled","Inner London - West","Counter Fraud","40","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inner London - West","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inner London - West","Digital, Data & Technology","170","170","44000","41700"
"New entrant CS","2022","Declared non-disabled","Inner London - West","Finance","110","100","40350","36650"
"New entrant CS","2022","Declared non-disabled","Inner London - West","Human Resources","130","120","36130","32560"
"New entrant CS","2022","Declared non-disabled","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inner London - West","Legal","380","370","39650","40000"
"New entrant CS","2022","Declared non-disabled","Inner London - West","No function","1950","1930","36900","33570"
"New entrant CS","2022","Declared non-disabled","Inner London - West","Project Delivery","100","100","47840","43430"
"New entrant CS","2022","Declared non-disabled","Inner London - West","Property","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inner London - West","Security","50","50","34850","31590"
"New entrant CS","2022","Declared non-disabled","Inner London - West","Unknown","110","110","37940","36650"
"New entrant CS","2022","Declared non-disabled","Kent","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Kent","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Kent","Counter Fraud","70","70","25490","24250"
"New entrant CS","2022","Declared non-disabled","Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Kent","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Kent","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Kent","No function","380","360","27170","26130"
"New entrant CS","2022","Declared non-disabled","Kent","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Kent","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lancashire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lancashire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lancashire","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lancashire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lancashire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lancashire","No function","770","750","24610","23140"
"New entrant CS","2022","Declared non-disabled","Lancashire","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lancashire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lancashire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lancashire","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Debt","50","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","No function","500","490","25070","23140"
"New entrant CS","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lincolnshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lincolnshire","No function","210","200","26200","24260"
"New entrant CS","2022","Declared non-disabled","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Lincolnshire","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Merseyside","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Merseyside","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Merseyside","Counter Fraud","60","60","26110","26590"
"New entrant CS","2022","Declared non-disabled","Merseyside","Debt","70","70","21400","21250"
"New entrant CS","2022","Declared non-disabled","Merseyside","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Merseyside","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Merseyside","Human Resources","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Merseyside","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Merseyside","No function","1070","1040","25610","23170"
"New entrant CS","2022","Declared non-disabled","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Merseyside","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Merseyside","Unknown","60","60","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Eastern Scotland","No function","70","70","33110","27570"
"New entrant CS","2022","Declared non-disabled","North Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Eastern Scotland","Unknown","60","60","30670","27230"
"New entrant CS","2022","Declared non-disabled","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Yorkshire","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Yorkshire","Grants Management","50","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Yorkshire","No function","210","210","31250","26370"
"New entrant CS","2022","Declared non-disabled","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Yorkshire","Security","40","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","No function","160","160","28710","26590"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Communications","80","80","27800","26590"
"New entrant CS","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Counter Fraud","90","80","27520","27570"
"New entrant CS","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Debt","110","100","21840","21260"
"New entrant CS","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Digital, Data & Technology","120","120","37810","34800"
"New entrant CS","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Finance","40","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Grants Management","130","130","21580","21300"
"New entrant CS","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Human Resources","70","70","25790","23830"
"New entrant CS","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northumberland, and Tyne and Wear","No function","1010","980","24850","21260"
"New entrant CS","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Unknown","110","110","26550","21260"
"New entrant CS","2022","Declared non-disabled","Outer London - East and North East","Counter Fraud","70","70","26190","25110"
"New entrant CS","2022","Declared non-disabled","Outer London - East and North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - East and North East","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - East and North East","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - East and North East","No function","300","290","31240","31060"
"New entrant CS","2022","Declared non-disabled","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - South","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - South","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - South","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - South","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - South","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - South","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - South","No function","310","300","31620","31060"
"New entrant CS","2022","Declared non-disabled","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - South","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - South","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - West and North West","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - West and North West","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - West and North West","Digital, Data & Technology","40","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - West and North West","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - West and North West","No function","570","530","31230","31020"
"New entrant CS","2022","Declared non-disabled","Outer London - West and North West","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Shropshire and Staffordshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Shropshire and Staffordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Shropshire and Staffordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Shropshire and Staffordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Shropshire and Staffordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Shropshire and Staffordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Shropshire and Staffordshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Shropshire and Staffordshire","No function","480","460","25410","23140"
"New entrant CS","2022","Declared non-disabled","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Shropshire and Staffordshire","Property","[c]","[c]","[c]","[c]"
