"Status","Year","Sexual_orientation","Ethnicity","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Heterosexual / straight","Black","50-59","160","150","42740","34790"
"Leaver Dept.","2022","Heterosexual / straight","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","20-29","180","180","31660","31060"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","30-39","160","150","38700","34280"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","40-49","70","70","44940","41280"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","50-59","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","20-29","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","30-39","40","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","40-49","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Undeclared","20-29","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Undeclared","30-39","50","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Undeclared","40-49","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","20-29","40","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","30-39","60","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","40-49","50","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","50-59","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","White","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","White","20-29","2730","2660","30630","28000"
"Leaver Dept.","2022","Heterosexual / straight","White","30-39","2880","2730","38520","35070"
"Leaver Dept.","2022","Heterosexual / straight","White","40-49","2270","2110","43650","38200"
"Leaver Dept.","2022","Heterosexual / straight","White","50-59","1770","1640","43430","36390"
"Leaver Dept.","2022","Heterosexual / straight","White","60-64","310","270","45880","36330"
"Leaver Dept.","2022","Heterosexual / straight","White","65+","110","80","47360","39720"
"Leaver Dept.","2022","Heterosexual / straight","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Asian","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Asian","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Asian","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Asian","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Asian","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Black","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Black","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Black","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Black","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Black","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Mixed","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Mixed","20-29","40","30","[c]","[c]"
"Leaver Dept.","2022","LGBO","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Mixed","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","White","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","White","20-29","490","460","31460","29220"
"Leaver Dept.","2022","LGBO","White","30-39","330","310","39230","36510"
"Leaver Dept.","2022","LGBO","White","40-49","160","160","45920","40480"
"Leaver Dept.","2022","LGBO","White","50-59","80","70","45730","38070"
"Leaver Dept.","2022","LGBO","White","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","White","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","20-29","40","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","30-39","40","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","40-49","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","20-29","100","100","32070","30100"
"Leaver Dept.","2022","Undeclared","Undeclared","30-39","160","160","40640","39530"
"Leaver Dept.","2022","Undeclared","Undeclared","40-49","120","110","42660","39580"
"Leaver Dept.","2022","Undeclared","Undeclared","50-59","100","90","42970","39620"
"Leaver Dept.","2022","Undeclared","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","20-29","340","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","30-39","230","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","40-49","230","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","50-59","180","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","60-64","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","White","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","White","20-29","250","240","29750","27570"
"Leaver Dept.","2022","Undeclared","White","30-39","230","220","38960","36510"
"Leaver Dept.","2022","Undeclared","White","40-49","220","200","42410","38600"
"Leaver Dept.","2022","Undeclared","White","50-59","180","160","47380","40560"
"Leaver Dept.","2022","Undeclared","White","60-64","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","White","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","20-29","60","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","30-39","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","40-49","80","70","44660","40070"
"Leaver Dept.","2022","Unknown","Asian","50-59","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","30-39","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","50-59","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","20-29","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","30-39","70","60","36970","36950"
"Leaver Dept.","2022","Unknown","Undeclared","40-49","130","110","46720","42190"
"Leaver Dept.","2022","Unknown","Undeclared","50-59","110","110","49970","48210"
"Leaver Dept.","2022","Unknown","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","20-29","1430","1400","31540","32000"
"Leaver Dept.","2022","Unknown","Unknown","30-39","940","880","39130","33250"
"Leaver Dept.","2022","Unknown","Unknown","40-49","450","410","44870","39960"
"Leaver Dept.","2022","Unknown","Unknown","50-59","220","210","43630","35850"
"Leaver Dept.","2022","Unknown","Unknown","60-64","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","20-29","300","250","30460","29100"
"Leaver Dept.","2022","Unknown","White","30-39","420","350","37160","32780"
"Leaver Dept.","2022","Unknown","White","40-49","500","430","44670","41350"
"Leaver Dept.","2022","Unknown","White","50-59","380","340","51670","46000"
"Leaver Dept.","2022","Unknown","White","60-64","90","80","66350","56410"
"Leaver Dept.","2022","Unknown","White","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","16-19","50","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","20-29","1790","1760","27710","27570"
"New entrant CS","2021","Heterosexual / straight","Asian","30-39","1060","1030","31370","28660"
"New entrant CS","2021","Heterosexual / straight","Asian","40-49","590","570","33860","29290"
"New entrant CS","2021","Heterosexual / straight","Asian","50-59","240","230","32760","28840"
"New entrant CS","2021","Heterosexual / straight","Asian","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","20-29","890","880","28500","28540"
"New entrant CS","2021","Heterosexual / straight","Black","30-39","660","650","30260","30000"
"New entrant CS","2021","Heterosexual / straight","Black","40-49","510","490","31720","31060"
"New entrant CS","2021","Heterosexual / straight","Black","50-59","330","330","31440","29290"
"New entrant CS","2021","Heterosexual / straight","Black","60-64","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","20-29","580","570","27760","27570"
"New entrant CS","2021","Heterosexual / straight","Mixed","30-39","330","310","31460","27680"
"New entrant CS","2021","Heterosexual / straight","Mixed","40-49","170","160","29210","27570"
"New entrant CS","2021","Heterosexual / straight","Mixed","50-59","100","100","32810","27570"
"New entrant CS","2021","Heterosexual / straight","Mixed","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","20-29","120","120","29950","30310"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","30-39","100","100","30970","27570"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","40-49","70","60","31890","29290"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","20-29","70","70","27290","27570"
"New entrant CS","2021","Heterosexual / straight","Undeclared","30-39","60","60","30260","29290"
"New entrant CS","2021","Heterosexual / straight","Undeclared","40-49","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","50-59","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","20-29","90","90","26920","26550"
"New entrant CS","2021","Heterosexual / straight","Unknown","30-39","60","50","32990","29290"
"New entrant CS","2021","Heterosexual / straight","Unknown","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","White","16-19","380","370","21650","21010"
"New entrant CS","2021","Heterosexual / straight","White","20-29","9330","9240","26420","25560"
"New entrant CS","2021","Heterosexual / straight","White","30-39","5910","5720","30700","27570"
"New entrant CS","2021","Heterosexual / straight","White","40-49","4580","4420","32290","27570"
"New entrant CS","2021","Heterosexual / straight","White","50-59","4330","4180","30730","27570"
"New entrant CS","2021","Heterosexual / straight","White","60-64","820","770","29330","27570"
"New entrant CS","2021","Heterosexual / straight","White","65+","150","130","32240","27570"
"New entrant CS","2021","Heterosexual / straight","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","20-29","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","20-29","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Black","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","20-29","110","110","28540","27570"
"New entrant CS","2021","LGBO","Mixed","30-39","50","50","35870","31060"
"New entrant CS","2021","LGBO","Mixed","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","16-19","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","White","20-29","1630","1620","26550","26370"
"New entrant CS","2021","LGBO","White","30-39","720","710","30230","27570"
"New entrant CS","2021","LGBO","White","40-49","360","350","31010","27570"
"New entrant CS","2021","LGBO","White","50-59","220","210","29460","27570"
"New entrant CS","2021","LGBO","White","60-64","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","White","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","20-29","70","70","26820","27190"
"New entrant CS","2021","Undeclared","Asian","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","20-29","50","50","27750","27570"
"New entrant CS","2021","Undeclared","Mixed","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","20-29","230","230","28240","27570"
"New entrant CS","2021","Undeclared","Undeclared","30-39","160","150","34200","30120"
"New entrant CS","2021","Undeclared","Undeclared","40-49","120","120","37360","31060"
"New entrant CS","2021","Undeclared","Undeclared","50-59","110","100","32160","27570"
"New entrant CS","2021","Undeclared","Undeclared","60-64","[c]","[c]","[c]","[c]"
