"Status","Year","Disability","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","No function","130","120","23450","22920"
"New entrant CS","2021","Declared disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Analysis","50","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Commercial","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Debt","250","250","20390","20140"
"New entrant CS","2021","Declared non-disabled","AA/AO","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Finance","50","50","20980","20920"
"New entrant CS","2021","Declared non-disabled","AA/AO","Grants Management","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Human Resources","130","130","20790","20920"
"New entrant CS","2021","Declared non-disabled","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","No function","4350","4230","21880","20880"
"New entrant CS","2021","Declared non-disabled","AA/AO","Project Delivery","40","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Property","130","130","20990","20880"
"New entrant CS","2021","Declared non-disabled","AA/AO","Security","310","310","23710","20920"
"New entrant CS","2021","Declared non-disabled","AA/AO","Unknown","5120","5050","21500","21010"
"New entrant CS","2021","Declared non-disabled","EO","Analysis","100","100","26860","27200"
"New entrant CS","2021","Declared non-disabled","EO","Commercial","50","50","26290","26350"
"New entrant CS","2021","Declared non-disabled","EO","Communications","260","250","25540","25560"
"New entrant CS","2021","Declared non-disabled","EO","Counter Fraud","50","50","26260","25560"
"New entrant CS","2021","Declared non-disabled","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Digital, Data & Technology","150","150","25840","25560"
"New entrant CS","2021","Declared non-disabled","EO","Finance","100","100","24840","25560"
"New entrant CS","2021","Declared non-disabled","EO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Human Resources","90","90","25620","26180"
"New entrant CS","2021","Declared non-disabled","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Legal","80","80","27460","26950"
"New entrant CS","2021","Declared non-disabled","EO","No function","1400","1360","25880","25750"
"New entrant CS","2021","Declared non-disabled","EO","Project Delivery","250","240","24680","26180"
"New entrant CS","2021","Declared non-disabled","EO","Property","100","100","25840","26350"
"New entrant CS","2021","Declared non-disabled","EO","Security","60","60","26990","24620"
"New entrant CS","2021","Declared non-disabled","EO","Unknown","8400","8220","28490","27570"
"New entrant CS","2021","Declared non-disabled","G6/G7","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Digital, Data & Technology","230","230","56850","54700"
"New entrant CS","2021","Declared non-disabled","G6/G7","Finance","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Human Resources","60","60","57720","55500"
"New entrant CS","2021","Declared non-disabled","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Legal","140","130","55640","51320"
"New entrant CS","2021","Declared non-disabled","G6/G7","No function","610","590","57790","54110"
"New entrant CS","2021","Declared non-disabled","G6/G7","Project Delivery","160","160","56180","54500"
"New entrant CS","2021","Declared non-disabled","G6/G7","Property","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Unknown","310","290","59720","57000"
"New entrant CS","2021","Declared non-disabled","SCS","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","No function","100","80","93850","87700"
"New entrant CS","2021","Declared non-disabled","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Analysis","400","400","33790","32540"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Commercial","130","130","38340","37000"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Communications","180","170","34750","32560"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Digital, Data & Technology","370","370","36270","35900"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Finance","180","180","36750","36000"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Human Resources","180","170","34150","34000"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Legal","170","170","34700","33550"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","No function","2440","2310","34530","33570"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Project Delivery","610","610","35880","34710"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Property","180","170","34910","33300"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Security","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Unknown","830","820","35620","35070"
"New entrant CS","2021","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","No function","870","810","23070","22920"
"New entrant CS","2021","Declared non-disabled","Unknown","Project Delivery","110","110","39010","39000"
"New entrant CS","2021","Declared non-disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","No function","190","180","21310","20170"
"New entrant CS","2021","Undeclared","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Unknown","250","250","21490","21010"
"New entrant CS","2021","Undeclared","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","No function","130","120","25770","26130"
"New entrant CS","2021","Undeclared","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Unknown","440","430","28560","27570"
"New entrant CS","2021","Undeclared","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","No function","90","90","57770","55530"
"New entrant CS","2021","Undeclared","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","No function","320","300","34090","33090"
"New entrant CS","2021","Undeclared","SEO/HEO","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Analysis","60","60","20060","19130"
"New entrant CS","2021","Unknown","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Debt","660","640","20280","20140"
"New entrant CS","2021","Unknown","AA/AO","Digital, Data & Technology","60","60","21530","21040"
"New entrant CS","2021","Unknown","AA/AO","Finance","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Human Resources","60","50","20660","20800"
"New entrant CS","2021","Unknown","AA/AO","Legal","350","350","20450","20120"
"New entrant CS","2021","Unknown","AA/AO","No function","5080","4920","21520","20600"
"New entrant CS","2021","Unknown","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Property","110","110","21180","20880"
"New entrant CS","2021","Unknown","AA/AO","Security","270","270","25440","23540"
"New entrant CS","2021","Unknown","AA/AO","Unknown","1400","1360","21490","21010"
"New entrant CS","2021","Unknown","EO","Analysis","70","70","25730","25560"
"New entrant CS","2021","Unknown","EO","Commercial","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Communications","480","470","25750","25560"
"New entrant CS","2021","Unknown","EO","Counter Fraud","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Digital, Data & Technology","210","210","26870","26870"
"New entrant CS","2021","Unknown","EO","Finance","70","60","24860","25000"
"New entrant CS","2021","Unknown","EO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Human Resources","90","90","25820","26300"
"New entrant CS","2021","Unknown","EO","Legal","110","110","26500","26950"
"New entrant CS","2021","Unknown","EO","No function","1500","1480","27470","26410"
"New entrant CS","2021","Unknown","EO","Project Delivery","160","160","20980","21170"
"New entrant CS","2021","Unknown","EO","Property","60","60","25020","24500"
"New entrant CS","2021","Unknown","EO","Security","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Unknown","2260","2200","27820","27570"
"New entrant CS","2021","Unknown","G6/G7","Analysis","70","70","57360","53360"
"New entrant CS","2021","Unknown","G6/G7","Commercial","70","70","75010","81700"
"New entrant CS","2021","Unknown","G6/G7","Communications","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Digital, Data & Technology","210","210","58080","55630"
"New entrant CS","2021","Unknown","G6/G7","Finance","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Legal","270","260","52700","50520"
"New entrant CS","2021","Unknown","G6/G7","No function","400","390","56120","53380"
"New entrant CS","2021","Unknown","G6/G7","Project Delivery","80","80","55560","53420"
"New entrant CS","2021","Unknown","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Unknown","440","420","59360","57430"
"New entrant CS","2021","Unknown","SCS","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Commercial","160","160","81720","71000"
"New entrant CS","2021","Unknown","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","No function","60","50","101480","89950"
"New entrant CS","2021","Unknown","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Analysis","300","290","33510","32540"
"New entrant CS","2021","Unknown","SEO/HEO","Commercial","120","120","36090","36750"
"New entrant CS","2021","Unknown","SEO/HEO","Communications","180","170","34740","31810"
"New entrant CS","2021","Unknown","SEO/HEO","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Digital, Data & Technology","420","420","36550","36500"
"New entrant CS","2021","Unknown","SEO/HEO","Finance","160","160","35340","32790"
"New entrant CS","2021","Unknown","SEO/HEO","Human Resources","100","100","34130","32790"
"New entrant CS","2021","Unknown","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Legal","190","190","35040","38000"
"New entrant CS","2021","Unknown","SEO/HEO","No function","2020","1990","33040","32560"
"New entrant CS","2021","Unknown","SEO/HEO","Project Delivery","210","200","36790","37100"
"New entrant CS","2021","Unknown","SEO/HEO","Property","50","50","34890","33530"
"New entrant CS","2021","Unknown","SEO/HEO","Security","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","880","860","36430","35310"
"New entrant CS","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","No function","410","360","22480","22920"
"New entrant CS","2021","Unknown","Unknown","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","330","330","[c]","[c]"
"New entrant CS","2022","Declared disabled","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","AA/AO","Counter Fraud","60","60","22160","21260"
"New entrant CS","2022","Declared disabled","AA/AO","Debt","70","70","21340","21260"
"New entrant CS","2022","Declared disabled","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","AA/AO","Legal","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","AA/AO","No function","1080","1040","21850","21260"
"New entrant CS","2022","Declared disabled","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","AA/AO","Unknown","200","190","21720","21260"
"New entrant CS","2022","Declared disabled","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","EO","Counter Fraud","60","60","27590","27570"
"New entrant CS","2022","Declared disabled","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","EO","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","EO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","EO","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","EO","No function","730","700","27630","27570"
"New entrant CS","2022","Declared disabled","EO","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","EO","Unknown","160","150","27180","27230"
"New entrant CS","2022","Declared disabled","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6/G7","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6/G7","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6/G7","Legal","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6/G7","No function","90","90","54980","53370"
"New entrant CS","2022","Declared disabled","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6/G7","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SEO/HEO","Analysis","80","70","33150","33040"
"New entrant CS","2022","Declared disabled","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SEO/HEO","Digital, Data & Technology","90","90","35870","35540"
"New entrant CS","2022","Declared disabled","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SEO/HEO","Human Resources","50","50","[c]","[c]"
"New entrant CS","2022","Declared disabled","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SEO/HEO","No function","450","440","34170","33080"
"New entrant CS","2022","Declared disabled","SEO/HEO","Project Delivery","60","50","35000","34710"
"New entrant CS","2022","Declared disabled","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SEO/HEO","Unknown","100","100","35100","33620"
"New entrant CS","2022","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","No function","1170","1100","29440","27140"
"New entrant CS","2022","Declared disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","AA/AO","Analysis","140","140","21740","21260"
"New entrant CS","2022","Declared non-disabled","AA/AO","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","AA/AO","Communications","70","70","21350","21250"
