"Status","Year","Sex","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Female","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Competition and Markets Authority","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Female","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","350","340","33660","33570"
"New entrant CS","2021","Female","Department for Business, Energy and Industrial Strategy","LGBO","60","60","32710","33570"
"New entrant CS","2021","Female","Department for Business, Energy and Industrial Strategy","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Female","Department for Business, Energy and Industrial Strategy","Unknown","330","320","29140","24250"
"New entrant CS","2021","Female","Department for Digital, Culture, Media and Sport","Heterosexual / straight","150","150","36740","34020"
"New entrant CS","2021","Female","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for Digital, Culture, Media and Sport","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Female","Department for Education","Heterosexual / straight","240","230","35500","32870"
"New entrant CS","2021","Female","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for Education","Unknown","180","170","34510","29360"
"New entrant CS","2021","Female","Department for Environment, Food and Rural Affairs","Heterosexual / straight","570","560","31640","29180"
"New entrant CS","2021","Female","Department for Environment, Food and Rural Affairs","LGBO","70","70","32820","29000"
"New entrant CS","2021","Female","Department for Environment, Food and Rural Affairs","Undeclared","60","60","31410","29780"
"New entrant CS","2021","Female","Department for Environment, Food and Rural Affairs","Unknown","220","220","31340","29180"
"New entrant CS","2021","Female","Department for International Trade","Heterosexual / straight","110","110","35840","31800"
"New entrant CS","2021","Female","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for International Trade","Unknown","80","80","30190","28000"
"New entrant CS","2021","Female","Department for Transport","Heterosexual / straight","330","310","30400","29130"
"New entrant CS","2021","Female","Department for Transport","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Female","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for Transport","Unknown","260","240","27840","21590"
"New entrant CS","2021","Female","Department for Work and Pensions","Heterosexual / straight","7900","7670","26790","27570"
"New entrant CS","2021","Female","Department for Work and Pensions","LGBO","670","660","26600","27570"
"New entrant CS","2021","Female","Department for Work and Pensions","Undeclared","450","430","27410","27570"
"New entrant CS","2021","Female","Department for Work and Pensions","Unknown","1050","1010","27710","27570"
"New entrant CS","2021","Female","Department of Health and Social Care","Heterosexual / straight","1370","1210","34020","31370"
"New entrant CS","2021","Female","Department of Health and Social Care","LGBO","90","90","32060","28970"
"New entrant CS","2021","Female","Department of Health and Social Care","Undeclared","240","200","34830","32330"
"New entrant CS","2021","Female","Department of Health and Social Care","Unknown","530","510","39290","32790"
"New entrant CS","2021","Female","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Food Standards Agency","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Female","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","HM Land Registry","Heterosexual / straight","190","180","25840","22350"
"New entrant CS","2021","Female","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","HM Land Registry","Unknown","180","170","26050","22350"
"New entrant CS","2021","Female","HM Revenue and Customs","Heterosexual / straight","800","770","25490","20880"
"New entrant CS","2021","Female","HM Revenue and Customs","LGBO","70","70","26230","24120"
"New entrant CS","2021","Female","HM Revenue and Customs","Undeclared","50","50","25720","20140"
"New entrant CS","2021","Female","HM Revenue and Customs","Unknown","1810","1750","23770","20140"
"New entrant CS","2021","Female","HM Treasury","Heterosexual / straight","170","170","33400","28500"
"New entrant CS","2021","Female","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","HM Treasury","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Female","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Home Office","Heterosexual / straight","260","260","32380","28650"
"New entrant CS","2021","Female","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Home Office","Unknown","670","660","31000","27370"
"New entrant CS","2021","Female","Ministry of Defence","Heterosexual / straight","1340","1270","28810","25390"
"New entrant CS","2021","Female","Ministry of Defence","LGBO","100","100","27300","26350"
"New entrant CS","2021","Female","Ministry of Defence","Undeclared","70","70","28810","26350"
"New entrant CS","2021","Female","Ministry of Defence","Unknown","270","250","32050","26350"
"New entrant CS","2021","Female","Ministry of Housing, Communities and Local Government","Heterosexual / straight","160","150","36010","32780"
"New entrant CS","2021","Female","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Ministry of Housing, Communities and Local Government","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Female","Ministry of Justice","Heterosexual / straight","2640","2540","24070","22850"
"New entrant CS","2021","Female","Ministry of Justice","LGBO","300","300","23550","22850"
"New entrant CS","2021","Female","Ministry of Justice","Undeclared","150","140","25190","22850"
"New entrant CS","2021","Female","Ministry of Justice","Unknown","1980","1900","23800","22680"
"New entrant CS","2021","Female","National Crime Agency","Heterosexual / straight","420","420","32630","32260"
"New entrant CS","2021","Female","National Crime Agency","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Female","National Crime Agency","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","Female","National Crime Agency","Unknown","60","60","36370","32770"
"New entrant CS","2021","Female","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office for Standards in Education","Heterosexual / straight","90","90","48410","46360"
"New entrant CS","2021","Female","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","Heterosexual / straight","100","100","32950","25750"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other Cabinet Office Agencies","Heterosexual / straight","70","70","38250","34800"
"New entrant CS","2021","Female","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scottish Government","Heterosexual / straight","500","480","29550","26160"
"New entrant CS","2021","Female","Scottish Government","LGBO","50","50","29920","27140"
"New entrant CS","2021","Female","Scottish Government","Undeclared","90","80","26240","20850"
"New entrant CS","2021","Female","Scottish Government","Unknown","550","520","32030","27150"
"New entrant CS","2021","Female","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Export Finance","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Female","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Heterosexual / straight","370","350","31540","29540"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Unknown","130","130","30410","29540"
"New entrant CS","2021","Female","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Heterosexual / straight","100","90","28470","23600"
"New entrant CS","2021","Female","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Attorney General's Departments","Heterosexual / straight","260","250","39140","39880"
"New entrant CS","2021","Male","Attorney General's Departments","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Male","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Attorney General's Departments","Unknown","60","50","34440","26970"
"New entrant CS","2021","Male","Cabinet Office","Heterosexual / straight","240","240","41740","34550"
"New entrant CS","2021","Male","Cabinet Office","LGBO","50","50","[c]","[c]"
"New entrant CS","2021","Male","Cabinet Office","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Male","Cabinet Office","Unknown","460","460","44880","28000"
"New entrant CS","2021","Male","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","310","310","38220","33570"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","LGBO","50","50","33640","33570"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Unknown","330","330","30960","27680"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Heterosexual / straight","120","120","40680","34020"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Heterosexual / straight","170","170","37070","36500"
"New entrant CS","2021","Male","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Unknown","110","110","39080","36500"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Heterosexual / straight","420","420","34590","31460"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","LGBO","50","50","33220","29180"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Unknown","170","170","34370","29270"
"New entrant CS","2021","Male","Department for International Trade","Heterosexual / straight","100","100","34960","31800"
"New entrant CS","2021","Male","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Unknown","70","70","35980","31800"
"New entrant CS","2021","Male","Department for Transport","Heterosexual / straight","380","370","34260","30730"
"New entrant CS","2021","Male","Department for Transport","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Unknown","310","310","31490","26590"
"New entrant CS","2021","Male","Department for Work and Pensions","Heterosexual / straight","5340","5310","26700","27570"
"New entrant CS","2021","Male","Department for Work and Pensions","LGBO","700","700","26290","27570"
"New entrant CS","2021","Male","Department for Work and Pensions","Undeclared","330","320","26950","27570"
"New entrant CS","2021","Male","Department for Work and Pensions","Unknown","730","730","27850","27570"
"New entrant CS","2021","Male","Department of Health and Social Care","Heterosexual / straight","540","500","38860","32790"
"New entrant CS","2021","Male","Department of Health and Social Care","LGBO","70","60","35610","32330"
"New entrant CS","2021","Male","Department of Health and Social Care","Undeclared","100","80","42770","33110"
"New entrant CS","2021","Male","Department of Health and Social Care","Unknown","360","360","42830","32790"
"New entrant CS","2021","Male","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Heterosexual / straight","130","130","27200","22350"
"New entrant CS","2021","Male","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Unknown","150","150","26490","22350"
"New entrant CS","2021","Male","HM Revenue and Customs","Heterosexual / straight","760","750","26000","24500"
"New entrant CS","2021","Male","HM Revenue and Customs","LGBO","110","110","24200","20140"
"New entrant CS","2021","Male","HM Revenue and Customs","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Unknown","1760","1740","24680","20140"
"New entrant CS","2021","Male","HM Treasury","Heterosexual / straight","150","150","33540","28500"
"New entrant CS","2021","Male","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Heterosexual / straight","350","350","32730","25630"
"New entrant CS","2021","Male","Home Office","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Unknown","780","770","31740","25630"
"New entrant CS","2021","Male","Ministry of Defence","Heterosexual / straight","1710","1700","31630","28000"
"New entrant CS","2021","Male","Ministry of Defence","LGBO","80","80","26790","26350"
"New entrant CS","2021","Male","Ministry of Defence","Undeclared","110","110","32280","26930"
"New entrant CS","2021","Male","Ministry of Defence","Unknown","540","530","28930","25540"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","Heterosexual / straight","140","140","38560","33210"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Justice","Heterosexual / straight","1950","1920","25760","22850"
"New entrant CS","2021","Male","Ministry of Justice","LGBO","180","170","25120","22850"
"New entrant CS","2021","Male","Ministry of Justice","Undeclared","90","90","28770","23920"
"New entrant CS","2021","Male","Ministry of Justice","Unknown","1500","1460","25380","22850"
"New entrant CS","2021","Male","National Crime Agency","Heterosexual / straight","380","380","36000","34140"
"New entrant CS","2021","Male","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","National Crime Agency","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Male","National Crime Agency","Unknown","60","60","38870","36740"
"New entrant CS","2021","Male","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office for Standards in Education","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Male","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","Heterosexual / straight","120","120","36060","29980"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","Heterosexual / straight","90","90","38760","34800"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scottish Government","Heterosexual / straight","290","290","30090","26160"
"New entrant CS","2021","Male","Scottish Government","LGBO","50","50","29010","26160"
"New entrant CS","2021","Male","Scottish Government","Undeclared","60","60","29070","23340"
"New entrant CS","2021","Male","Scottish Government","Unknown","470","470","30670","26160"
"New entrant CS","2021","Male","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Export Finance","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Male","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Heterosexual / straight","250","240","32400","29540"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Unknown","150","150","31090","29540"
"New entrant CS","2021","Male","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","Heterosexual / straight","50","50","28210","25030"
"New entrant CS","2021","Male","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","Heterosexual / straight","630","610","33960","26970"
"New entrant CS","2022","Female","Attorney General's Departments","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cabinet Office","Heterosexual / straight","430","420","36580","32000"
"New entrant CS","2022","Female","Cabinet Office","LGBO","50","50","32780","28390"
"New entrant CS","2022","Female","Cabinet Office","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Female","Cabinet Office","Unknown","550","540","36380","28000"
"New entrant CS","2022","Female","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","500","480","33080","30770"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","LGBO","80","70","31340","30360"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Unknown","150","140","30980","27380"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","Heterosexual / straight","160","160","34430","34020"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
