"Status","Year","Function_of_post","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Project Delivery","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Other","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Project Delivery","190","190","36280","34710"
"New entrant CS","2021","Project Delivery","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Science and Engineering","80","80","22420","16780"
"New entrant CS","2021","Project Delivery","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","Commercial","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","Operational Delivery","70","70","35470","32870"
"New entrant CS","2021","Project Delivery","White","Other","100","100","28430","25000"
"New entrant CS","2021","Project Delivery","White","Policy","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","Project Delivery","680","670","37670","34710"
"New entrant CS","2021","Project Delivery","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","Science and Engineering","160","160","34610","33000"
"New entrant CS","2021","Project Delivery","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Property","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Operational Delivery","70","70","22480","20880"
"New entrant CS","2021","Property","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Property","100","100","32620","27880"
"New entrant CS","2021","Property","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","White","Operational Delivery","90","90","24130","20880"
"New entrant CS","2021","Property","White","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","White","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","White","Property","320","310","33070","30000"
"New entrant CS","2021","Property","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","White","Unknown","60","60","28540","26320"
"New entrant CS","2021","Security","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Security","250","240","28860","25540"
"New entrant CS","2021","Security","Unknown","Unknown","70","70","24070","20800"
"New entrant CS","2021","Security","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","White","Security","420","420","26130","23540"
"New entrant CS","2021","Security","White","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Delivery","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Other","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","2070","2020","28210","27570"
"New entrant CS","2021","Unknown","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Unknown","1460","1440","28790","29290"
"New entrant CS","2021","Unknown","Black","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Unknown","730","710","27650","27570"
"New entrant CS","2021","Unknown","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Unknown","170","170","28290","29290"
"New entrant CS","2021","Unknown","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Unknown","330","330","27640","27570"
"New entrant CS","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Digital, Data and Technology","110","110","49950","48210"
"New entrant CS","2021","Unknown","Unknown","Economics","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Intelligence Analysis","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Medicine","80","70","46070","33780"
"New entrant CS","2021","Unknown","Unknown","Operational Delivery","820","800","25100","24880"
"New entrant CS","2021","Unknown","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Other","290","290","30870","28650"
"New entrant CS","2021","Unknown","Unknown","Policy","170","160","39740","35050"
"New entrant CS","2021","Unknown","Unknown","Project Delivery","60","60","41980","35050"
"New entrant CS","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","2990","2910","29990","27570"
"New entrant CS","2021","Unknown","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Digital, Data and Technology","50","50","49280","45580"
"New entrant CS","2021","Unknown","White","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Medicine","170","150","42140","36370"
"New entrant CS","2021","Unknown","White","Operational Delivery","390","380","25230","24880"
"New entrant CS","2021","Unknown","White","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Other","730","710","25110","20920"
"New entrant CS","2021","Unknown","White","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Policy","120","110","38670","35060"
"New entrant CS","2021","Unknown","White","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Science and Engineering","80","80","28110","26350"
"New entrant CS","2021","Unknown","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Unknown","11440","11220","26530","27570"
"New entrant CS","2021","Unknown","White","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Economics","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Statistics","[c]","[c]","[c]","[c]"
