"Status","Year","Region_ITL1","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","South East (England)","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Project Delivery","Declared non-disabled","70","70","34690","33000"
"New entrant CS","2022","South East (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","South East (England)","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Science and Engineering","Declared non-disabled","210","200","31810","27960"
"New entrant CS","2022","South East (England)","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Security","Declared non-disabled","60","60","26170","25000"
"New entrant CS","2022","South East (England)","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Security","Unknown","60","60","25870","25540"
"New entrant CS","2022","South East (England)","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Declared non-disabled","60","60","34830","27570"
"New entrant CS","2022","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Unknown","90","80","38720","28000"
"New entrant CS","2022","South East (England)","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Commercial","Declared non-disabled","110","110","29850","26670"
"New entrant CS","2022","South West (England)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Commercial","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","South West (England)","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data and Technology","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data and Technology","Declared non-disabled","230","220","30180","26740"
"New entrant CS","2022","South West (England)","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data and Technology","Unknown","110","110","34220","33290"
"New entrant CS","2022","South West (England)","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","Declared non-disabled","90","90","31510","25000"
"New entrant CS","2022","South West (England)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Geography","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Geography","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","Declared non-disabled","90","80","32740","28000"
"New entrant CS","2022","South West (England)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Medicine","Unknown","30","20","[c]","[c]"
"New entrant CS","2022","South West (England)","Operational Delivery","Declared disabled","230","210","26810","23170"
"New entrant CS","2022","South West (England)","Operational Delivery","Declared non-disabled","1280","1220","25720","23170"
"New entrant CS","2022","South West (England)","Operational Delivery","Undeclared","50","50","25900","24470"
"New entrant CS","2022","South West (England)","Operational Delivery","Unknown","770","730","25560","23140"
"New entrant CS","2022","South West (England)","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Other","Declared non-disabled","290","280","28720","26000"
"New entrant CS","2022","South West (England)","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other","Unknown","150","140","25240","21170"
"New entrant CS","2022","South West (England)","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Policy","Declared non-disabled","160","150","36160","35900"
"New entrant CS","2022","South West (England)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Policy","Unknown","60","60","37260","36500"
"New entrant CS","2022","South West (England)","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Declared non-disabled","230","230","33330","29360"
"New entrant CS","2022","South West (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Unknown","80","80","37840","39000"
"New entrant CS","2022","South West (England)","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","South West (England)","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Science and Engineering","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Science and Engineering","Declared non-disabled","530","520","31520","28590"
"New entrant CS","2022","South West (England)","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Science and Engineering","Unknown","150","150","30000","27540"
"New entrant CS","2022","South West (England)","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Security","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Security","Unknown","60","60","27720","25000"
"New entrant CS","2022","South West (England)","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Declared non-disabled","60","50","30930","26590"
"New entrant CS","2022","South West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","South West (England)","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Declared non-disabled","130","120","26310","24430"
"New entrant CS","2022","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Unknown","150","130","26630","24780"
"New entrant CS","2022","Unknown","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Unknown","160","160","20710","16190"
"New entrant CS","2022","Unknown","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Declared non-disabled","100","90","36100","32000"
"New entrant CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","210","190","36140","28000"
"New entrant CS","2022","Unknown","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Counter Fraud","Declared non-disabled","50","50","23600","21260"
"New entrant CS","2022","Wales","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Declared non-disabled","140","140","36010","33080"
"New entrant CS","2022","Wales","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Unknown","60","60","35790","33640"
"New entrant CS","2022","Wales","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Economics","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Wales","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Finance","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Wales","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Declared non-disabled","60","60","30910","25990"
"New entrant CS","2022","Wales","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","Declared disabled","180","170","24840","21840"
"New entrant CS","2022","Wales","Operational Delivery","Declared non-disabled","1420","1380","24000","21840"
"New entrant CS","2022","Wales","Operational Delivery","Undeclared","90","80","25050","23160"
"New entrant CS","2022","Wales","Operational Delivery","Unknown","880","840","23470","21840"
"New entrant CS","2022","Wales","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other","Declared non-disabled","80","80","31020","27570"
"New entrant CS","2022","Wales","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Planning","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Wales","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","Declared non-disabled","90","90","35190","34260"
"New entrant CS","2022","Wales","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Project Delivery","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Wales","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Social Research","Declared non-disabled","80","80","33460","30710"
"New entrant CS","2022","Wales","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Statistics","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Wales","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Tax","Declared non-disabled","90","90","27050","26590"
"New entrant CS","2022","Wales","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Tax","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Declared non-disabled","70","70","29380","26590"
"New entrant CS","2022","Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Unknown","100","90","29900","26590"
"New entrant CS","2022","Wales","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
