"Status","Year","Region_ITL2","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","East Anglia","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Department for Work and Pensions","Unknown","440","430","26660","27570"
"New entrant CS","2021","East Anglia","Department of Health and Social Care","No function","70","60","37490","30460"
"New entrant CS","2021","East Anglia","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Land Registry","No function","40","30","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Treasury","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence","Security","30","30","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence","Unknown","80","80","24620","20920"
"New entrant CS","2021","East Anglia","Ministry of Housing, Communities and Local Government","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Justice","No function","450","440","22870","22850"
"New entrant CS","2021","East Anglia","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Office for Standards in Education","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Other Cabinet Office Agencies","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Other Cabinet Office Agencies","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","60","60","37220","34940"
"New entrant CS","2021","East Wales","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Business, Energy and Industrial Strategy","No function","170","160","25200","23320"
"New entrant CS","2021","East Wales","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Transport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Work and Pensions","Unknown","260","250","25070","27570"
"New entrant CS","2021","East Wales","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","ESTYN","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs","No function","260","250","21070","20140"
"New entrant CS","2021","East Wales","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Housing, Communities and Local Government","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Justice","No function","310","300","21550","22850"
"New entrant CS","2021","East Wales","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Other Cabinet Office Agencies","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Other Cabinet Office Agencies","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Analysis","200","190","28890","29540"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Digital, Data & Technology","80","80","34140","30220"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","No function","110","100","27020","23050"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Wales Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Wales Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government","Unknown","130","120","28570","25030"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Department for Transport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions","Unknown","130","120","26460","27570"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","HM Land Registry","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","HM Land Registry","No function","40","40","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Home Office","Unknown","70","70","22980","21430"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Justice","No function","140","130","22080","22850"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Transport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Work and Pensions","Unknown","430","420","24200","21010"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs","Debt","270","260","20380","20140"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs","No function","100","100","20930","20140"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Government","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Government","Legal","80","80","25280","20850"
"New entrant CS","2021","Eastern Scotland","Scottish Government","No function","150","150","22760","20810"
"New entrant CS","2021","Eastern Scotland","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Government","Property","30","30","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Government","Unknown","740","710","36520","30650"
"New entrant CS","2021","Eastern Scotland","United Kingdom Statistics Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","United Kingdom Statistics Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Attorney General's Departments","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Essex","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Department for Transport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Department for Work and Pensions","Unknown","410","400","28060","29290"
"New entrant CS","2021","Essex","Department of Health and Social Care","No function","30","30","[c]","[c]"
"New entrant CS","2021","Essex","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","HM Revenue and Customs","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Essex","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Home Office","Unknown","60","60","23230","21430"
"New entrant CS","2021","Essex","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Justice","No function","150","140","22470","22920"
"New entrant CS","2021","Essex","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","No function","120","120","29970","29180"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","Unknown","500","480","26470","27570"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","No function","350","300","31360","28590"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","No function","30","30","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","No function","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
