"Status","Year","Region_ITL1","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","London","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Heterosexual / straight","International Trade","60","60","36280","31800"
"New entrant CS","2021","London","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Heterosexual / straight","Legal","270","260","47110","50500"
"New entrant CS","2021","London","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Heterosexual / straight","Operational Delivery","1830","1760","32240","28650"
"New entrant CS","2021","London","Heterosexual / straight","Operational Research","40","40","[c]","[c]"
"New entrant CS","2021","London","Heterosexual / straight","Other","320","320","33760","27760"
"New entrant CS","2021","London","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Heterosexual / straight","Policy","1260","1250","37780","33570"
"New entrant CS","2021","London","Heterosexual / straight","Project Delivery","170","170","42430","35060"
"New entrant CS","2021","London","Heterosexual / straight","Property","40","40","[c]","[c]"
"New entrant CS","2021","London","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Heterosexual / straight","Science and Engineering","150","130","36230","32740"
"New entrant CS","2021","London","Heterosexual / straight","Security","50","50","[c]","[c]"
"New entrant CS","2021","London","Heterosexual / straight","Social Research","70","70","34280","32540"
"New entrant CS","2021","London","Heterosexual / straight","Statistics","110","100","37610","32540"
"New entrant CS","2021","London","Heterosexual / straight","Tax","40","40","[c]","[c]"
"New entrant CS","2021","London","Heterosexual / straight","Unknown","3040","2990","32100","31060"
"New entrant CS","2021","London","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2021","London","LGBO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Operational Delivery","180","170","30860","28720"
"New entrant CS","2021","London","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Other","40","40","[c]","[c]"
"New entrant CS","2021","London","LGBO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Policy","210","210","36650","33570"
"New entrant CS","2021","London","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","LGBO","Unknown","270","270","31890","31060"
"New entrant CS","2021","London","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Operational Delivery","240","220","33900","30900"
"New entrant CS","2021","London","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Other","30","30","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Policy","180","180","37410","33570"
"New entrant CS","2021","London","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Unknown","230","220","32760","31060"
"New entrant CS","2021","London","Unknown","Commercial","50","50","49550","40650"
"New entrant CS","2021","London","Unknown","Communications","130","130","37660","32560"
"New entrant CS","2021","London","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Digital, Data and Technology","250","250","46880","43000"
"New entrant CS","2021","London","Unknown","Economics","120","120","32720","32700"
"New entrant CS","2021","London","Unknown","Finance","90","90","39440","32900"
"New entrant CS","2021","London","Unknown","Human Resources","60","60","36600","31150"
"New entrant CS","2021","London","Unknown","Intelligence Analysis","50","50","51660","53360"
"New entrant CS","2021","London","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","International Trade","50","50","[c]","[c]"
"New entrant CS","2021","London","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Legal","80","80","43120","37010"
"New entrant CS","2021","London","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Operational Delivery","1240","1220","27990","26410"
"New entrant CS","2021","London","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Other","210","210","34910","28650"
"New entrant CS","2021","London","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Policy","870","850","39220","33570"
"New entrant CS","2021","London","Unknown","Project Delivery","100","100","42300","36160"
"New entrant CS","2021","London","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Security","40","40","[c]","[c]"
"New entrant CS","2021","London","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Statistics","60","60","33680","32540"
"New entrant CS","2021","London","Unknown","Tax","60","60","32280","36160"
"New entrant CS","2021","London","Unknown","Unknown","1150","1130","39150","31060"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Operational Delivery","350","340","23480","22350"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Tax","270","270","23460","25560"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Unknown","1130","1120","23950","21010"
"New entrant CS","2021","North East (England)","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Unknown","110","110","23540","21010"
"New entrant CS","2021","North East (England)","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Undeclared","Unknown","60","60","26430","21010"
"New entrant CS","2021","North East (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Operational Delivery","230","220","22620","21430"
"New entrant CS","2021","North East (England)","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Tax","490","480","22400","20140"
"New entrant CS","2021","North East (England)","Unknown","Unknown","250","250","25240","21010"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Commercial","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Digital, Data and Technology","80","80","39370","36500"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Finance","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Human Resources","80","80","29870","24960"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Legal","60","60","42200","48080"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Operational Delivery","850","820","25460","22850"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Other","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Policy","60","60","34620","30360"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Project Delivery","50","50","35750","30820"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Science and Engineering","90","80","30450","28590"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Tax","170","160","22950","20140"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Unknown","1910","1890","25580","26350"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Operational Delivery","90","90","24490","22710"
"New entrant CS","2021","North West (England)","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Unknown","220","220","24710","27570"
"New entrant CS","2021","North West (England)","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Operational Delivery","50","40","24320","21160"
"New entrant CS","2021","North West (England)","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Unknown","110","100","25360","27570"
"New entrant CS","2021","North West (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Digital, Data and Technology","70","70","41780","37910"
"New entrant CS","2021","North West (England)","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Operational Delivery","610","590","22710","21430"
"New entrant CS","2021","North West (England)","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Policy","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Tax","480","470","22140","20140"
"New entrant CS","2021","North West (England)","Unknown","Unknown","430","420","27710","27570"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Operational Delivery","50","50","26150","21430"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Tax","40","40","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Operational Delivery","80","80","22110","20140"
"New entrant CS","2021","Northern Ireland","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Tax","80","70","21510","20140"
"New entrant CS","2021","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
