"Status","Year","Profession_of_post","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Medicine","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","16-19","Asian","50","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","16-19","Unknown","230","220","21680","21250"
"New entrant CS","2022","Operational Delivery","16-19","White","300","290","22010","21260"
"New entrant CS","2022","Operational Delivery","20-29","Asian","1240","1200","25220","24240"
"New entrant CS","2022","Operational Delivery","20-29","Black","490","480","26650","27060"
"New entrant CS","2022","Operational Delivery","20-29","Mixed","390","380","25200","23720"
"New entrant CS","2022","Operational Delivery","20-29","Other ethnicity","100","100","26130","26800"
"New entrant CS","2022","Operational Delivery","20-29","Undeclared","140","140","25660","23720"
"New entrant CS","2022","Operational Delivery","20-29","Unknown","4650","4550","24040","23140"
"New entrant CS","2022","Operational Delivery","20-29","White","7000","6900","24090","23140"
"New entrant CS","2022","Operational Delivery","30-39","Asian","680","650","27040","27570"
"New entrant CS","2022","Operational Delivery","30-39","Black","420","400","27420","27570"
"New entrant CS","2022","Operational Delivery","30-39","Mixed","220","210","27650","26140"
"New entrant CS","2022","Operational Delivery","30-39","Other ethnicity","50","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","30-39","Undeclared","130","120","28760","27570"
"New entrant CS","2022","Operational Delivery","30-39","Unknown","2770","2620","25730","24090"
"New entrant CS","2022","Operational Delivery","30-39","White","4300","4150","26450","24620"
"New entrant CS","2022","Operational Delivery","40-49","Asian","400","380","27580","26590"
"New entrant CS","2022","Operational Delivery","40-49","Black","280","280","29320","27570"
"New entrant CS","2022","Operational Delivery","40-49","Mixed","110","110","29920","27570"
"New entrant CS","2022","Operational Delivery","40-49","Other ethnicity","30","30","[c]","[c]"
"New entrant CS","2022","Operational Delivery","40-49","Undeclared","110","100","31930","27570"
"New entrant CS","2022","Operational Delivery","40-49","Unknown","1810","1690","27960","24880"
"New entrant CS","2022","Operational Delivery","40-49","White","3310","3170","28560","26130"
"New entrant CS","2022","Operational Delivery","50-59","Asian","190","180","29410","27570"
"New entrant CS","2022","Operational Delivery","50-59","Black","290","280","29260","28090"
"New entrant CS","2022","Operational Delivery","50-59","Mixed","80","80","30270","27880"
"New entrant CS","2022","Operational Delivery","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","50-59","Undeclared","110","100","30170","27570"
"New entrant CS","2022","Operational Delivery","50-59","Unknown","1800","1630","28320","26130"
"New entrant CS","2022","Operational Delivery","50-59","White","3200","3040","27940","26130"
"New entrant CS","2022","Operational Delivery","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","60-64","Black","90","90","32510","31060"
"New entrant CS","2022","Operational Delivery","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","60-64","Unknown","480","400","28600","27890"
"New entrant CS","2022","Operational Delivery","60-64","White","820","730","27090","24880"
"New entrant CS","2022","Operational Delivery","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","65+","Unknown","160","110","28840","28200"
"New entrant CS","2022","Operational Delivery","65+","White","240","190","29700","27570"
"New entrant CS","2022","Operational Delivery","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","16-19","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","20-29","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","20-29","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","20-29","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","20-29","White","50","50","28840","29090"
"New entrant CS","2022","Operational Research","30-39","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","30-39","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","40-49","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","50-59","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","60-64","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","16-19","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Other","16-19","White","30","30","[c]","[c]"
"New entrant CS","2022","Other","20-29","Asian","100","90","25470","25750"
"New entrant CS","2022","Other","20-29","Black","40","40","[c]","[c]"
"New entrant CS","2022","Other","20-29","Mixed","50","50","[c]","[c]"
"New entrant CS","2022","Other","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","20-29","Unknown","290","280","23020","21260"
"New entrant CS","2022","Other","20-29","White","570","560","24110","21260"
"New entrant CS","2022","Other","30-39","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Other","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","30-39","Unknown","160","150","27360","22230"
"New entrant CS","2022","Other","30-39","White","340","330","29780","26250"
"New entrant CS","2022","Other","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","40-49","Unknown","110","100","31540","26350"
"New entrant CS","2022","Other","40-49","White","290","280","31930","26350"
"New entrant CS","2022","Other","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","50-59","Unknown","90","80","29710","26000"
"New entrant CS","2022","Other","50-59","White","280","270","28160","23310"
"New entrant CS","2022","Other","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","60-64","White","40","40","[c]","[c]"
"New entrant CS","2022","Other","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","20-29","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","20-29","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","20-29","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","20-29","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","30-39","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","30-39","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","40-49","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","50-59","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","60-64","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","30-39","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","30-39","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","40-49","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","50-59","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","16-19","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","20-29","Asian","190","180","31170","32560"
"New entrant CS","2022","Policy","20-29","Black","90","90","31380","30360"
"New entrant CS","2022","Policy","20-29","Mixed","110","100","33490","32790"
"New entrant CS","2022","Policy","20-29","Other ethnicity","30","30","[c]","[c]"
"New entrant CS","2022","Policy","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","20-29","Unknown","470","460","33390","32790"
"New entrant CS","2022","Policy","20-29","White","1270","1260","33090","32560"
"New entrant CS","2022","Policy","30-39","Asian","60","60","40790","38750"
"New entrant CS","2022","Policy","30-39","Black","50","50","[c]","[c]"
"New entrant CS","2022","Policy","30-39","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Policy","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","30-39","Unknown","210","200","40530","37450"
"New entrant CS","2022","Policy","30-39","White","560","550","39840","36610"
"New entrant CS","2022","Policy","40-49","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Policy","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","40-49","Unknown","80","70","42650","40000"
"New entrant CS","2022","Policy","40-49","White","290","280","43960","40100"
"New entrant CS","2022","Policy","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","50-59","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Policy","50-59","White","170","170","41050","37450"
"New entrant CS","2022","Policy","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","60-64","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","16-19","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","20-29","Asian","40","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","20-29","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","20-29","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","20-29","Unknown","110","110","33340","33330"
"New entrant CS","2022","Project Delivery","20-29","White","240","240","29640","28000"
"New entrant CS","2022","Project Delivery","30-39","Asian","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","30-39","Unknown","80","80","37370","35050"
"New entrant CS","2022","Project Delivery","30-39","White","210","200","38510","37000"
"New entrant CS","2022","Project Delivery","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","40-49","Unknown","60","60","43500","40180"
"New entrant CS","2022","Project Delivery","40-49","White","160","150","41180","38160"
"New entrant CS","2022","Project Delivery","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","50-59","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","50-59","White","100","100","45810","40180"
"New entrant CS","2022","Project Delivery","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","60-64","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","16-19","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","20-29","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","20-29","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","20-29","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","20-29","Unknown","100","100","27720","26030"
"New entrant CS","2022","Property","20-29","White","130","130","28810","26350"
"New entrant CS","2022","Property","30-39","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","30-39","Unknown","50","50","34260","32810"
"New entrant CS","2022","Property","30-39","White","90","90","37320","33000"
"New entrant CS","2022","Property","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","40-49","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Property","40-49","White","110","110","40900","38000"
"New entrant CS","2022","Property","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","50-59","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Property","50-59","White","90","80","39210","33040"
"New entrant CS","2022","Property","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","60-64","Unknown","[c]","[c]","[c]","[c]"
