"Status","Year","Function_of_post","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Finance","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Derbyshire and Nottinghamshire","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Derbyshire and Nottinghamshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Derbyshire and Nottinghamshire","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Derbyshire and Nottinghamshire","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Derbyshire and Nottinghamshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Derbyshire and Nottinghamshire","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Derbyshire and Nottinghamshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Devon","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Devon","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Devon","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","East Anglia","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","East Anglia","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","East Anglia","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","East Wales","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","East Wales","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","East Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","East Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","East Wales","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","East Wales","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","East Yorkshire and Northern Lincolnshire","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Eastern Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Eastern Scotland","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Eastern Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Eastern Scotland","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Essex","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Essex","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","50","50","[c]","[c]"
"New entrant CS","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Greater Manchester","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Greater Manchester","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Greater Manchester","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Greater Manchester","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Greater Manchester","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Greater Manchester","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Greater Manchester","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Greater Manchester","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Greater Manchester","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Greater Manchester","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Greater Manchester","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Greater Manchester","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Hampshire and Isle of Wight","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Hampshire and Isle of Wight","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Hampshire and Isle of Wight","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Hampshire and Isle of Wight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Hampshire and Isle of Wight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - East","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - East","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - East","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - East","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - East","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - East","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - East","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - East","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - East","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","Department of Health and Social Care (excl. agencies)","70","50","37320","32790"
"New entrant CS","2022","Finance","Inner London - West","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Inner London - West","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Lancashire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Lancashire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Lancashire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Lancashire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Leicestershire, Rutland and Northamptonshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Lincolnshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Merseyside","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Merseyside","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Merseyside","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Merseyside","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Merseyside","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Merseyside","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Merseyside","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Merseyside","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Merseyside","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","North Eastern Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","North Eastern Scotland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","North Yorkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","North Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","North Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","North Yorkshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northern Ireland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northumberland, and Tyne and Wear","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northumberland, and Tyne and Wear","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northumberland, and Tyne and Wear","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northumberland, and Tyne and Wear","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northumberland, and Tyne and Wear","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northumberland, and Tyne and Wear","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northumberland, and Tyne and Wear","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northumberland, and Tyne and Wear","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northumberland, and Tyne and Wear","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outer London - East and North East","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outer London - South","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outer London - West and North West","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outer London - West and North West","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outer London - West and North West","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Shropshire and Staffordshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Shropshire and Staffordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","South Yorkshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","South Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","South Yorkshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","South Yorkshire","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Southern Scotland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Surrey, East and West Sussex","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Surrey, East and West Sussex","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Surrey, East and West Sussex","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tees Valley and Durham","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tees Valley and Durham","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tees Valley and Durham","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tees Valley and Durham","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tees Valley and Durham","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tees Valley and Durham","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tees Valley and Durham","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Central Scotland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Central Scotland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Central Scotland","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Finance","West Central Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Central Scotland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Central Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Central Scotland","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Midlands","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Midlands","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Midlands","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Midlands","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Midlands","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Midlands","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Midlands","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Midlands","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Midlands","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Midlands","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Midlands","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Midlands","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Midlands","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Midlands","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Midlands","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Wales and The Valleys","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Wales and The Valleys","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Wales and The Valleys","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Wales and The Valleys","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Yorkshire","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Yorkshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Yorkshire","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Yorkshire","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Yorkshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Yorkshire","Department of Health and Social Care (excl. agencies)","80","50","28890","23690"
"New entrant CS","2022","Finance","West Yorkshire","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Yorkshire","HM Revenue and Customs (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2022","Finance","West Yorkshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Yorkshire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","West Yorkshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Cheshire","Rural Payments Agency","30","30","[c]","[c]"
"New entrant CS","2022","Grants Management","Cumbria","Rural Payments Agency","130","120","21590","21300"
"New entrant CS","2022","Grants Management","Derbyshire and Nottinghamshire","Rural Payments Agency","40","40","[c]","[c]"
"New entrant CS","2022","Grants Management","Devon","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Dorset and Somerset","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","East Anglia","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Herefordshire, Worcestershire and Warwickshire","Rural Payments Agency","50","50","[c]","[c]"
"New entrant CS","2022","Grants Management","North Yorkshire","Rural Payments Agency","50","40","[c]","[c]"
"New entrant CS","2022","Grants Management","Northumberland, and Tyne and Wear","Rural Payments Agency","140","130","21590","21300"
"New entrant CS","2022","Grants Management","Outer London - West and North West","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","West Yorkshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Bedfordshire and Hertfordshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Bedfordshire and Hertfordshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Bedfordshire and Hertfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Bedfordshire and Hertfordshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Bedfordshire and Hertfordshire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cheshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cheshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cheshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cheshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cheshire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cornwall and Isles of Scilly","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cumbria","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Derbyshire and Nottinghamshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Derbyshire and Nottinghamshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Derbyshire and Nottinghamshire","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Derbyshire and Nottinghamshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Derbyshire and Nottinghamshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Derbyshire and Nottinghamshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Derbyshire and Nottinghamshire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Devon","HM Land Registry","[c]","[c]","[c]","[c]"
