"Status","Year","Responsibility_level","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","EO","Security","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Security","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","EO","Security","White","70","70","27880","26300"
"New entrant CS","2021","EO","Unknown","Asian","1520","1490","29230","29290"
"New entrant CS","2021","EO","Unknown","Black","1120","1100","29860","31060"
"New entrant CS","2021","EO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Mixed","480","470","28890","27570"
"New entrant CS","2021","EO","Unknown","Other ethnicity","120","120","29430","30750"
"New entrant CS","2021","EO","Unknown","Undeclared","220","210","28830","27570"
"New entrant CS","2021","EO","Unknown","Unknown","2050","1990","27910","27570"
"New entrant CS","2021","EO","Unknown","White","6980","6820","27990","27570"
"New entrant CS","2021","G6/G7","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Unknown","60","60","57740","53360"
"New entrant CS","2021","G6/G7","Analysis","White","50","50","59410","56590"
"New entrant CS","2021","G6/G7","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Unknown","70","70","77000","84000"
"New entrant CS","2021","G6/G7","Commercial","White","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Communications","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Communications","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Communications","White","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Counter Fraud","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Debt","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Debt","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Debt","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Asian","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Unknown","160","160","58670","56200"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","White","230","220","56380","54700"
"New entrant CS","2021","G6/G7","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","White","50","50","59190","59360"
"New entrant CS","2021","G6/G7","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Grants Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Human Resources","White","60","60","57880","55500"
"New entrant CS","2021","G6/G7","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Legal","Asian","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Legal","Unknown","80","80","54890","55000"
"New entrant CS","2021","G6/G7","Legal","White","260","250","53510","50520"
"New entrant CS","2021","G6/G7","No function","Asian","60","60","57200","53420"
"New entrant CS","2021","G6/G7","No function","Black","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","G6/G7","No function","Unknown","320","310","56150","53380"
"New entrant CS","2021","G6/G7","No function","White","680","650","57530","54000"
"New entrant CS","2021","G6/G7","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Unknown","60","60","56620","53500"
"New entrant CS","2021","G6/G7","Project Delivery","White","170","170","55450","54110"
"New entrant CS","2021","G6/G7","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","White","50","50","54810","53500"
"New entrant CS","2021","G6/G7","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Security","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Security","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Asian","50","50","61110","58140"
"New entrant CS","2021","G6/G7","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Unknown","360","340","59490","57430"
"New entrant CS","2021","G6/G7","Unknown","White","340","330","59010","56120"
"New entrant CS","2021","SCS","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Analysis","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Commercial","Unknown","160","160","81760","71000"
"New entrant CS","2021","SCS","Commercial","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Communications","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Counter Fraud","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Human Resources","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","Unknown","50","50","101200","89500"
"New entrant CS","2021","SCS","No function","White","100","80","95710","89850"
"New entrant CS","2021","SCS","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Security","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Security","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Asian","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Mixed","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Unknown","160","160","33970","32790"
"New entrant CS","2021","SEO/HEO","Analysis","White","500","490","33270","32540"
"New entrant CS","2021","SEO/HEO","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Unknown","70","70","37090","37150"
"New entrant CS","2021","SEO/HEO","Commercial","White","160","150","36810","36000"
"New entrant CS","2021","SEO/HEO","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Unknown","160","160","34550","31810"
"New entrant CS","2021","SEO/HEO","Communications","White","180","170","34800","32780"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","White","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Asian","80","80","36200","36040"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Black","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Unknown","320","310","36380","36030"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","White","380","380","36520","36340"
"New entrant CS","2021","SEO/HEO","Finance","Asian","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Black","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Unknown","140","130","35130","32790"
"New entrant CS","2021","SEO/HEO","Finance","White","150","150","36440","36010"
"New entrant CS","2021","SEO/HEO","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Grants Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Unknown","70","60","34220","32790"
"New entrant CS","2021","SEO/HEO","Human Resources","White","190","180","33620","32120"
"New entrant CS","2021","SEO/HEO","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Asian","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Unknown","100","100","31770","30850"
"New entrant CS","2021","SEO/HEO","Legal","White","210","200","36180","38000"
"New entrant CS","2021","SEO/HEO","No function","Asian","300","290","34250","33090"
"New entrant CS","2021","SEO/HEO","No function","Black","210","190","34640","33570"
"New entrant CS","2021","SEO/HEO","No function","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Mixed","140","140","34270","33570"
"New entrant CS","2021","SEO/HEO","No function","Other ethnicity","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","No function","Undeclared","120","110","35000","33570"
"New entrant CS","2021","SEO/HEO","No function","Unknown","1560","1540","32110","30990"
"New entrant CS","2021","SEO/HEO","No function","White","2710","2580","34670","33570"
"New entrant CS","2021","SEO/HEO","Project Delivery","Asian","60","60","36660","36030"
"New entrant CS","2021","SEO/HEO","Project Delivery","Black","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
