"Status","Year","Profession_of_post","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Declared non-disabled","90","90","47170","47450"
"Leaver Dept.","2021","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Declared non-disabled","70","70","45880","40290"
"Leaver Dept.","2021","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Declared non-disabled","120","120","37810","32920"
"Leaver Dept.","2021","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Declared non-disabled","70","70","38840","35210"
"Leaver Dept.","2021","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","International Trade","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Male","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Male","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Declared non-disabled","60","50","55160","51940"
"Leaver Dept.","2021","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Declared disabled","90","80","29190","25170"
"Leaver Dept.","2021","Operational Delivery","Female","Declared non-disabled","750","710","29070","24530"
"Leaver Dept.","2021","Operational Delivery","Female","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Unknown","260","240","28490","23480"
"Leaver Dept.","2021","Operational Delivery","Male","Declared disabled","80","80","28080","24310"
"Leaver Dept.","2021","Operational Delivery","Male","Declared non-disabled","490","480","29690","25400"
"Leaver Dept.","2021","Operational Delivery","Male","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Unknown","210","210","28350","24130"
"Leaver Dept.","2021","Operational Research","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Declared non-disabled","130","120","35700","27950"
"Leaver Dept.","2021","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Declared non-disabled","80","80","40270","33210"
"Leaver Dept.","2021","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Declared disabled","70","70","42760","37640"
"Leaver Dept.","2021","Policy","Female","Declared non-disabled","510","490","46360","41670"
"Leaver Dept.","2021","Policy","Female","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Unknown","330","320","42010","37230"
"Leaver Dept.","2021","Policy","Male","Declared disabled","60","50","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Declared non-disabled","370","360","45410","40360"
"Leaver Dept.","2021","Policy","Male","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Unknown","270","260","42030","37240"
"Leaver Dept.","2021","Policy","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Declared non-disabled","150","140","41290","34010"
"Leaver Dept.","2021","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Declared non-disabled","130","130","42750","40440"
"Leaver Dept.","2021","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Declared non-disabled","60","60","36250","33010"
"Leaver Dept.","2021","Science and Engineering","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Declared disabled","250","230","34210","31990"
"Leaver Dept.","2021","Unknown","Female","Declared non-disabled","1780","1620","34820","31210"
"Leaver Dept.","2021","Unknown","Female","Undeclared","130","120","37010","32910"
"Leaver Dept.","2021","Unknown","Female","Unknown","880","730","34920","32000"
"Leaver Dept.","2021","Unknown","Male","Declared disabled","180","170","36280","32000"
"Leaver Dept.","2021","Unknown","Male","Declared non-disabled","1330","1230","36660","32000"
"Leaver Dept.","2021","Unknown","Male","Undeclared","130","120","34940","31990"
"Leaver Dept.","2021","Unknown","Male","Unknown","800","680","37080","32000"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Declared non-disabled","130","120","38620","36550"
"Leaver Dept.","2022","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Unknown","120","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Declared non-disabled","110","100","41330","37400"
"Leaver Dept.","2022","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Unknown","100","40","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Declared non-disabled","130","120","40350","37300"
"Leaver Dept.","2022","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Unknown","100","40","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Declared non-disabled","80","80","45340","37280"
"Leaver Dept.","2022","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Female","Declared non-disabled","190","180","42040","38160"
"Leaver Dept.","2022","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Female","Unknown","100","50","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Male","Declared non-disabled","250","240","42590","38770"
"Leaver Dept.","2022","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Male","Unknown","140","100","41980","38250"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Female","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Male","Declared non-disabled","60","60","46470","38280"
"Leaver Dept.","2022","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Declared non-disabled","180","170","40430","36330"
"Leaver Dept.","2022","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Unknown","120","40","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Declared non-disabled","160","160","44370","40580"
"Leaver Dept.","2022","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Unknown","100","40","[c]","[c]"
"Leaver Dept.","2022","Geography","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Declared non-disabled","290","280","38590","32330"
"Leaver Dept.","2022","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Unknown","90","60","37200","32000"
"Leaver Dept.","2022","Human Resources","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","Declared non-disabled","110","110","41150","36050"
"Leaver Dept.","2022","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Female","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Male","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Female","Declared non-disabled","130","120","44180","41840"
"Leaver Dept.","2022","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Female","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Male","Declared non-disabled","90","80","43020","38950"
"Leaver Dept.","2022","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Female","Declared non-disabled","170","140","75740","84560"
"Leaver Dept.","2022","Medicine","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Female","Unknown","80","70","102720","109880"
"Leaver Dept.","2022","Medicine","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Male","Declared non-disabled","80","70","92780","99210"
"Leaver Dept.","2022","Medicine","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Male","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Female","Declared disabled","470","440","31800","27570"
"Leaver Dept.","2022","Operational Delivery","Female","Declared non-disabled","3800","3540","32000","27570"
"Leaver Dept.","2022","Operational Delivery","Female","Undeclared","200","190","30840","27570"
"Leaver Dept.","2022","Operational Delivery","Female","Unknown","970","870","35300","28310"
"Leaver Dept.","2022","Operational Delivery","Male","Declared disabled","270","260","29440","27570"
"Leaver Dept.","2022","Operational Delivery","Male","Declared non-disabled","2120","2050","32970","27570"
"Leaver Dept.","2022","Operational Delivery","Male","Undeclared","150","150","32060","27590"
"Leaver Dept.","2022","Operational Delivery","Male","Unknown","550","520","37730","30450"
"Leaver Dept.","2022","Operational Research","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Female","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Other","Female","Declared non-disabled","330","320","29900","27570"
"Leaver Dept.","2022","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Female","Unknown","60","60","[c]","[c]"
