"Status","Year","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for International Trade","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Other","180","180","39470","32120"
"In post","2021","Department for International Trade","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Policy","220","220","45630","39000"
"In post","2021","Department for International Trade","Department for International Trade","Project Delivery","70","70","45830","41500"
"In post","2021","Department for International Trade","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Security","30","30","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Statistics","50","50","43250","39690"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Commercial","90","90","50180","46920"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Communications","110","110","47530","43360"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","120","120","42370","40280"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Economics","170","170","47750","54110"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Finance","200","200","48680","49010"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Human Resources","100","90","48930","48770"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","90","80","37560","34710"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Other","460","430","42940","32740"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Policy","970","950","48120","44480"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","480","470","53110","54110"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Science and Engineering","60","60","49510","45920"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Security","170","170","45050","43360"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Social Research","40","40","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Statistics","120","110","45060","42890"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Unknown","210","210","52840","44030"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","90950","81420","27650","27570"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","200","200","48750","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","190","180","43490","38360"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","170","170","43630","36820"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Economics","90","90","43100","36820"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","340","330","39300","36070"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","130","130","39780","32790"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Intelligence Analysis","230","230","53190","53360"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Delivery","130","130","48860","33700"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","1820","1780","47250","41890"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Statistics","50","50","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","60","60","52120","53360"
"In post","2021","Disclosure Scotland","Scottish Government","Unknown","310","290","28110","23170"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Commercial","160","140","32760","31040"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Communications","70","60","29810","26740"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Digital, Data and Technology","730","720","39810","38230"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Finance","140","130","32910","30730"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Human Resources","170","160","32650","31380"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Medicine","50","50","79860","86520"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","4440","3800","21780","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Other","50","50","34410","31860"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Policy","140","130","30230","26780"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Project Delivery","90","80","39900","39040"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Property","60","50","30360","30540"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Security","120","110","30490","26350"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Commercial","40","40","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Communications","90","80","31290","30730"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","50","50","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","190","190","36190","32180"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Finance","90","80","38780","34040"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","100","90","35290","33350"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Knowledge and Information Management","50","50","35650","33350"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","3910","3670","28400","26780"
