"Status","Year","Profession_of_post","Age","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Other","50-59","Male","210","210","31490","26350"
"New entrant CS","2021","Other","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","60-64","Male","30","30","[c]","[c]"
"New entrant CS","2021","Other","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","20-29","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","20-29","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","20-29","Female","1120","1110","32520","32560"
"New entrant CS","2021","Policy","20-29","Male","860","850","33560","32790"
"New entrant CS","2021","Policy","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","30-39","Female","400","390","40850","36820"
"New entrant CS","2021","Policy","30-39","Male","330","330","42490","38750"
"New entrant CS","2021","Policy","40-49","Female","200","190","45850","40290"
"New entrant CS","2021","Policy","40-49","Male","130","130","53750","49530"
"New entrant CS","2021","Policy","50-59","Female","120","110","42760","38750"
"New entrant CS","2021","Policy","50-59","Male","100","100","48880","44850"
"New entrant CS","2021","Policy","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","20-29","Female","200","200","30940","30730"
"New entrant CS","2021","Project Delivery","20-29","Male","170","160","31270","31810"
"New entrant CS","2021","Project Delivery","30-39","Female","190","180","37700","35900"
"New entrant CS","2021","Project Delivery","30-39","Male","170","170","39740","38630"
"New entrant CS","2021","Project Delivery","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","40-49","Female","110","110","40270","38640"
"New entrant CS","2021","Project Delivery","40-49","Male","110","110","43080","40000"
"New entrant CS","2021","Project Delivery","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","50-59","Female","70","70","38730","35900"
"New entrant CS","2021","Project Delivery","50-59","Male","110","110","45600","40000"
"New entrant CS","2021","Project Delivery","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","20-29","Female","80","70","27400","24920"
"New entrant CS","2021","Property","20-29","Male","90","90","28110","27880"
"New entrant CS","2021","Property","30-39","Female","40","40","[c]","[c]"
"New entrant CS","2021","Property","30-39","Male","50","50","36630","30990"
"New entrant CS","2021","Property","40-49","Female","40","40","[c]","[c]"
"New entrant CS","2021","Property","40-49","Male","60","60","40550","33000"
"New entrant CS","2021","Property","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","50-59","Male","90","90","40830","33300"
"New entrant CS","2021","Property","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","20-29","Female","80","70","25110","24620"
"New entrant CS","2021","Psychology","20-29","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","16-19","Male","50","50","[c]","[c]"
"New entrant CS","2021","Science and Engineering","20-29","Female","280","270","26740","26370"
"New entrant CS","2021","Science and Engineering","20-29","Male","290","290","26030","26480"
"New entrant CS","2021","Science and Engineering","30-39","Female","150","130","35000","33000"
"New entrant CS","2021","Science and Engineering","30-39","Male","120","110","34510","33000"
"New entrant CS","2021","Science and Engineering","40-49","Female","120","90","38210","36330"
"New entrant CS","2021","Science and Engineering","40-49","Male","90","80","38590","37320"
"New entrant CS","2021","Science and Engineering","50-59","Female","60","50","40130","38040"
"New entrant CS","2021","Science and Engineering","50-59","Male","110","110","38590","36330"
"New entrant CS","2021","Science and Engineering","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","20-29","Female","60","60","23650","23090"
"New entrant CS","2021","Security","20-29","Male","160","160","24030","23540"
"New entrant CS","2021","Security","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","30-39","Female","50","50","27550","25080"
"New entrant CS","2021","Security","30-39","Male","130","130","28000","25540"
"New entrant CS","2021","Security","40-49","Female","30","30","[c]","[c]"
"New entrant CS","2021","Security","40-49","Male","100","100","29290","25540"
"New entrant CS","2021","Security","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","50-59","Male","140","140","30590","26510"
"New entrant CS","2021","Security","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","20-29","Female","110","110","31570","31810"
"New entrant CS","2021","Social Research","20-29","Male","30","30","[c]","[c]"
"New entrant CS","2021","Social Research","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","20-29","Female","130","120","30280","30000"
"New entrant CS","2021","Statistics","20-29","Male","110","110","30300","30100"
"New entrant CS","2021","Statistics","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","30-39","Male","40","40","[c]","[c]"
"New entrant CS","2021","Statistics","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","16-19","Female","60","50","20330","20140"
"New entrant CS","2021","Tax","16-19","Male","50","50","20450","20140"
"New entrant CS","2021","Tax","20-29","Female","780","760","22300","20140"
"New entrant CS","2021","Tax","20-29","Male","780","760","22560","20140"
"New entrant CS","2021","Tax","30-39","Female","380","370","22720","20140"
"New entrant CS","2021","Tax","30-39","Male","400","400","23400","20140"
"New entrant CS","2021","Tax","40-49","Female","220","210","22590","20140"
"New entrant CS","2021","Tax","40-49","Male","210","200","23240","20140"
"New entrant CS","2021","Tax","50-59","Female","160","160","22190","20140"
"New entrant CS","2021","Tax","50-59","Male","160","160","23060","20140"
"New entrant CS","2021","Tax","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","16-19","Female","150","150","22440","21010"
"New entrant CS","2021","Unknown","16-19","Male","110","110","22290","21010"
"New entrant CS","2021","Unknown","20-29","Female","4690","4630","27060","27570"
"New entrant CS","2021","Unknown","20-29","Male","3330","3320","26410","27570"
"New entrant CS","2021","Unknown","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Female","2900","2770","29420","27570"
"New entrant CS","2021","Unknown","30-39","Male","2170","2160","29700","27570"
"New entrant CS","2021","Unknown","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Female","2280","2190","29690","27570"
"New entrant CS","2021","Unknown","40-49","Male","1670","1660","31300","27570"
"New entrant CS","2021","Unknown","50-59","Female","2070","2000","28380","27570"
"New entrant CS","2021","Unknown","50-59","Male","1330","1320","31410","27570"
"New entrant CS","2021","Unknown","60-64","Female","350","330","25920","27570"
"New entrant CS","2021","Unknown","60-64","Male","320","310","28410","27570"
"New entrant CS","2021","Unknown","65+","Female","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","65+","Male","40","40","[c]","[c]"
"New entrant CS","2021","Veterinarian","20-29","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","20-29","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","20-29","Female","200","190","29090","26880"
"New entrant CS","2022","Commercial","20-29","Male","150","140","28000","26590"
"New entrant CS","2022","Commercial","30-39","Female","140","120","33540","32750"
"New entrant CS","2022","Commercial","30-39","Male","90","80","36270","34900"
"New entrant CS","2022","Commercial","40-49","Female","90","70","36420","33290"
"New entrant CS","2022","Commercial","40-49","Male","50","50","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Female","50","40","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Female","200","190","31620","31800"
"New entrant CS","2022","Communications","20-29","Male","110","110","30750","29180"
"New entrant CS","2022","Communications","30-39","Female","100","90","40020","38000"
"New entrant CS","2022","Communications","30-39","Male","50","50","36650","36290"
"New entrant CS","2022","Communications","40-49","Female","60","50","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","20-29","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","20-29","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","20-29","Female","140","130","25580","26830"
"New entrant CS","2022","Counter Fraud","20-29","Male","100","100","25600","25110"
"New entrant CS","2022","Counter Fraud","30-39","Female","120","110","26260","27570"
"New entrant CS","2022","Counter Fraud","30-39","Male","80","70","26440","27570"
"New entrant CS","2022","Counter Fraud","40-49","Female","80","80","26430","27570"
"New entrant CS","2022","Counter Fraud","40-49","Male","50","50","26810","27570"
"New entrant CS","2022","Counter Fraud","50-59","Female","50","50","25970","26850"
"New entrant CS","2022","Counter Fraud","50-59","Male","60","60","27790","27570"
"New entrant CS","2022","Counter Fraud","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Female","390","380","31390","30600"
"New entrant CS","2022","Digital, Data and Technology","20-29","Male","580","580","30960","30210"
"New entrant CS","2022","Digital, Data and Technology","30-39","Female","320","310","39010","36570"
"New entrant CS","2022","Digital, Data and Technology","30-39","Male","530","520","39570","36840"
"New entrant CS","2022","Digital, Data and Technology","40-49","Female","200","190","41340","39240"
"New entrant CS","2022","Digital, Data and Technology","40-49","Male","380","370","46010","42910"
"New entrant CS","2022","Digital, Data and Technology","50-59","Female","90","90","41120","39580"
"New entrant CS","2022","Digital, Data and Technology","50-59","Male","240","240","46560","42250"
"New entrant CS","2022","Digital, Data and Technology","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","Male","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Female","110","110","30770","30710"
"New entrant CS","2022","Economics","20-29","Male","210","210","30480","30710"
"New entrant CS","2022","Economics","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Female","210","200","30000","27270"
"New entrant CS","2022","Finance","20-29","Male","240","220","29130","27570"
"New entrant CS","2022","Finance","30-39","Female","190","170","36230","35000"
"New entrant CS","2022","Finance","30-39","Male","150","140","38810","36670"
"New entrant CS","2022","Finance","40-49","Female","130","120","38030","36620"
"New entrant CS","2022","Finance","40-49","Male","90","80","40570","36500"
"New entrant CS","2022","Finance","50-59","Female","90","80","40800","37680"
"New entrant CS","2022","Finance","50-59","Male","70","70","43640","40960"
"New entrant CS","2022","Finance","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","20-29","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","20-29","Male","30","30","[c]","[c]"
"New entrant CS","2022","Geography","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","20-29","Female","300","290","27070","26250"
"New entrant CS","2022","Human Resources","20-29","Male","130","130","28220","26670"
"New entrant CS","2022","Human Resources","30-39","Female","200","190","34130","30730"
"New entrant CS","2022","Human Resources","30-39","Male","90","90","37450","31990"
"New entrant CS","2022","Human Resources","40-49","Female","180","170","37880","34000"
"New entrant CS","2022","Human Resources","40-49","Male","50","50","[c]","[c]"
"New entrant CS","2022","Human Resources","50-59","Female","110","100","40290","36680"
"New entrant CS","2022","Human Resources","50-59","Male","40","30","[c]","[c]"
"New entrant CS","2022","Human Resources","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","40-49","Female","50","50","56970","46360"
"New entrant CS","2022","Inspector of Education and Training","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","50-59","Female","50","40","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","20-29","Female","60","60","28680","28700"
"New entrant CS","2022","Intelligence Analysis","20-29","Male","50","50","29350","28700"
"New entrant CS","2022","Intelligence Analysis","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","20-29","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","20-29","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","20-29","Female","70","70","31900","31800"
"New entrant CS","2022","International Trade","20-29","Male","60","60","[c]","[c]"
"New entrant CS","2022","International Trade","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","20-29","Female","50","50","27840","26880"
"New entrant CS","2022","Knowledge and Information Management","20-29","Male","40","40","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","30-39","Female","40","30","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","40-49","Female","30","30","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Female","230","230","33850","30450"
"New entrant CS","2022","Legal","20-29","Male","110","110","34840","31180"
"New entrant CS","2022","Legal","30-39","Female","210","200","45940","48080"
"New entrant CS","2022","Legal","30-39","Male","120","120","44020","43920"
"New entrant CS","2022","Legal","40-49","Female","130","120","48870","50500"
"New entrant CS","2022","Legal","40-49","Male","70","60","47730","50500"
"New entrant CS","2022","Legal","50-59","Female","30","30","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Male","30","30","[c]","[c]"
"New entrant CS","2022","Legal","60-64","Female","[c]","[c]","[c]","[c]"
