"Status","Year","Profession_of_post","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Finance","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Mixed","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","London","90","90","38950","32850"
"New entrant CS","2021","Finance","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Yorkshire and The Humber","40","40","[c]","[c]"
"New entrant CS","2021","Finance","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","White","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","White","London","90","90","45650","40650"
"New entrant CS","2021","Finance","White","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","White","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","White","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","White","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","White","South East (England)","50","50","[c]","[c]"
"New entrant CS","2021","Finance","White","South West (England)","90","90","29940","25000"
"New entrant CS","2021","Finance","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","White","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","London","60","60","37310","32000"
"New entrant CS","2021","Human Resources","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","White","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","White","London","120","120","39420","32190"
"New entrant CS","2021","Human Resources","White","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","White","North West (England)","80","80","29840","24960"
"New entrant CS","2021","Human Resources","White","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","White","South East (England)","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","White","South West (England)","90","80","31430","26670"
"New entrant CS","2021","Human Resources","White","Wales","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Asian","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Asian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Asian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Asian","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Black","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Black","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Black","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Chinese","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Chinese","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Chinese","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Mixed","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Mixed","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","White","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","White","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","White","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","White","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","White","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Asian","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Asian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Asian","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Asian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Asian","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Black","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Black","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Black","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Black","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Chinese","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Chinese","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Chinese","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Chinese","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Mixed","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Mixed","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","London","50","50","51660","53360"
"New entrant CS","2021","Intelligence Analysis","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","White","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","White","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","White","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","White","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","White","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","White","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","White","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Asian","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Asian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Asian","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Asian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Asian","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Black","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Black","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Black","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Black","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Chinese","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Chinese","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Chinese","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Mixed","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","Scotland","[c]","[c]","[c]","[c]"
