"Status","Year","Sex","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Female","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Female","Other","AA/AO","420","400","20750","20920"
"New entrant CS","2021","Female","Other","EO","300","290","25560","26350"
"New entrant CS","2021","Female","Other","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Female","Other","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","SEO/HEO","180","170","35380","35000"
"New entrant CS","2021","Female","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","AA/AO","70","70","21360","21000"
"New entrant CS","2021","Female","Policy","EO","380","380","26500","27270"
"New entrant CS","2021","Female","Policy","G6/G7","300","290","55710","53380"
"New entrant CS","2021","Female","Policy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","SEO/HEO","1090","1070","34210","33570"
"New entrant CS","2021","Female","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","EO","150","140","24950","26180"
"New entrant CS","2021","Female","Project Delivery","G6/G7","80","80","55410","53500"
"New entrant CS","2021","Female","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","SEO/HEO","300","300","35870","35050"
"New entrant CS","2021","Female","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Female","Property","EO","60","50","25390","25000"
"New entrant CS","2021","Female","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","SEO/HEO","70","70","35200","33300"
"New entrant CS","2021","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Psychology","EO","50","50","24910","24620"
"New entrant CS","2021","Female","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Psychology","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","AA/AO","120","110","21580","21050"
"New entrant CS","2021","Female","Science and Engineering","EO","120","120","25620","26370"
"New entrant CS","2021","Female","Science and Engineering","G6/G7","50","40","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","SEO/HEO","340","290","34550","33780"
"New entrant CS","2021","Female","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","AA/AO","110","100","22370","20610"
"New entrant CS","2021","Female","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","SEO/HEO","130","130","33770","32540"
"New entrant CS","2021","Female","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","EO","50","40","[c]","[c]"
"New entrant CS","2021","Female","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","SEO/HEO","110","110","33760","32540"
"New entrant CS","2021","Female","Tax","AA/AO","1160","1110","20190","20140"
"New entrant CS","2021","Female","Tax","EO","330","330","25590","25560"
"New entrant CS","2021","Female","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Tax","SEO/HEO","120","120","32690","31810"
"New entrant CS","2021","Female","Unknown","AA/AO","3490","3400","21570","21010"
"New entrant CS","2021","Female","Unknown","EO","7170","6940","28510","27570"
"New entrant CS","2021","Female","Unknown","G6/G7","340","320","57480","54700"
"New entrant CS","2021","Female","Unknown","SCS","100","100","84770","73000"
"New entrant CS","2021","Female","Unknown","SEO/HEO","1160","1140","32960","31990"
"New entrant CS","2021","Female","Unknown","Unknown","230","220","[c]","[c]"
"New entrant CS","2021","Female","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","EO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Commercial","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Male","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","SEO/HEO","120","120","36980","36500"
"New entrant CS","2021","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","EO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Communications","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Male","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","SEO/HEO","80","80","37140","36500"
"New entrant CS","2021","Male","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data and Technology","AA/AO","50","50","21230","20920"
"New entrant CS","2021","Male","Digital, Data and Technology","EO","240","240","26310","25560"
"New entrant CS","2021","Male","Digital, Data and Technology","G6/G7","330","330","58640","57050"
"New entrant CS","2021","Male","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data and Technology","SEO/HEO","560","550","37550","36810"
"New entrant CS","2021","Male","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Economics","AA/AO","50","50","[c]","[c]"
"New entrant CS","2021","Male","Economics","EO","30","30","[c]","[c]"
"New entrant CS","2021","Male","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Economics","SEO/HEO","190","190","33240","32790"
"New entrant CS","2021","Male","Finance","AA/AO","40","30","[c]","[c]"
"New entrant CS","2021","Male","Finance","EO","70","70","24210","25000"
"New entrant CS","2021","Male","Finance","G6/G7","50","50","59210","58510"
"New entrant CS","2021","Male","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","SEO/HEO","150","140","36500","35300"
"New entrant CS","2021","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","EO","50","50","26120","26910"
"New entrant CS","2021","Male","Human Resources","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","SEO/HEO","70","70","34270","33120"
"New entrant CS","2021","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","EO","50","40","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","International Trade","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","SEO/HEO","50","50","36250","33000"
"New entrant CS","2021","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","EO","60","60","26790","25560"
"New entrant CS","2021","Male","Legal","G6/G7","170","160","53440","50520"
"New entrant CS","2021","Male","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","SEO/HEO","120","120","34850","37230"
"New entrant CS","2021","Male","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Medicine","G6/G7","40","30","[c]","[c]"
"New entrant CS","2021","Male","Medicine","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Medicine","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Male","Operational Delivery","AA/AO","4250","4180","22400","21500"
"New entrant CS","2021","Male","Operational Delivery","EO","1210","1180","27000","25560"
"New entrant CS","2021","Male","Operational Delivery","G6/G7","200","190","56710","54670"
"New entrant CS","2021","Male","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Delivery","SEO/HEO","810","780","35630","34730"
"New entrant CS","2021","Male","Operational Delivery","Unknown","320","280","23550","22920"
"New entrant CS","2021","Male","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Research","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Research","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Other","AA/AO","280","280","20720","20500"
"New entrant CS","2021","Male","Other","EO","340","330","25550","26350"
"New entrant CS","2021","Male","Other","G6/G7","60","60","62480","57460"
"New entrant CS","2021","Male","Other","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other","SEO/HEO","190","190","34510","35000"
"New entrant CS","2021","Male","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Policy","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Male","Policy","EO","220","220","26340","26750"
"New entrant CS","2021","Male","Policy","G6/G7","290","290","56240","53420"
"New entrant CS","2021","Male","Policy","SCS","40","30","[c]","[c]"
"New entrant CS","2021","Male","Policy","SEO/HEO","890","880","34260","33570"
"New entrant CS","2021","Male","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","EO","90","90","25210","26270"
"New entrant CS","2021","Male","Project Delivery","G6/G7","110","110","56970","54540"
"New entrant CS","2021","Male","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","SEO/HEO","330","320","36260","35900"
"New entrant CS","2021","Male","Project Delivery","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Male","Property","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Property","EO","80","80","25670","24920"
"New entrant CS","2021","Male","Property","G6/G7","50","50","[c]","[c]"
"New entrant CS","2021","Male","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","SEO/HEO","140","140","34500","33000"
"New entrant CS","2021","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Science and Engineering","AA/AO","120","110","20580","20520"
"New entrant CS","2021","Male","Science and Engineering","EO","180","180","24510","26370"
"New entrant CS","2021","Male","Science and Engineering","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Male","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Science and Engineering","SEO/HEO","260","260","35050","33000"
"New entrant CS","2021","Male","Science and Engineering","Unknown","80","80","32200","27770"
"New entrant CS","2021","Male","Security","AA/AO","440","440","25620","23540"
"New entrant CS","2021","Male","Security","EO","60","60","27580","25900"
"New entrant CS","2021","Male","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","SEO/HEO","60","60","35810","34880"
"New entrant CS","2021","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Social Research","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Social Research","SEO/HEO","50","50","33180","32540"
"New entrant CS","2021","Male","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Statistics","EO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Statistics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Statistics","SEO/HEO","100","90","34430","32560"
"New entrant CS","2021","Male","Tax","AA/AO","1040","1020","20180","20140"
"New entrant CS","2021","Male","Tax","EO","440","430","25650","25560"
"New entrant CS","2021","Male","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Tax","SEO/HEO","140","140","32610","31810"
"New entrant CS","2021","Male","Unknown","AA/AO","3060","3040","21480","21010"
"New entrant CS","2021","Male","Unknown","EO","4430","4410","28420","27570"
"New entrant CS","2021","Male","Unknown","G6/G7","390","390","59910","56120"
"New entrant CS","2021","Male","Unknown","SCS","140","140","88170","74000"
"New entrant CS","2021","Male","Unknown","SEO/HEO","830","830","33580","32640"
"New entrant CS","2021","Male","Unknown","Unknown","110","110","[c]","[c]"
"New entrant CS","2021","Male","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","EO","160","160","25700","26350"
"New entrant CS","2022","Female","Commercial","G6/G7","40","30","[c]","[c]"
"New entrant CS","2022","Female","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","SEO/HEO","240","210","34930","35000"
"New entrant CS","2022","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","AA/AO","40","30","[c]","[c]"
"New entrant CS","2022","Female","Communications","EO","90","80","27360","27270"
"New entrant CS","2022","Female","Communications","G6/G7","60","50","[c]","[c]"
"New entrant CS","2022","Female","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","SEO/HEO","200","200","35950","34710"
"New entrant CS","2022","Female","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","AA/AO","170","170","22690","21260"
"New entrant CS","2022","Female","Counter Fraud","EO","220","210","27790","27570"
"New entrant CS","2022","Female","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data and Technology","AA/AO","90","90","20560","21170"
"New entrant CS","2022","Female","Digital, Data and Technology","EO","200","190","26700","26590"
"New entrant CS","2022","Female","Digital, Data and Technology","G6/G7","200","190","54170","53360"
"New entrant CS","2022","Female","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data and Technology","SEO/HEO","510","490","36030","35900"
"New entrant CS","2022","Female","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Economics","EO","40","30","[c]","[c]"
"New entrant CS","2022","Female","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Economics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Economics","SEO/HEO","70","70","34670","33120"
"New entrant CS","2022","Female","Finance","AA/AO","80","70","21050","21250"
"New entrant CS","2022","Female","Finance","EO","180","170","25210","25120"
"New entrant CS","2022","Female","Finance","G6/G7","90","80","55730","54130"
"New entrant CS","2022","Female","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","SEO/HEO","280","260","36590","36500"
"New entrant CS","2022","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Geography","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Geography","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Geography","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","AA/AO","170","160","21480","21170"
"New entrant CS","2022","Female","Human Resources","EO","240","220","25980","26250"
"New entrant CS","2022","Female","Human Resources","G6/G7","110","100","55560","54000"
"New entrant CS","2022","Female","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","SEO/HEO","290","280","34570","33080"
"New entrant CS","2022","Female","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inspector of Education and Training","G6/G7","50","50","[c]","[c]"
"New entrant CS","2022","Female","Inspector of Education and Training","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inspector of Education and Training","SEO/HEO","80","80","47240","46360"
"New entrant CS","2022","Female","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Intelligence Analysis","EO","60","50","27250","26590"
"New entrant CS","2022","Female","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Intelligence Analysis","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Female","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","International Trade","EO","40","40","[c]","[c]"
"New entrant CS","2022","Female","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","International Trade","SEO/HEO","60","60","33040","31800"
"New entrant CS","2022","Female","Knowledge and Information Management","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Female","Knowledge and Information Management","EO","30","30","[c]","[c]"
"New entrant CS","2022","Female","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Knowledge and Information Management","SEO/HEO","50","50","34070","33060"
"New entrant CS","2022","Female","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","EO","120","120","27610","27130"
"New entrant CS","2022","Female","Legal","G6/G7","250","230","53770","52080"
"New entrant CS","2022","Female","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","SEO/HEO","230","220","37660","38000"
"New entrant CS","2022","Female","Medicine","AA/AO","50","40","[c]","[c]"
"New entrant CS","2022","Female","Medicine","EO","40","30","[c]","[c]"
"New entrant CS","2022","Female","Medicine","G6/G7","50","40","66230","65750"
"New entrant CS","2022","Female","Medicine","SCS","30","20","[c]","[c]"
"New entrant CS","2022","Female","Medicine","SEO/HEO","70","60","37250","39030"
"New entrant CS","2022","Female","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Operational Delivery","AA/AO","9950","9550","21940","21260"
"New entrant CS","2022","Female","Operational Delivery","EO","4400","4220","27510","27570"
"New entrant CS","2022","Female","Operational Delivery","G6/G7","290","270","56190","53360"
"New entrant CS","2022","Female","Operational Delivery","SCS","40","30","[c]","[c]"
"New entrant CS","2022","Female","Operational Delivery","SEO/HEO","1180","1140","34960","33080"
"New entrant CS","2022","Female","Operational Delivery","Unknown","6370","5870","27970","24800"
"New entrant CS","2022","Female","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Operational Research","SEO/HEO","40","40","[c]","[c]"
