"Status","Year","Organisation","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Rural Payments Agency","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Unknown","North East (England)","80","80","22200","21300"
"New entrant CS","2022","Rural Payments Agency","Unknown","North West (England)","110","100","21430","21300"
"New entrant CS","2022","Rural Payments Agency","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Unknown","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Unknown","Yorkshire and The Humber","50","50","21500","21300"
"New entrant CS","2022","Rural Payments Agency","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","White","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","White","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","White","North East (England)","60","50","21750","21300"
"New entrant CS","2022","Rural Payments Agency","White","North West (England)","50","50","22070","21300"
"New entrant CS","2022","Rural Payments Agency","White","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","White","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Unknown","Scotland","160","150","22890","22000"
"New entrant CS","2022","Scottish Courts and Tribunals Service","White","Scotland","140","130","24800","22000"
"New entrant CS","2022","Scottish Fiscal Commission","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","White","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Asian","Scotland","40","30","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Unknown","Scotland","590","560","35510","31540"
"New entrant CS","2022","Scottish Government (excl. agencies)","White","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","White","Scotland","780","770","34980","31540"
"New entrant CS","2022","Scottish Housing Regulator","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","White","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Unknown","Scotland","360","350","22880","21640"
"New entrant CS","2022","Scottish Prison Service","White","Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Scottish Public Pensions Agency","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Public Pensions Agency","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Public Pensions Agency","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Public Pensions Agency","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Public Pensions Agency","Unknown","Scotland","50","40","[c]","[c]"
"New entrant CS","2022","Scottish Public Pensions Agency","White","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","White","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Asian","Scotland","40","30","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Unknown","Scotland","530","520","26910","27230"
"New entrant CS","2022","Social Security Scotland","White","Scotland","780","760","27540","27230"
"New entrant CS","2022","Standards and Testing Agency","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Asian","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Asian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Black","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Black","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","White","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","White","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","White","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","White","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Asian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Asian","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Asian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Black","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Black","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Black","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Unknown","South West (England)","40","40","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","White","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","White","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","White","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","White","South West (England)","140","130","35350","32000"
"New entrant CS","2022","Teaching Regulation Agency","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Teaching Regulation Agency","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Teaching Regulation Agency","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Teaching Regulation Agency","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Teaching Regulation Agency","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Teaching Regulation Agency","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Teaching Regulation Agency","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Teaching Regulation Agency","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Teaching Regulation Agency","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Teaching Regulation Agency","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Teaching Regulation Agency","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Teaching Regulation Agency","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Asian","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Asian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Asian","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Asian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Asian","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Black","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Black","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Black","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Black","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Mixed","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","White","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","White","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","White","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","White","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","White","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","White","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","White","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","White","London","70","70","32830","28040"
"New entrant CS","2022","Transport Scotland","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Transport Scotland","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Transport Scotland","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Transport Scotland","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Transport Scotland","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Transport Scotland","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Transport Scotland","White","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","White","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Asian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Asian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Asian","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Black","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Black","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Mixed","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","White","London","60","60","45150","42540"
"New entrant CS","2022","UK Export Finance","White","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","White","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","White","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Health Security Agency","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Health Security Agency","Asian","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Health Security Agency","Asian","London","130","120","33860","28410"
"New entrant CS","2022","UK Health Security Agency","Asian","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Health Security Agency","Asian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Health Security Agency","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
