"Status","Year","Region_ITL1","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","West Midlands (England)","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Business, Energy and Industrial Strategy","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Education","EO","40","30","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Education","SEO/HEO","70","60","34660","36500"
"New entrant CS","2021","West Midlands (England)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Transport","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Work and Pensions","AA/AO","260","250","21000","21010"
"New entrant CS","2021","West Midlands (England)","Department for Work and Pensions","EO","760","740","27580","27570"
"New entrant CS","2021","West Midlands (England)","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department of Health and Social Care","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department of Health and Social Care","SEO/HEO","50","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","HM Land Registry","AA/AO","70","70","22350","22350"
"New entrant CS","2021","West Midlands (England)","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","HM Revenue and Customs","AA/AO","190","190","20150","20140"
"New entrant CS","2021","West Midlands (England)","HM Revenue and Customs","EO","70","70","25470","25560"
"New entrant CS","2021","West Midlands (England)","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","HM Revenue and Customs","SEO/HEO","70","70","34910","31810"
"New entrant CS","2021","West Midlands (England)","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Ministry of Defence","AA/AO","70","60","22290","20920"
"New entrant CS","2021","West Midlands (England)","Ministry of Defence","EO","60","60","26370","26350"
"New entrant CS","2021","West Midlands (England)","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Ministry of Defence","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Ministry of Justice","AA/AO","630","610","20760","19930"
"New entrant CS","2021","West Midlands (England)","Ministry of Justice","EO","70","60","23230","22570"
"New entrant CS","2021","West Midlands (England)","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Ministry of Justice","SEO/HEO","70","70","32180","30990"
"New entrant CS","2021","West Midlands (England)","Ministry of Justice","Unknown","170","150","22310","22920"
"New entrant CS","2021","West Midlands (England)","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","National Crime Agency","EO","50","50","31080","32600"
"New entrant CS","2021","West Midlands (England)","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Other Cabinet Office Agencies","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Cabinet Office","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Education","EO","50","50","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Education","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Education","SEO/HEO","70","70","32680","30320"
"New entrant CS","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","AA/AO","50","50","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","EO","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","SEO/HEO","70","70","32100","29490"
"New entrant CS","2021","Yorkshire and The Humber","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Work and Pensions","AA/AO","520","510","21000","21010"
"New entrant CS","2021","Yorkshire and The Humber","Department for Work and Pensions","EO","1070","1040","27520","27570"
"New entrant CS","2021","Yorkshire and The Humber","Department for Work and Pensions","G6/G7","40","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Work and Pensions","SEO/HEO","90","90","34330","31990"
"New entrant CS","2021","Yorkshire and The Humber","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department of Health and Social Care","EO","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department of Health and Social Care","G6/G7","90","90","53720","49530"
"New entrant CS","2021","Yorkshire and The Humber","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department of Health and Social Care","SEO/HEO","210","200","32280","28970"
"New entrant CS","2021","Yorkshire and The Humber","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","HM Land Registry","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","HM Revenue and Customs","AA/AO","310","300","20150","20140"
"New entrant CS","2021","Yorkshire and The Humber","HM Revenue and Customs","EO","80","80","25520","25560"
"New entrant CS","2021","Yorkshire and The Humber","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","HM Revenue and Customs","SEO/HEO","70","70","32910","31810"
"New entrant CS","2021","Yorkshire and The Humber","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Home Office","AA/AO","160","160","21380","21430"
"New entrant CS","2021","Yorkshire and The Humber","Home Office","EO","80","80","25230","24880"
"New entrant CS","2021","Yorkshire and The Humber","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Home Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Defence","AA/AO","100","100","22430","20920"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Defence","EO","30","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Justice","AA/AO","480","470","21010","20600"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Justice","EO","70","70","22400","21170"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Justice","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Justice","SEO/HEO","100","100","30490","30640"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Justice","Unknown","110","100","22460","22920"
"New entrant CS","2021","Yorkshire and The Humber","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","National Crime Agency","EO","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Environment, Food and Rural Affairs","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Environment, Food and Rural Affairs","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Transport","EO","50","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Work and Pensions","AA/AO","350","340","21250","21260"
"New entrant CS","2022","East Midlands (England)","Department for Work and Pensions","EO","240","230","27520","27570"
"New entrant CS","2022","East Midlands (England)","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department of Health and Social Care","SEO/HEO","50","40","33720","34890"
"New entrant CS","2022","East Midlands (England)","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","HM Land Registry","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","HM Revenue and Customs","AA/AO","150","150","21250","21250"
"New entrant CS","2022","East Midlands (England)","HM Revenue and Customs","EO","270","260","26500","26590"
"New entrant CS","2022","East Midlands (England)","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","HM Revenue and Customs","SEO/HEO","140","130","33740","33080"
"New entrant CS","2022","East Midlands (England)","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Ministry of Defence","AA/AO","80","80","21020","20330"
"New entrant CS","2022","East Midlands (England)","Ministry of Defence","EO","40","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Ministry of Defence","SEO/HEO","60","60","35820","34000"
"New entrant CS","2022","East Midlands (England)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Ministry of Justice","AA/AO","870","850","21910","20970"
"New entrant CS","2022","East Midlands (England)","Ministry of Justice","EO","60","50","24850","25120"
"New entrant CS","2022","East Midlands (England)","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Ministry of Justice","SEO/HEO","60","50","31380","30450"
"New entrant CS","2022","East Midlands (England)","Ministry of Justice","Unknown","670","610","28110","25480"
"New entrant CS","2022","East Midlands (England)","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department for Environment, Food and Rural Affairs","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","East of England","Department for Environment, Food and Rural Affairs","EO","50","40","[c]","[c]"
"New entrant CS","2022","East of England","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department for Environment, Food and Rural Affairs","SEO/HEO","60","60","33140","30220"
"New entrant CS","2022","East of England","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department for Transport","EO","40","40","[c]","[c]"
"New entrant CS","2022","East of England","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department for Work and Pensions","AA/AO","220","220","23110","24250"
