"Status","Year","Function_of_post","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Property","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Property","130","130","25580","24920"
"New entrant CS","2021","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Property","50","50","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Property","200","200","34910","33300"
"New entrant CS","2021","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Security","540","540","24990","23540"
"New entrant CS","2021","Security","AA/AO","Unknown","60","60","20640","20800"
"New entrant CS","2021","Security","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Security","80","80","27240","24620"
"New entrant CS","2021","Security","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Security","80","80","35000","33000"
"New entrant CS","2021","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Medicine","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Operational Delivery","600","580","21520","21430"
"New entrant CS","2021","Unknown","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Other","590","570","20710","20920"
"New entrant CS","2021","Unknown","AA/AO","Policy","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Unknown","6110","6020","21560","21010"
"New entrant CS","2021","Unknown","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Intelligence Analysis","60","60","26330","26350"
"New entrant CS","2021","Unknown","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Medicine","60","50","29740","30620"
"New entrant CS","2021","Unknown","EO","Operational Delivery","600","580","26180","24880"
"New entrant CS","2021","Unknown","EO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Other","320","320","27540","27200"
"New entrant CS","2021","Unknown","EO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Policy","70","70","27850","28650"
"New entrant CS","2021","Unknown","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Unknown","11260","11000","28520","27570"
"New entrant CS","2021","Unknown","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Digital, Data and Technology","80","80","60610","57430"
"New entrant CS","2021","Unknown","G6/G7","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Medicine","90","70","74360","76200"
"New entrant CS","2021","Unknown","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Other","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Policy","70","60","57380","57430"
"New entrant CS","2021","Unknown","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Unknown","440","430","56700","54260"
"New entrant CS","2021","Unknown","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Digital, Data and Technology","80","80","40290","40760"
"New entrant CS","2021","Unknown","SEO/HEO","Economics","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Medicine","110","90","36780","37890"
"New entrant CS","2021","Unknown","SEO/HEO","Operational Delivery","70","70","34990","33900"
"New entrant CS","2021","Unknown","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Other","180","180","36330","35050"
"New entrant CS","2021","Unknown","SEO/HEO","Policy","130","130","38040","36570"
"New entrant CS","2021","Unknown","SEO/HEO","Project Delivery","60","60","36480","35050"
"New entrant CS","2021","Unknown","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","1050","1030","34990","34710"
"New entrant CS","2021","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","330","320","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Economics","60","60","21080","19860"
"New entrant CS","2022","Analysis","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Economics","60","60","27140","26780"
"New entrant CS","2022","Analysis","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Other","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Statistics","70","70","26780","27030"
"New entrant CS","2022","Analysis","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Economics","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SCS","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SCS","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SCS","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Economics","140","140","34050","33120"
"New entrant CS","2022","Analysis","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Operational Delivery","60","60","33600","31990"
"New entrant CS","2022","Analysis","SEO/HEO","Operational Research","60","60","31870","31800"
"New entrant CS","2022","Analysis","SEO/HEO","Other","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Policy","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Social Research","220","220","33790","30710"
"New entrant CS","2022","Analysis","SEO/HEO","Statistics","180","170","34060","33080"
"New entrant CS","2022","Analysis","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Commercial","50","50","20550","21170"
"New entrant CS","2022","Commercial","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Commercial","180","180","25670","26300"
"New entrant CS","2022","Commercial","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Commercial","50","50","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Unknown","190","190","70080","70000"
"New entrant CS","2022","Commercial","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Commercial","340","280","35070","35900"
"New entrant CS","2022","Commercial","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Communications","50","50","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Operational Delivery","100","100","21250","21250"
"New entrant CS","2022","Communications","AA/AO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Communications","120","100","26970","27270"
"New entrant CS","2022","Communications","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Operational Delivery","310","310","26610","26590"
"New entrant CS","2022","Communications","EO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Tax","320","310","26610","26590"
"New entrant CS","2022","Communications","EO","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Communications","80","60","57510","54700"
"New entrant CS","2022","Communications","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Communications","280","270","35720","35120"
"New entrant CS","2022","Communications","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Operational Delivery","70","70","33570","33080"
"New entrant CS","2022","Communications","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Tax","50","50","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Counter Fraud","290","280","22670","21260"
"New entrant CS","2022","Counter Fraud","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Operational Delivery","210","200","21730","21260"
"New entrant CS","2022","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Counter Fraud","360","350","27850","27570"
"New entrant CS","2022","Counter Fraud","EO","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Legal","50","50","27910","26590"
"New entrant CS","2022","Counter Fraud","EO","Operational Delivery","120","120","27000","26590"
"New entrant CS","2022","Counter Fraud","EO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Unknown","260","260","27550","26590"
"New entrant CS","2022","Counter Fraud","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Unknown","60","50","35440","33080"
"New entrant CS","2022","Debt","AA/AO","Operational Delivery","520","500","21250","21250"
"New entrant CS","2022","Debt","AA/AO","Other","290","280","21370","21260"
"New entrant CS","2022","Debt","AA/AO","Tax","150","150","21250","21250"
"New entrant CS","2022","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","EO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","EO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Digital, Data and Technology","210","210","20430","21170"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Digital, Data and Technology","520","510","26600","26590"
"New entrant CS","2022","Digital, Data & Technology","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Unknown","30","30","[c]","[c]"
