"Status","Year","Sex","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Unknown","100","90","31150","28030"
"Leaver Dept.","2021","Male","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","No function","70","60","41880","34080"
"Leaver Dept.","2021","Male","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","No function","100","90","37720","33930"
"Leaver Dept.","2021","Male","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Unknown","100","90","33600","28670"
"Leaver Dept.","2021","Male","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","No function","610","600","37190","32240"
"Leaver Dept.","2021","Male","Unknown","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Unknown","610","500","38030","34000"
"Leaver Dept.","2021","Male","White","Analysis","80","80","42500","38860"
"Leaver Dept.","2021","Male","White","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","White","Communications","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","White","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","White","Digital, Data & Technology","70","70","46560","42430"
"Leaver Dept.","2021","Male","White","Finance","60","60","45170","42140"
"Leaver Dept.","2021","Male","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","White","Human Resources","110","110","40000","34400"
"Leaver Dept.","2021","Male","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","White","Legal","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","White","No function","840","820","40700","34240"
"Leaver Dept.","2021","Male","White","Project Delivery","190","190","40580","36000"
"Leaver Dept.","2021","Male","White","Property","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","White","Unknown","1280","1190","35250","29860"
"Leaver Dept.","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Finance","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","No function","1010","930","36860","31060"
"Leaver Dept.","2022","Female","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","Unknown","180","160","32570","28830"
"Leaver Dept.","2022","Female","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","No function","610","570","35190","31060"
"Leaver Dept.","2022","Female","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Black","Unknown","90","80","35040","35070"
"Leaver Dept.","2022","Female","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","No function","280","260","35830","31990"
"Leaver Dept.","2022","Female","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mixed","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","No function","80","80","39850","33610"
"Leaver Dept.","2022","Female","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","No function","420","380","41480","36840"
"Leaver Dept.","2022","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Analysis","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Commercial","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Communications","80","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Digital, Data & Technology","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Finance","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Human Resources","70","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Legal","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","No function","1240","1000","35440","32000"
"Leaver Dept.","2022","Female","Unknown","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Unknown","500","400","35640","30470"
"Leaver Dept.","2022","Female","White","Analysis","140","130","40260","36840"
"Leaver Dept.","2022","Female","White","Commercial","120","110","41470","38980"
"Leaver Dept.","2022","Female","White","Communications","140","130","42240","37880"
"Leaver Dept.","2022","Female","White","Counter Fraud","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","White","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","White","Digital, Data & Technology","190","180","40730","36960"
"Leaver Dept.","2022","Female","White","Finance","160","140","40200","35320"
"Leaver Dept.","2022","Female","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","White","Human Resources","360","340","39130","33130"
"Leaver Dept.","2022","Female","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","White","Legal","70","70","47290","51250"
"Leaver Dept.","2022","Female","White","No function","5570","5120","38230","32330"
"Leaver Dept.","2022","Female","White","Project Delivery","230","230","39290","36110"
"Leaver Dept.","2022","Female","White","Property","60","50","33840","31250"
"Leaver Dept.","2022","Female","White","Security","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","White","Unknown","1110","970","35570","28670"
"Leaver Dept.","2022","Male","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","Digital, Data & Technology","60","60","42160","40290"
"Leaver Dept.","2022","Male","Asian","Finance","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","No function","620","590","35040","29850"
"Leaver Dept.","2022","Male","Asian","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Asian","Unknown","180","170","33820","28850"
"Leaver Dept.","2022","Male","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","No function","240","230","38800","31060"
"Leaver Dept.","2022","Male","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Black","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","No function","140","140","40230","35520"
"Leaver Dept.","2022","Male","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mixed","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","No function","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Analysis","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","No function","300","280","43570","39610"
"Leaver Dept.","2022","Male","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Analysis","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Commercial","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Communications","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Digital, Data & Technology","90","50","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Finance","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","No function","1010","850","37630","32000"
"Leaver Dept.","2022","Male","Unknown","Project Delivery","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Unknown","440","360","36010","32700"
"Leaver Dept.","2022","Male","White","Analysis","130","120","44920","39930"
"Leaver Dept.","2022","Male","White","Commercial","100","90","45530","40600"
"Leaver Dept.","2022","Male","White","Communications","100","100","45020","37780"
"Leaver Dept.","2022","Male","White","Counter Fraud","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","White","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","White","Digital, Data & Technology","220","220","43520","38330"
"Leaver Dept.","2022","Male","White","Finance","140","130","44890","41230"
"Leaver Dept.","2022","Male","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","White","Human Resources","130","130","37800","32000"
"Leaver Dept.","2022","Male","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","White","Legal","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","White","No function","3220","3090","41520","34550"
"Leaver Dept.","2022","Male","White","Project Delivery","260","260","39350","34750"
"Leaver Dept.","2022","Male","White","Property","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","White","Security","60","60","36750","33970"
"Leaver Dept.","2022","Male","White","Unknown","960","870","36770","30820"
