"Status","Year","Function_of_post","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Human Resources","UK Health Security Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Health Security Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Health Security Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Health Security Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Statistics Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Valuation Office Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Valuation Office Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Valuation Office Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Valuation Office Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Valuation Office Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Welsh Revenue Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Welsh Revenue Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Welsh Revenue Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Welsh Revenue Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Welsh Revenue Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Government Internal Audit Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Government Internal Audit Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Government Internal Audit Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Government Internal Audit Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Government Internal Audit Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Ministry of Defence (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Ministry of Defence (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Ministry of Defence (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Ministry of Defence (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Ministry of Defence (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Attorney General's Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Attorney General's Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Attorney General's Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Attorney General's Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Attorney General's Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Cabinet Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Cabinet Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Cabinet Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Cabinet Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Cabinet Office (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Charity Commission","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Charity Commission","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Office and Procurator Fiscal Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Office and Procurator Fiscal Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Office and Procurator Fiscal Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Office and Procurator Fiscal Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Office and Procurator Fiscal Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Legal","Defence Science and Technology Laboratory","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Defence Science and Technology Laboratory","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Defence Science and Technology Laboratory","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Defence Science and Technology Laboratory","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Defence Science and Technology Laboratory","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Department for Work and Pensions (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Department for Work and Pensions (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Department for Work and Pensions (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Department for Work and Pensions (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Department for Work and Pensions (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Driver and Vehicle Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Driver and Vehicle Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Driver and Vehicle Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Driver and Vehicle Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Driver and Vehicle Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Government Legal Department","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Government Legal Department","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Government Legal Department","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Government Legal Department","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Government Legal Department","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Legal","HM Crown Prosecution Service Inspectorate","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","HM Crown Prosecution Service Inspectorate","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","HM Crown Prosecution Service Inspectorate","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","HM Crown Prosecution Service Inspectorate","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","HM Crown Prosecution Service Inspectorate","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Institute for Apprenticeships and Technical Education","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Institute for Apprenticeships and Technical Education","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Institute for Apprenticeships and Technical Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Institute for Apprenticeships and Technical Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Institute for Apprenticeships and Technical Education","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Intellectual Property Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Intellectual Property Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Intellectual Property Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Intellectual Property Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Intellectual Property Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office for Standards in Education, Children's Services and Skills","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Gas and Electricity Markets","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Public Health England","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Public Health England","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Public Health England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Public Health England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Public Health England","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Scottish Courts and Tribunals Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Scottish Courts and Tribunals Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Scottish Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Scottish Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Scottish Courts and Tribunals Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Serious Fraud Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Serious Fraud Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Serious Fraud Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Serious Fraud Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Serious Fraud Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","The Insolvency Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","The Insolvency Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","The Insolvency Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","The Insolvency Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","The Insolvency Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Advisory, Conciliation and Arbitration Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Advisory, Conciliation and Arbitration Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Advisory, Conciliation and Arbitration Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Advisory, Conciliation and Arbitration Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Advisory, Conciliation and Arbitration Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","White","40","40","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Asian","70","60","44880","36570"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Black","30","30","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Unknown","730","730","37280","32000"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","White","480","470","46890","40600"
"Leaver Dept.","2022","No function","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Charity Commission","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Charity Commission","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Criminal Injuries Compensation Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Criminal Injuries Compensation Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Criminal Injuries Compensation Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Criminal Injuries Compensation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Criminal Injuries Compensation Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Commercial Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Commercial Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Commercial Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Commercial Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Commercial Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Office and Procurator Fiscal Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Office and Procurator Fiscal Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Office and Procurator Fiscal Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Office and Procurator Fiscal Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Office and Procurator Fiscal Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","White","100","90","36690","33530"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","60","50","43530","36740"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","60","50","45070","40050"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","290","280","46420","40220"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","White","110","110","46270","51730"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","White","140","130","46030","40400"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","White","200","190","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","White","50","50","[c]","[c]"
