"Status","Year","Profession_of_post","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Unknown","170","170","28290","29290"
"New entrant CS","2021","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Unknown","330","330","27640","27570"
"New entrant CS","2021","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Commercial","200","200","80820","72000"
"New entrant CS","2021","Unknown","Unknown","Communications","60","60","33290","27530"
"New entrant CS","2021","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Digital, Data & Technology","70","70","42940","38630"
"New entrant CS","2021","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","No function","820","810","30010","28000"
"New entrant CS","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Security","70","70","24070","20800"
"New entrant CS","2021","Unknown","Unknown","Unknown","2990","2910","29990","27570"
"New entrant CS","2021","Unknown","White","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Communications","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Digital, Data & Technology","70","70","46340","40950"
"New entrant CS","2021","Unknown","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Human Resources","80","80","28570","26280"
"New entrant CS","2021","Unknown","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","No function","260","260","32600","27500"
"New entrant CS","2021","Unknown","White","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","White","Property","60","60","28540","26320"
"New entrant CS","2021","Unknown","White","Security","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","White","Unknown","11440","11220","26530","27570"
"New entrant CS","2021","Veterinarian","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Chinese","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","White","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Commercial","50","50","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Commercial","180","130","34670","29180"
"New entrant CS","2022","Commercial","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Commercial","360","350","32180","30420"
"New entrant CS","2022","Commercial","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Finance","40","30","[c]","[c]"
"New entrant CS","2022","Commercial","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Communications","170","140","35150","32790"
"New entrant CS","2022","Communications","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","White","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","White","Communications","300","290","37340","33390"
"New entrant CS","2022","Communications","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","White","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","White","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Asian","Counter Fraud","110","110","26350","25110"
"New entrant CS","2022","Counter Fraud","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Black","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Counter Fraud","60","60","27080","27570"
"New entrant CS","2022","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","White","Counter Fraud","450","440","26060","27570"
"New entrant CS","2022","Counter Fraud","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Asian","Digital, Data & Technology","260","260","39220","36050"
"New entrant CS","2022","Digital, Data and Technology","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Black","Digital, Data & Technology","130","130","36580","33700"
"New entrant CS","2022","Digital, Data and Technology","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","Digital, Data & Technology","70","70","38380","36820"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Digital, Data & Technology","590","550","36730","33250"
"New entrant CS","2022","Digital, Data and Technology","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Unknown","180","180","45350","41950"
"New entrant CS","2022","Digital, Data and Technology","White","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","White","Digital, Data & Technology","1340","1330","37440","33520"
"New entrant CS","2022","Digital, Data and Technology","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","White","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","White","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Economics","Asian","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Economics","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","Analysis","50","50","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","White","Analysis","180","170","35670","31800"
