"Status","Year","Function_of_post","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Internal Audit","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Asian","Heterosexual / straight","130","120","37090","37230"
"New entrant CS","2021","Legal","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Black","Heterosexual / straight","50","50","32580","26950"
"New entrant CS","2021","Legal","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Mixed","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Legal","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Undeclared","80","70","22760","20850"
"New entrant CS","2021","Legal","Unknown","Unknown","270","260","34160","28540"
"New entrant CS","2021","Legal","White","Heterosexual / straight","650","630","37470","38000"
"New entrant CS","2021","Legal","White","LGBO","70","60","31770","26950"
"New entrant CS","2021","Legal","White","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Legal","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Asian","Heterosexual / straight","920","880","28390","25850"
"New entrant CS","2021","No function","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Asian","Undeclared","60","60","35180","31810"
"New entrant CS","2021","No function","Asian","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","No function","Black","Heterosexual / straight","670","640","29520","26810"
"New entrant CS","2021","No function","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Black","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","No function","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Chinese","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","No function","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Mixed","Heterosexual / straight","370","360","28780","26810"
"New entrant CS","2021","No function","Mixed","LGBO","60","60","29860","28500"
"New entrant CS","2021","No function","Mixed","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","No function","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other ethnicity","Heterosexual / straight","90","90","30140","26880"
"New entrant CS","2021","No function","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Heterosexual / straight","70","70","29310","26330"
"New entrant CS","2021","No function","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Undeclared","260","240","32430","28590"
"New entrant CS","2021","No function","Undeclared","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Heterosexual / straight","100","90","31470","26840"
"New entrant CS","2021","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","7510","7280","26250","22850"
"New entrant CS","2021","No function","White","Heterosexual / straight","8800","8480","29030","24920"
"New entrant CS","2021","No function","White","LGBO","1100","1080","27950","24920"
"New entrant CS","2021","No function","White","Undeclared","560","530","31720","27700"
"New entrant CS","2021","No function","White","Unknown","250","240","29460","24120"
"New entrant CS","2021","Project Delivery","Asian","Heterosexual / straight","100","100","37950","34020"
"New entrant CS","2021","Project Delivery","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Black","Heterosexual / straight","70","70","34240","33110"
"New entrant CS","2021","Project Delivery","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Mixed","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","380","380","33020","30000"
"New entrant CS","2021","Project Delivery","White","Heterosexual / straight","1040","1020","37260","34000"
"New entrant CS","2021","Project Delivery","White","LGBO","80","80","32580","30850"
"New entrant CS","2021","Project Delivery","White","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Property","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Unknown","200","200","27900","24500"
"New entrant CS","2021","Property","White","Heterosexual / straight","400","400","31730","29180"
"New entrant CS","2021","Property","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","White","Unknown","50","50","26800","25140"
"New entrant CS","2021","Security","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Unknown","310","310","27730","24620"
"New entrant CS","2021","Security","White","Heterosexual / straight","420","420","26630","23540"
"New entrant CS","2021","Security","White","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Security","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Heterosexual / straight","2100","2060","28730","27570"
"New entrant CS","2021","Unknown","Asian","LGBO","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Undeclared","70","60","27840","27570"
"New entrant CS","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Heterosexual / straight","1430","1410","29090","29290"
"New entrant CS","2021","Unknown","Black","LGBO","60","60","27750","27570"
"New entrant CS","2021","Unknown","Black","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Heterosexual / straight","620","610","27800","27570"
"New entrant CS","2021","Unknown","Mixed","LGBO","100","100","28290","27570"
"New entrant CS","2021","Unknown","Mixed","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Heterosexual / straight","170","160","28660","27570"
"New entrant CS","2021","Unknown","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Heterosexual / straight","120","120","27790","27570"
"New entrant CS","2021","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Undeclared","240","230","28200","27570"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Heterosexual / straight","60","60","29540","27570"
"New entrant CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","4650","4520","30710","27570"
"New entrant CS","2021","Unknown","White","Heterosexual / straight","11200","10950","26850","27570"
"New entrant CS","2021","Unknown","White","LGBO","1340","1330","26710","27570"
"New entrant CS","2021","Unknown","White","Undeclared","540","530","28300","27570"
"New entrant CS","2021","Unknown","White","Unknown","100","90","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Heterosexual / straight","120","110","32650","30710"
"New entrant CS","2022","Analysis","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Undeclared","50","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Unknown","190","190","34310","30530"
"New entrant CS","2022","Analysis","White","Heterosexual / straight","710","690","34580","31000"
"New entrant CS","2022","Analysis","White","LGBO","120","120","31800","30710"
"New entrant CS","2022","Analysis","White","Undeclared","60","60","31670","30710"
"New entrant CS","2022","Analysis","White","Unknown","70","70","29370","29180"
"New entrant CS","2022","Commercial","Asian","Heterosexual / straight","60","60","36240","34140"
"New entrant CS","2022","Commercial","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Undeclared","70","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","330","330","58400","61710"
"New entrant CS","2022","Commercial","White","Heterosexual / straight","380","370","34090","31900"
"New entrant CS","2022","Commercial","White","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Heterosexual / straight","150","150","27270","26590"
"New entrant CS","2022","Communications","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Black","Heterosexual / straight","60","50","28880","26590"
"New entrant CS","2022","Communications","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Undeclared","80","50","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Unknown","450","440","29340","26590"
"New entrant CS","2022","Communications","White","Heterosexual / straight","510","500","32740","27110"
"New entrant CS","2022","Communications","White","LGBO","100","90","31260","28030"
"New entrant CS","2022","Communications","White","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Communications","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Asian","Heterosexual / straight","160","160","27020","26590"
"New entrant CS","2022","Counter Fraud","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Black","Heterosexual / straight","60","50","27360","26590"
"New entrant CS","2022","Counter Fraud","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Unknown","320","310","27720","26590"
"New entrant CS","2022","Counter Fraud","White","Heterosexual / straight","820","800","26810","26590"
"New entrant CS","2022","Counter Fraud","White","LGBO","80","80","26380","26590"
"New entrant CS","2022","Counter Fraud","White","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Asian","Heterosexual / straight","150","140","21510","21250"
"New entrant CS","2022","Debt","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Black","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Debt","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Unknown","280","270","21430","21250"
"New entrant CS","2022","Debt","White","Heterosexual / straight","410","400","21730","21250"
"New entrant CS","2022","Debt","White","LGBO","60","60","21410","21250"
"New entrant CS","2022","Debt","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Asian","Heterosexual / straight","260","260","38820","35900"
"New entrant CS","2022","Digital, Data & Technology","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Black","Heterosexual / straight","140","140","37390","34550"
"New entrant CS","2022","Digital, Data & Technology","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Mixed","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Undeclared","60","60","40980","37070"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Undeclared","80","50","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Unknown","590","580","37500","33580"
"New entrant CS","2022","Digital, Data & Technology","White","Heterosexual / straight","1280","1270","37990","35310"
"New entrant CS","2022","Digital, Data & Technology","White","LGBO","170","170","35970","33000"
"New entrant CS","2022","Digital, Data & Technology","White","Undeclared","100","90","35420","33080"
"New entrant CS","2022","Digital, Data & Technology","White","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Heterosexual / straight","110","110","33190","31060"
"New entrant CS","2022","Finance","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Finance","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","LGBO","[c]","[c]","[c]","[c]"
