"Status","Year","Function_of_post","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Unknown","50","50","45970","44050"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Declared non-disabled","110","110","46200","43320"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Unknown","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Declared disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Declared non-disabled","250","240","37480","32000"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","70","70","41510","37570"
"Leaver Dept.","2021","Internal Audit","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Declared non-disabled","100","100","42030","35330"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Declared disabled","220","210","35100","32000"
"Leaver Dept.","2021","No function","Heterosexual / straight","Declared non-disabled","1660","1610","38570","32910"
"Leaver Dept.","2021","No function","Heterosexual / straight","Undeclared","100","90","34120","32000"
"Leaver Dept.","2021","No function","Heterosexual / straight","Unknown","130","130","43980","38400"
"Leaver Dept.","2021","No function","LGBO","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Declared non-disabled","170","170","38690","33230"
"Leaver Dept.","2021","No function","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Declared non-disabled","120","110","40520","33730"
"Leaver Dept.","2021","No function","Undeclared","Undeclared","80","80","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Declared non-disabled","100","90","45460","39800"
"Leaver Dept.","2021","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Unknown","1300","1280","36340","32000"
"Leaver Dept.","2021","Project Delivery","Heterosexual / straight","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Heterosexual / straight","Declared non-disabled","290","280","40860","35810"
"Leaver Dept.","2021","Project Delivery","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","80","80","43340","38600"
"Leaver Dept.","2021","Property","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Heterosexual / straight","Declared non-disabled","60","60","40360","33960"
"Leaver Dept.","2021","Property","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Security","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Declared disabled","230","220","33760","28630"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Declared non-disabled","1940","1850","34700","29860"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Undeclared","80","80","34680","30200"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Declared non-disabled","140","140","34400","29160"
"Leaver Dept.","2021","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Declared non-disabled","160","150","37020","32020"
"Leaver Dept.","2021","Unknown","Undeclared","Undeclared","60","60","33780","28030"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared disabled","130","110","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","1160","980","30640","27570"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","150","130","37690","34700"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","1220","950","35820","31990"
"Leaver Dept.","2022","Analysis","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Heterosexual / straight","Declared non-disabled","210","200","44030","39980"
"Leaver Dept.","2022","Analysis","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","LGBO","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Unknown","120","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","50","50","36420","33710"
"Leaver Dept.","2022","Commercial","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Heterosexual / straight","Declared non-disabled","160","150","43310","40470"
"Leaver Dept.","2022","Commercial","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Heterosexual / straight","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Unknown","130","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Communications","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Heterosexual / straight","Declared non-disabled","210","200","42030","37280"
"Leaver Dept.","2022","Communications","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Heterosexual / straight","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","60","60","42280","38550"
"Leaver Dept.","2022","Counter Fraud","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Heterosexual / straight","Declared non-disabled","80","70","32710","27570"
"Leaver Dept.","2022","Counter Fraud","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Heterosexual / straight","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","Debt","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Heterosexual / straight","Declared non-disabled","350","330","42410","38000"
"Leaver Dept.","2022","Digital, Data & Technology","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Heterosexual / straight","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Unknown","100","100","41810","37940"
"Leaver Dept.","2022","Finance","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Finance","Heterosexual / straight","Declared non-disabled","270","260","41550","37040"
"Leaver Dept.","2022","Finance","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Heterosexual / straight","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Unknown","130","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Heterosexual / straight","Declared disabled","60","60","41630","36330"
"Leaver Dept.","2022","Human Resources","Heterosexual / straight","Declared non-disabled","440","420","37450","32330"
"Leaver Dept.","2022","Human Resources","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Heterosexual / straight","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","LGBO","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Human Resources","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Unknown","60","60","36550","32000"
"Leaver Dept.","2022","Internal Audit","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Heterosexual / straight","Declared non-disabled","100","90","44560","33340"
"Leaver Dept.","2022","Legal","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","No function","Heterosexual / straight","Declared disabled","840","790","35150","30450"
"Leaver Dept.","2022","No function","Heterosexual / straight","Declared non-disabled","7530","7120","37510","31990"
"Leaver Dept.","2022","No function","Heterosexual / straight","Undeclared","260","250","32750","27970"
"Leaver Dept.","2022","No function","Heterosexual / straight","Unknown","800","680","44700","39960"
"Leaver Dept.","2022","No function","LGBO","Declared disabled","180","170","32580","28590"
"Leaver Dept.","2022","No function","LGBO","Declared non-disabled","600","570","37990","32610"
"Leaver Dept.","2022","No function","LGBO","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","No function","LGBO","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","No function","Undeclared","Declared disabled","110","100","34150","28890"
"Leaver Dept.","2022","No function","Undeclared","Declared non-disabled","630","590","37990","32330"
"Leaver Dept.","2022","No function","Undeclared","Undeclared","200","190","37900","34020"
"Leaver Dept.","2022","No function","Undeclared","Unknown","630","250","48310","40790"
"Leaver Dept.","2022","No function","Unknown","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Declared non-disabled","370","340","39300","31060"
"Leaver Dept.","2022","No function","Unknown","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Unknown","2460","2370","41120","33250"
"Leaver Dept.","2022","Project Delivery","Heterosexual / straight","Declared disabled","60","60","37070","34020"
"Leaver Dept.","2022","Project Delivery","Heterosexual / straight","Declared non-disabled","400","390","40070","36250"
"Leaver Dept.","2022","Project Delivery","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
