"Status","Year","Region_ITL3","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Darlington","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Heterosexual / straight","Unknown","80","80","25270","27570"
"New entrant CS","2021","Derby","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Heterosexual / straight","No function","180","180","24490","22850"
"New entrant CS","2021","Devon CC","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Heterosexual / straight","Unknown","190","180","23930","21010"
"New entrant CS","2021","Devon CC","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Unknown","Digital, Data & Technology","60","60","31190","30930"
"New entrant CS","2021","Devon CC","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Unknown","No function","80","70","23040","22850"
"New entrant CS","2021","Devon CC","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Dorset CC","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Heterosexual / straight","No function","50","40","[c]","[c]"
"New entrant CS","2021","Dorset CC","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Heterosexual / straight","Unknown","50","50","24560","21010"
"New entrant CS","2021","Dorset CC","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Unknown","No function","40","40","[c]","[c]"
"New entrant CS","2021","Dorset CC","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dudley","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dudley","Heterosexual / straight","Unknown","60","60","25010","27570"
"New entrant CS","2021","Dudley","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dudley","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dudley","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dudley","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dudley","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Heterosexual / straight","No function","120","120","22590","22350"
"New entrant CS","2021","Durham CC","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Heterosexual / straight","Unknown","70","70","21940","21010"
"New entrant CS","2021","Durham CC","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Unknown","No function","80","80","22240","22350"
"New entrant CS","2021","Durham CC","Unknown","Property","50","50","[c]","[c]"
"New entrant CS","2021","Durham CC","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ealing","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ealing","Heterosexual / straight","Unknown","120","120","30400","31060"
"New entrant CS","2021","Ealing","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ealing","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ealing","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ealing","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ealing","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Derbyshire","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Derbyshire","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Derbyshire","Heterosexual / straight","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","East Derbyshire","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Derbyshire","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Derbyshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Derbyshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Heterosexual / straight","Security","30","30","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Heterosexual / straight","No function","50","50","[c]","[c]"
"New entrant CS","2021","East Kent","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Heterosexual / straight","Unknown","220","220","26590","24880"
"New entrant CS","2021","East Kent","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Unknown","Unknown","150","140","24370","24880"
"New entrant CS","2021","East Lancashire","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lancashire","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lancashire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lancashire","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lancashire","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lancashire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lancashire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lancashire","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lancashire","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lothian and Midlothian","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lothian and Midlothian","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lothian and Midlothian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","Heterosexual / straight","Unknown","90","90","26560","27570"
"New entrant CS","2021","East Merseyside","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Heterosexual / straight","No function","60","60","23580","22850"
"New entrant CS","2021","East Riding of Yorkshire","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
