"Status","Year","Sex","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Female","Ministry of Justice","Policy","30","30","[c]","[c]"
"New entrant CS","2021","Female","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Ministry of Justice","Psychology","110","110","26700","24620"
"New entrant CS","2021","Female","Ministry of Justice","Security","50","40","[c]","[c]"
"New entrant CS","2021","Female","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","National Crime Agency","Digital, Data and Technology","40","30","[c]","[c]"
"New entrant CS","2021","Female","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","National Crime Agency","Operational Delivery","460","460","32060","32260"
"New entrant CS","2021","Female","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office for Standards in Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office for Standards in Education","Inspector of Education and Training","60","60","61070","70500"
"New entrant CS","2021","Female","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office for Standards in Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office for Standards in Education","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office for Standards in Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office for Standards in Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office for Standards in Education","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office for Standards in Education","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","Other","100","90","28380","25000"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other Cabinet Office Agencies","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other Cabinet Office Agencies","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other Cabinet Office Agencies","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other Cabinet Office Agencies","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other Cabinet Office Agencies","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scotland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scotland Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scottish Government","Operational Delivery","220","210","21660","20810"
"New entrant CS","2021","Female","Scottish Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scottish Government","Unknown","890","850","32710","30650"
"New entrant CS","2021","Female","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","The National Archives","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Operational Delivery","240","220","27580","26050"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Social Research","100","90","32040","32540"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","Statistics","80","80","34530","32540"
"New entrant CS","2021","Female","Wales Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Wales Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Wales Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Attorney General's Departments","Legal","210","210","46970","48080"
"New entrant CS","2021","Male","Attorney General's Departments","Operational Delivery","100","100","21900","20120"
"New entrant CS","2021","Male","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cabinet Office","Unknown","770","760","43310","28000"
"New entrant CS","2021","Male","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","80","80","37090","32640"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Operational Delivery","230","230","26400","24250"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Policy","270","260","39390","33570"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Policy","110","100","38850","34020"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Digital, Data and Technology","70","70","39250","36500"
"New entrant CS","2021","Male","Department for Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Policy","110","110","38480","32940"
"New entrant CS","2021","Male","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","80","80","41630","38750"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Operational Delivery","170","170","24590","24020"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Policy","260","260","35940","32560"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Economics","30","30","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","International Trade","60","60","34010","31800"
"New entrant CS","2021","Male","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
