"Status","Year","Sex","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Scottish Government","Legal","1580","1420","34480","29350"
"In post","2021","Female","Scottish Government","No function","2730","2540","28850","26570"
"In post","2021","Female","Scottish Government","Project Delivery","140","130","31440","30080"
"In post","2021","Female","Scottish Government","Property","240","220","29390","28120"
"In post","2021","Female","Scottish Government","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scottish Government","Unknown","6370","5970","40190","35110"
"In post","2021","Female","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","The National Archives","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Female","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","The National Archives","No function","190","180","34310","31150"
"In post","2021","Female","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Commercial","60","60","45420","44080"
"In post","2021","Female","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","United Kingdom Statistics Authority","Analysis","910","850","36230","33020"
"In post","2021","Female","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","United Kingdom Statistics Authority","Communications","50","50","36130","30500"
"In post","2021","Female","United Kingdom Statistics Authority","Digital, Data & Technology","200","200","40370","36310"
"In post","2021","Female","United Kingdom Statistics Authority","Finance","40","30","[c]","[c]"
"In post","2021","Female","United Kingdom Statistics Authority","Human Resources","160","150","36200","31270"
"In post","2021","Female","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","United Kingdom Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","United Kingdom Statistics Authority","No function","1560","1270","25780","23050"
"In post","2021","Female","United Kingdom Statistics Authority","Project Delivery","150","150","39170","36030"
"In post","2021","Female","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales Office","No function","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","No function","60","60","55450","46380"
"In post","2021","Female","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Welsh Government","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Welsh Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Welsh Government","Unknown","3400","3150","39800","37410"
"In post","2021","Male","Attorney General's Departments","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Attorney General's Departments","Counter Fraud","150","140","47400","41280"
"In post","2021","Male","Attorney General's Departments","Digital, Data & Technology","100","100","41590","38370"
"In post","2021","Male","Attorney General's Departments","Finance","70","70","39610","31560"
"In post","2021","Male","Attorney General's Departments","Human Resources","60","60","37900","31710"
"In post","2021","Male","Attorney General's Departments","Legal","2940","2860","48430","51250"
"In post","2021","Male","Attorney General's Departments","No function","50","50","[c]","[c]"
"In post","2021","Male","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cabinet Office","Commercial","750","750","74230","65440"
"In post","2021","Male","Cabinet Office","Communications","140","140","47870","40600"
"In post","2021","Male","Cabinet Office","Counter Fraud","50","50","[c]","[c]"
"In post","2021","Male","Cabinet Office","Digital, Data & Technology","550","540","52530","54700"
"In post","2021","Male","Cabinet Office","Finance","50","50","[c]","[c]"
"In post","2021","Male","Cabinet Office","Human Resources","390","380","39200","35320"
"In post","2021","Male","Cabinet Office","Legal","30","30","[c]","[c]"
"In post","2021","Male","Cabinet Office","No function","1880","1870","42120","33250"
"In post","2021","Male","Cabinet Office","Project Delivery","100","100","74710","64500"
"In post","2021","Male","Cabinet Office","Property","50","50","54370","54700"
"In post","2021","Male","Cabinet Office","Security","420","410","34060","33300"
"In post","2021","Male","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chancellor's other departments","Analysis","120","110","70090","59150"
"In post","2021","Male","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chancellor's other departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chancellor's other departments","No function","50","50","[c]","[c]"
"In post","2021","Male","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","No function","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Unknown","100","100","33290","29160"
"In post","2021","Male","Competition and Markets Authority","Analysis","80","80","62080","56630"
"In post","2021","Male","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Competition and Markets Authority","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Male","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Competition and Markets Authority","Legal","80","70","71290","72430"
