"Status","Year","Organisation","Disability","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Declared disabled","AA/AO","60","60","21400","20440"
"Leaver Dept.","2022","Public Health England","Declared disabled","EO","50","40","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Declared disabled","G6/G7","70","70","57610","53440"
"Leaver Dept.","2022","Public Health England","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Declared disabled","SEO/HEO","160","150","35500","36330"
"Leaver Dept.","2022","Public Health England","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Declared non-disabled","AA/AO","580","500","21350","20530"
"Leaver Dept.","2022","Public Health England","Declared non-disabled","EO","660","610","25610","25260"
"Leaver Dept.","2022","Public Health England","Declared non-disabled","G6/G7","1010","950","58200","54230"
"Leaver Dept.","2022","Public Health England","Declared non-disabled","SCS","220","190","102090","101030"
"Leaver Dept.","2022","Public Health England","Declared non-disabled","SEO/HEO","1840","1710","35460","36330"
"Leaver Dept.","2022","Public Health England","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Undeclared","SEO/HEO","40","30","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Unknown","AA/AO","160","130","21460","22030"
"Leaver Dept.","2022","Public Health England","Unknown","EO","180","170","26850","27620"
"Leaver Dept.","2022","Public Health England","Unknown","G6/G7","640","600","58710","55130"
"Leaver Dept.","2022","Public Health England","Unknown","SCS","150","130","116670","114000"
"Leaver Dept.","2022","Public Health England","Unknown","SEO/HEO","620","560","37860","38200"
"Leaver Dept.","2022","Public Health England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Queen Elizabeth II Centre","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Queen Elizabeth II Centre","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Queen Elizabeth II Centre","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Queen Elizabeth II Centre","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Royal Fleet Auxiliary","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Royal Fleet Auxiliary","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Royal Fleet Auxiliary","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Declared non-disabled","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Student Awards Agency for Scotland","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Student Awards Agency for Scotland","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Student Awards Agency for Scotland","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Student Awards Agency for Scotland","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Student Awards Agency for Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Student Awards Agency for Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared non-disabled","SEO/HEO","40","30","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Undeclared","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Unknown","SEO/HEO","50","50","32760","31320"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
