"Status","Year","Responsibility_level","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","SEO/HEO","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Plymouth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Plymouth","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Portsmouth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Redbridge and Waltham Forest","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Sandwell","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Sandwell","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Sandwell","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Scottish Borders","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Scottish Borders","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Sefton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Sefton","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Sefton","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Sefton","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Sheffield","Heterosexual / straight","70","70","35990","36250"
"Leaver Dept.","2022","SEO/HEO","Sheffield","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Sheffield","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Shropshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Shropshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Solihull","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Solihull","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Solihull","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Somerset CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Somerset CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Somerset CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Somerset CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South and West Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South and West Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South Hampshire","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South Hampshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South Lanarkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South Lanarkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South Teesside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South Teesside","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South West Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South West Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Southampton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Southampton","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Southampton","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Southampton","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Southend-on-Sea","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Southend-on-Sea","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Staffordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Staffordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Stoke-on-Trent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Stoke-on-Trent","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Suffolk CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Suffolk CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Sunderland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Sunderland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Sunderland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Sunderland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Swansea","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Swansea","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Swansea","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Swansea","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Telford and Wrekin","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Telford and Wrekin","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Telford and Wrekin","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Thurrock","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Torbay","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Torbay","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Tower Hamlets","Heterosexual / straight","100","100","37060","36290"
"Leaver Dept.","2022","SEO/HEO","Tower Hamlets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Tower Hamlets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Tower Hamlets","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Tyneside","Heterosexual / straight","100","100","34110","32480"
"Leaver Dept.","2022","SEO/HEO","Tyneside","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Tyneside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Tyneside","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Heterosexual / straight","120","100","35040","33350"
"Leaver Dept.","2022","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Undeclared","100","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Unknown","150","150","32010","32000"
"Leaver Dept.","2022","SEO/HEO","Wakefield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Wakefield","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Wakefield","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Walsall","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Walsall","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Wandsworth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Wandsworth","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Wandsworth","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Warrington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Warrington","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Warrington","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Warrington","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Warwickshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Warwickshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Warwickshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Essex","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Kent","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Lothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Lothian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Surrey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Surrey","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Surrey","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Sussex (North East)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Sussex (North East)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Sussex (North East)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Sussex (South West)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Sussex (South West)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Westminster","Heterosexual / straight","1380","1310","37310","36450"
"Leaver Dept.","2022","SEO/HEO","Westminster","LGBO","210","200","36410","35060"
"Leaver Dept.","2022","SEO/HEO","Westminster","Undeclared","400","190","37400","36800"
"Leaver Dept.","2022","SEO/HEO","Westminster","Unknown","870","740","34580","33210"
"Leaver Dept.","2022","SEO/HEO","Wiltshire","Heterosexual / straight","280","260","34210","35610"
"Leaver Dept.","2022","SEO/HEO","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Wiltshire","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Wiltshire","Unknown","50","50","36680","37470"
"Leaver Dept.","2022","SEO/HEO","Wirral","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Wirral","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Wirral","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Wolverhampton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Wolverhampton","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Wolverhampton","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Wolverhampton","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Worcestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Worcestershire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Worcestershire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Worcestershire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","York","Heterosexual / straight","60","60","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","York","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","York","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","York","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Barnet","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Barnet","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Barnet","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bedford","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bedford","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bedford","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Berkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Berkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bexley and Greenwich","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Birmingham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Blackburn with Darwen","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Blackpool","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Blackpool","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bradford","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bradford","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bradford","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Brighton and Hove","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Brighton and Hove","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bristol, City of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Calderdale and Kirklees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Calderdale and Kirklees","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cambridgeshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Camden and City of London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cardiff and Vale of Glamorgan","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cardiff and Vale of Glamorgan","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cheshire East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cheshire West and Chester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Chorley and West Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Conwy and Denbighshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Conwy and Denbighshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Conwy and Denbighshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Croydon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Croydon","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Croydon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Devon CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Dudley","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Dudley","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Durham","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ealing","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ealing","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ealing","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Kent","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Enfield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Enfield","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Flintshire and Wrexham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Glasgow City","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Glasgow City","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Greater Manchester South West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gwent Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gwent Valleys","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hackney and Newham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Haringey and Islington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Harrow and Hillingdon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heart of Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hertfordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hertfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hounslow and Richmond upon Thames","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Kingston upon Hull, City of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lambeth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lambeth","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lambeth","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Leeds","Heterosexual / straight","[c]","[c]","[c]","[c]"
