"Status","Year","Ethnicity","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Central Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Central Scotland","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Central Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Central Scotland","No function","50","40","[c]","[c]"
"New entrant CS","2022","Asian","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Central Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Central Scotland","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands","Communications","70","70","25480","26590"
"New entrant CS","2022","Asian","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands","Debt","70","70","21570","21250"
"New entrant CS","2022","Asian","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands","No function","460","450","27200","26590"
"New entrant CS","2022","Asian","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Asian","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Wales and The Valleys","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Wales and The Valleys","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Wales and The Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Wales and The Valleys","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Wales and The Valleys","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Yorkshire","Debt","50","50","21710","21260"
"New entrant CS","2022","Asian","West Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Yorkshire","No function","350","340","24970","22820"
"New entrant CS","2022","Asian","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Yorkshire","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Black","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Bedfordshire and Hertfordshire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Bedfordshire and Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Bedfordshire and Hertfordshire","No function","50","50","[c]","[c]"
"New entrant CS","2022","Black","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","No function","50","50","[c]","[c]"
"New entrant CS","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cheshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cheshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cheshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cheshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cheshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cheshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cheshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cheshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cheshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cheshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cornwall and Isles of Scilly","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cornwall and Isles of Scilly","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cumbria","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cumbria","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cumbria","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cumbria","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cumbria","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cumbria","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Derbyshire and Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Derbyshire and Nottinghamshire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Derbyshire and Nottinghamshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Derbyshire and Nottinghamshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Derbyshire and Nottinghamshire","No function","60","60","25790","25000"
"New entrant CS","2022","Black","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Devon","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Devon","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Devon","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Devon","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Devon","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Devon","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Devon","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Devon","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Devon","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Devon","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Devon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Devon","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Devon","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Devon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Dorset and Somerset","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Dorset and Somerset","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Dorset and Somerset","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Dorset and Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Dorset and Somerset","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Dorset and Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Dorset and Somerset","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Anglia","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Anglia","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Anglia","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Anglia","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Anglia","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Anglia","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Anglia","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Anglia","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Anglia","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Wales","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Wales","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Wales","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Wales","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Wales","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Yorkshire and Northern Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Yorkshire and Northern Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Yorkshire and Northern Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Yorkshire and Northern Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Yorkshire and Northern Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Yorkshire and Northern Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Yorkshire and Northern Lincolnshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Yorkshire and Northern Lincolnshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Eastern Scotland","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Essex","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Essex","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Essex","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Essex","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Essex","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Essex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Essex","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Essex","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","No function","40","30","[c]","[c]"
"New entrant CS","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Greater Manchester","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Greater Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Greater Manchester","No function","110","110","24990","23080"
"New entrant CS","2022","Black","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Hampshire and Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Hampshire and Isle of Wight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Hampshire and Isle of Wight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Hampshire and Isle of Wight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Herefordshire, Worcestershire and Warwickshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Herefordshire, Worcestershire and Warwickshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Herefordshire, Worcestershire and Warwickshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Herefordshire, Worcestershire and Warwickshire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Herefordshire, Worcestershire and Warwickshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Herefordshire, Worcestershire and Warwickshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
