"Status","Year","Function_of_post","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Finance","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The National Archives","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The National Archives","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The National Archives","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","Unknown","330","320","21560","21300"
"New entrant CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","White","170","160","21740","21300"
"New entrant CS","2022","Grants Management","The National Archives","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","The National Archives","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","The National Archives","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Attorney General's Departments","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office","White","110","110","32280","26510"
"New entrant CS","2022","Human Resources","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Chancellor's other departments","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","White","30","30","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","White","60","60","37030","32630"
"New entrant CS","2022","Human Resources","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for International Trade","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","White","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","White","100","90","30900","27570"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","Unknown","80","60","47430","46580"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","White","70","60","35050","32790"
"New entrant CS","2022","Human Resources","Estyn","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Estyn","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Estyn","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Estyn","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Estyn","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","White","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Unknown","50","50","31080","21170"
"New entrant CS","2022","Human Resources","Ministry of Defence","White","140","130","28490","23490"
"New entrant CS","2022","Human Resources","Ministry of Justice","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","White","60","60","33470","30450"
"New entrant CS","2022","Human Resources","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of the Secretary of State for Wales","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of the Secretary of State for Wales","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of the Secretary of State for Wales","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of the Secretary of State for Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of the Secretary of State for Wales","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Government","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Government","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","The National Archives","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","The National Archives","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","The National Archives","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Export Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Statistics Authority","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Welsh Government","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Welsh Government","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Department for Transport","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Department for Transport","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Land Registry","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Revenue and Customs","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Treasury","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Treasury","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Defence","White","[c]","[c]","[c]","[c]"
