"Status","Year","Profession_of_post","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Tax","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Declared disabled","White","70","70","23610","20140"
"New entrant CS","2021","Tax","Declared non-disabled","Asian","160","160","22360","20140"
"New entrant CS","2021","Tax","Declared non-disabled","Black","40","40","[c]","[c]"
"New entrant CS","2021","Tax","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Declared non-disabled","White","750","730","23140","20140"
"New entrant CS","2021","Tax","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Undeclared","White","40","30","[c]","[c]"
"New entrant CS","2021","Tax","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Unknown","Unknown","2080","2030","22280","20140"
"New entrant CS","2021","Tax","Unknown","White","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Asian","190","180","28440","27570"
"New entrant CS","2021","Unknown","Declared disabled","Black","160","160","29380","31060"
"New entrant CS","2021","Unknown","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Mixed","120","110","27390","27570"
"New entrant CS","2021","Unknown","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Undeclared","50","50","27130","27570"
"New entrant CS","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","White","1670","1620","26680","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Asian","1860","1820","28660","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Black","1270","1250","28870","29290"
"New entrant CS","2021","Unknown","Declared non-disabled","Chinese","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Mixed","600","590","28220","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Other ethnicity","150","140","28490","29290"
"New entrant CS","2021","Unknown","Declared non-disabled","Undeclared","200","200","27460","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","White","9880","9700","26980","27570"
"New entrant CS","2021","Unknown","Undeclared","Asian","80","80","28160","27570"
"New entrant CS","2021","Unknown","Undeclared","Black","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Mixed","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Undeclared","110","110","30040","27570"
"New entrant CS","2021","Unknown","Undeclared","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","White","410","400","26410","27570"
"New entrant CS","2021","Unknown","Unknown","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Black","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Mixed","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","4190","4100","32930","28000"
"New entrant CS","2021","Unknown","Unknown","White","180","170","32920","27570"
"New entrant CS","2021","Veterinarian","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","White","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Asian","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","White","300","300","31450","29200"
"New entrant CS","2022","Commercial","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","220","160","34680","30670"
"New entrant CS","2022","Commercial","Unknown","White","130","120","33600","31500"
"New entrant CS","2022","Communications","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","White","220","210","37790","33200"
"New entrant CS","2022","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Unknown","200","170","35150","32790"
"New entrant CS","2022","Communications","Unknown","White","70","70","34960","32940"
"New entrant CS","2022","Corporate Finance","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","White","70","60","26040","24800"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Asian","100","100","26500","26090"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Black","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","White","370","360","26020","27570"
"New entrant CS","2022","Counter Fraud","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Unknown","60","60","26350","27570"
"New entrant CS","2022","Counter Fraud","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared disabled","White","140","130","36990","33080"
"New entrant CS","2022","Digital, Data and Technology","Declared non-disabled","Asian","200","190","40320","37500"
"New entrant CS","2022","Digital, Data and Technology","Declared non-disabled","Black","110","110","36640","34260"
"New entrant CS","2022","Digital, Data and Technology","Declared non-disabled","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared non-disabled","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared non-disabled","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared non-disabled","White","1010","1000","37800","33840"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","White","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Asian","80","70","38550","35050"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Unknown","740","700","39390","35050"
"New entrant CS","2022","Digital, Data and Technology","Unknown","White","240","230","39050","36580"
"New entrant CS","2022","Economics","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared non-disabled","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Economics","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared non-disabled","White","170","160","36150","31800"
"New entrant CS","2022","Economics","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","Unknown","90","80","32770","32390"
"New entrant CS","2022","Economics","Unknown","White","30","30","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","White","50","40","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Asian","80","80","35180","32320"
"New entrant CS","2022","Finance","Declared non-disabled","Black","30","30","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","White","420","410","34680","32530"
"New entrant CS","2022","Finance","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Unknown","330","270","35710","32970"
"New entrant CS","2022","Finance","Unknown","White","160","150","35260","32490"
"New entrant CS","2022","Geography","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared non-disabled","White","40","40","[c]","[c]"
"New entrant CS","2022","Geography","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Geography","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","White","70","70","32630","30130"
"New entrant CS","2022","Human Resources","Declared non-disabled","Asian","50","50","32080","29250"
"New entrant CS","2022","Human Resources","Declared non-disabled","Black","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","White","450","430","33700","30450"
"New entrant CS","2022","Human Resources","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Unknown","250","230","35560","29060"
"New entrant CS","2022","Human Resources","Unknown","White","110","110","31910","27270"
"New entrant CS","2022","Inspector of Education and Training","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared non-disabled","White","130","130","60400","64520"
"New entrant CS","2022","Inspector of Education and Training","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared non-disabled","White","80","80","30510","28700"
"New entrant CS","2022","Intelligence Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","Unknown","80","80","28810","28650"
"New entrant CS","2022","Intelligence Analysis","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
