"Status","Year","Sexual_orientation","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Heterosexual / straight","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Shropshire and Staffordshire","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Operational Delivery","400","380","26250","24800"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Policy","60","60","32100","29360"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","South Yorkshire","Unknown","60","60","25930","21260"
"New entrant CS","2022","Heterosexual / straight","Southern Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Southern Scotland","Counter Fraud","50","50","22490","21260"
"New entrant CS","2022","Heterosexual / straight","Southern Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Southern Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Southern Scotland","Operational Delivery","230","230","23920","21260"
"New entrant CS","2022","Heterosexual / straight","Southern Scotland","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Southern Scotland","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Southern Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Southern Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Southern Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Southern Scotland","Tax","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Southern Scotland","Unknown","60","60","27060","27230"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Operational Delivery","610","590","26950","26140"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Science and Engineering","50","50","29210","27960"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Surrey, East and West Sussex","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Operational Delivery","570","560","25220","23170"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Policy","60","60","35500","29360"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Operational Delivery","140","130","26710","25280"
"New entrant CS","2022","Heterosexual / straight","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Unknown","90","90","36370","32000"
"New entrant CS","2022","Heterosexual / straight","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Legal","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Operational Delivery","580","560","24700","21260"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Other","110","110","27720","23450"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Security","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Tax","70","70","29450","26590"
"New entrant CS","2022","Heterosexual / straight","West Central Scotland","Unknown","710","690","32610","28990"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Digital, Data and Technology","80","70","37720","35900"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Finance","60","60","37630","36500"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Operational Delivery","1240","1190","25910","24800"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Other","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Policy","160","160","33460","30190"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Tax","130","130","28640","26590"
"New entrant CS","2022","Heterosexual / straight","West Midlands","Unknown","120","110","30470","26780"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Digital, Data and Technology","50","50","31860","29560"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Operational Delivery","750","720","23800","21840"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Other","60","60","29760","27570"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Wales and The Valleys","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Digital, Data and Technology","70","70","39740","37000"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Finance","70","60","32930","29180"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Operational Delivery","1100","1060","26680","24800"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Other","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Policy","50","50","36840","31990"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Tax","140","130","27280","26590"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Unknown","90","90","31860","26590"
"New entrant CS","2022","Heterosexual / straight","West Yorkshire","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Policy","[c]","[c]","[c]","[c]"
