"Status","Year","Organisation","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Accountant in Bankruptcy","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","Unknown","100","100","26180","24250"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","White","Heterosexual / straight","40","30","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Unknown","70","70","24820","24370"
"New entrant CS","2021","Animal and Plant Health Agency","White","Heterosexual / straight","290","280","24910","24370"
"New entrant CS","2021","Animal and Plant Health Agency","White","LGBO","50","50","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Asian","Heterosexual / straight","80","80","39530","34550"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Black","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","1040","1040","40810","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","White","Heterosexual / straight","380","370","38930","34550"
"New entrant CS","2021","Cabinet Office (excl. agencies)","White","LGBO","60","60","34050","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","White","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Companies House","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","White","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","White","Heterosexual / straight","100","100","36190","34800"
"New entrant CS","2021","Crown Commercial Service","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","White","Heterosexual / straight","120","120","24810","20760"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Asian","Heterosexual / straight","60","60","33220","26970"
"New entrant CS","2021","Crown Prosecution Service","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","Unknown","130","130","30770","25480"
"New entrant CS","2021","Crown Prosecution Service","White","Heterosexual / straight","390","390","34920","38000"
"New entrant CS","2021","Crown Prosecution Service","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Unknown","Unknown","150","150","27020","22000"
"New entrant CS","2021","Defence Equipment and Support","White","Heterosexual / straight","450","440","33640","30000"
"New entrant CS","2021","Defence Equipment and Support","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Chinese","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","White","Heterosexual / straight","160","150","32200","28650"
"New entrant CS","2021","Defence Science and Technology Laboratory","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","Heterosexual / straight","50","50","34230","33570"
