"Status","Year","Function_of_post","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","White","50","50","54810","53500"
"New entrant CS","2021","Property","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","White","180","180","34800","33300"
"New entrant CS","2021","Property","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Unknown","230","230","25600","23540"
"New entrant CS","2021","Security","AA/AO","White","340","340","23820","20920"
"New entrant CS","2021","Security","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Security","EO","White","70","70","27880","26300"
"New entrant CS","2021","Security","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SCS","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","White","60","60","34740","33300"
"New entrant CS","2021","Security","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Asian","550","540","22090","21010"
"New entrant CS","2021","Unknown","AA/AO","Black","340","340","23310","24180"
"New entrant CS","2021","Unknown","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Mixed","240","240","22260","21010"
"New entrant CS","2021","Unknown","AA/AO","Other ethnicity","50","50","21880","21010"
"New entrant CS","2021","Unknown","AA/AO","Undeclared","120","110","21530","21010"
"New entrant CS","2021","Unknown","AA/AO","Unknown","1240","1210","21490","21010"
"New entrant CS","2021","Unknown","AA/AO","White","4920","4840","21230","21010"
"New entrant CS","2021","Unknown","EO","Asian","1520","1490","29230","29290"
"New entrant CS","2021","Unknown","EO","Black","1120","1100","29860","31060"
"New entrant CS","2021","Unknown","EO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Mixed","480","470","28890","27570"
"New entrant CS","2021","Unknown","EO","Other ethnicity","120","120","29430","30750"
"New entrant CS","2021","Unknown","EO","Undeclared","220","210","28830","27570"
"New entrant CS","2021","Unknown","EO","Unknown","2050","1990","27910","27570"
"New entrant CS","2021","Unknown","EO","White","6980","6820","27990","27570"
"New entrant CS","2021","Unknown","G6/G7","Asian","50","50","61110","58140"
"New entrant CS","2021","Unknown","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Unknown","360","340","59490","57430"
"New entrant CS","2021","Unknown","G6/G7","White","340","330","59010","56120"
"New entrant CS","2021","Unknown","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Asian","100","100","36260","36650"
"New entrant CS","2021","Unknown","SEO/HEO","Black","60","60","35860","36650"
"New entrant CS","2021","Unknown","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Mixed","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","710","700","36100","35050"
"New entrant CS","2021","Unknown","SEO/HEO","White","900","880","35660","35050"
"New entrant CS","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","330","330","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","White","120","120","21420","21260"
"New entrant CS","2022","Analysis","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Unknown","60","60","27310","27270"
"New entrant CS","2022","Analysis","EO","White","160","150","26470","26180"
"New entrant CS","2022","Analysis","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","White","80","80","56920","53360"
"New entrant CS","2022","Analysis","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Asian","70","70","35150","34610"
"New entrant CS","2022","Analysis","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Unknown","130","120","33800","33080"
"New entrant CS","2022","Analysis","SEO/HEO","White","600","590","33720","32870"
"New entrant CS","2022","Commercial","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","White","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Commercial","EO","White","120","120","25700","26130"
"New entrant CS","2022","Commercial","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Unknown","190","190","70100","70000"
"New entrant CS","2022","Commercial","G6/G7","White","50","40","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Unknown","120","70","35480","36270"
"New entrant CS","2022","Commercial","SEO/HEO","White","240","230","35350","35000"
"New entrant CS","2022","Commercial","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Asian","40","30","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Unknown","60","60","21490","21250"
"New entrant CS","2022","Communications","AA/AO","White","50","50","[c]","[c]"
"New entrant CS","2022","Communications","EO","Asian","130","120","26610","26590"
"New entrant CS","2022","Communications","EO","Black","40","30","[c]","[c]"
"New entrant CS","2022","Communications","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Unknown","300","280","26740","26590"
"New entrant CS","2022","Communications","EO","White","310","300","26620","26590"
"New entrant CS","2022","Communications","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","White","50","50","57560","55000"
"New entrant CS","2022","Communications","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Asian","30","30","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Unknown","140","130","35120","33370"
"New entrant CS","2022","Communications","SEO/HEO","White","260","260","35550","33330"
"New entrant CS","2022","Communications","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Asian","80","80","23870","25110"
"New entrant CS","2022","Counter Fraud","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Unknown","70","70","21670","21250"
"New entrant CS","2022","Counter Fraud","AA/AO","White","330","330","21810","21260"
"New entrant CS","2022","Counter Fraud","EO","Asian","80","80","28460","27570"
"New entrant CS","2022","Counter Fraud","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Unknown","200","190","27650","26590"
"New entrant CS","2022","Counter Fraud","EO","White","500","500","27370","27570"
"New entrant CS","2022","Counter Fraud","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","White","110","110","34860","33080"
"New entrant CS","2022","Debt","AA/AO","Asian","150","150","21270","21250"
"New entrant CS","2022","Debt","AA/AO","Black","40","40","[c]","[c]"
"New entrant CS","2022","Debt","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","AA/AO","Unknown","280","260","21250","21250"
"New entrant CS","2022","Debt","AA/AO","White","470","460","21300","21250"
"New entrant CS","2022","Debt","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","EO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Unknown","60","60","20420","21170"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","White","170","170","20440","21170"
"New entrant CS","2022","Digital, Data & Technology","EO","Asian","60","60","26830","26590"
"New entrant CS","2022","Digital, Data & Technology","EO","Black","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Unknown","160","160","27130","27130"
"New entrant CS","2022","Digital, Data & Technology","EO","White","310","310","26160","26350"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Asian","70","70","56230","54700"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Unknown","140","130","55990","54700"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","White","390","390","55220","53600"
"New entrant CS","2022","Digital, Data & Technology","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Asian","140","140","36400","36050"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Black","100","90","36130","35900"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Unknown","320","290","36330","35900"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","White","690","680","35850","35600"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Unknown","50","50","21130","21250"
"New entrant CS","2022","Finance","AA/AO","White","100","90","21130","21250"
"New entrant CS","2022","Finance","EO","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Finance","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Mixed","[c]","[c]","[c]","[c]"
