"Status","Year","Ethnicity","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","No function","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","330","330","27640","27570"
"New entrant CS","2021","Undeclared","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Commercial","120","120","40100","36820"
"New entrant CS","2021","Unknown","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Communications","160","160","37230","32670"
"New entrant CS","2021","Unknown","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Digital, Data & Technology","560","550","39470","36030"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Unknown","110","110","49950","48210"
"New entrant CS","2021","Unknown","Economics","Analysis","80","80","30240","29640"
"New entrant CS","2021","Unknown","Economics","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Finance","190","180","33480","32790"
"New entrant CS","2021","Unknown","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Human Resources","140","140","32250","27270"
"New entrant CS","2021","Unknown","Human Resources","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Analysis","50","50","52720","53360"
"New entrant CS","2021","Unknown","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","No function","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Legal","190","180","40390","38000"
"New entrant CS","2021","Unknown","Medicine","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","Unknown","80","70","46070","33780"
"New entrant CS","2021","Unknown","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Debt","80","80","20770","20140"
"New entrant CS","2021","Unknown","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Grants Management","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Legal","180","170","22520","20850"
"New entrant CS","2021","Unknown","Operational Delivery","No function","4550","4370","23640","22350"
"New entrant CS","2021","Unknown","Operational Delivery","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Property","70","70","22480","20880"
"New entrant CS","2021","Unknown","Operational Delivery","Unknown","820","800","25100","24880"
"New entrant CS","2021","Unknown","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","No function","70","60","34900","26250"
"New entrant CS","2021","Unknown","Other","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Unknown","290","290","30870","28650"
"New entrant CS","2021","Unknown","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","No function","950","930","38860","33390"
"New entrant CS","2021","Unknown","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Unknown","170","160","39740","35050"
"New entrant CS","2021","Unknown","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Project Delivery","190","190","36280","34710"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","60","60","41980","35050"
"New entrant CS","2021","Unknown","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Property","100","100","32620","27880"
"New entrant CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Psychology","No function","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","No function","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Project Delivery","80","80","22420","16780"
"New entrant CS","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Security","250","240","28860","25540"
"New entrant CS","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Analysis","80","80","31950","31810"
"New entrant CS","2021","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Communications","410","400","26410","25560"
"New entrant CS","2021","Unknown","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Debt","560","550","20390","20140"
"New entrant CS","2021","Unknown","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","No function","1080","1040","21400","20140"
"New entrant CS","2021","Unknown","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Commercial","200","200","80820","72000"
"New entrant CS","2021","Unknown","Unknown","Communications","60","60","33290","27530"
"New entrant CS","2021","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Digital, Data & Technology","70","70","42940","38630"
"New entrant CS","2021","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","No function","820","810","30010","28000"
"New entrant CS","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Security","70","70","24070","20800"
"New entrant CS","2021","Unknown","Unknown","Unknown","2990","2910","29990","27570"
"New entrant CS","2021","Unknown","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","Commercial","210","210","33510","32560"
"New entrant CS","2021","White","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","White","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Communications","200","190","36000","32330"
"New entrant CS","2021","White","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data and Technology","Digital, Data & Technology","720","710","39440","36340"
"New entrant CS","2021","White","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data and Technology","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","White","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data and Technology","Unknown","50","50","49280","45580"
"New entrant CS","2021","White","Economics","Analysis","150","150","33080","32540"
"New entrant CS","2021","White","Economics","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Economics","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Economics","No function","50","50","33270","29000"
"New entrant CS","2021","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Finance","310","310","35740","30940"
"New entrant CS","2021","White","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Human Resources","400","380","33310","28840"
"New entrant CS","2021","White","Human Resources","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Inspector of Education and Training","No function","80","80","63770","70500"
"New entrant CS","2021","White","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Intelligence Analysis","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","White","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","International Trade","No function","70","60","37190","31810"
"New entrant CS","2021","White","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Knowledge and Information Management","No function","40","40","[c]","[c]"
"New entrant CS","2021","White","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Legal","510","490","44130","48080"
"New entrant CS","2021","White","Legal","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Medicine","No function","70","50","76230","82100"
"New entrant CS","2021","White","Medicine","Unknown","170","150","42140","36370"
"New entrant CS","2021","White","Operational Delivery","Analysis","50","50","28140","29540"
"New entrant CS","2021","White","Operational Delivery","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","White","Operational Delivery","Communications","30","30","[c]","[c]"
"New entrant CS","2021","White","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Operational Delivery","Debt","40","40","[c]","[c]"
"New entrant CS","2021","White","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Operational Delivery","Human Resources","50","50","[c]","[c]"
"New entrant CS","2021","White","Operational Delivery","Legal","230","220","22440","20250"
"New entrant CS","2021","White","Operational Delivery","No function","7170","6890","26200","22920"
"New entrant CS","2021","White","Operational Delivery","Project Delivery","70","70","35470","32870"
"New entrant CS","2021","White","Operational Delivery","Property","90","90","24130","20880"
"New entrant CS","2021","White","Operational Delivery","Unknown","390","380","25230","24880"
"New entrant CS","2021","White","Operational Research","Analysis","50","50","[c]","[c]"
"New entrant CS","2021","White","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Operational Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other","Legal","40","40","[c]","[c]"
"New entrant CS","2021","White","Other","No function","240","230","31260","25750"
"New entrant CS","2021","White","Other","Project Delivery","100","100","28430","25000"
"New entrant CS","2021","White","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other","Unknown","730","710","25110","20920"
"New entrant CS","2021","White","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Planning","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Policy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Policy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Policy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Policy","No function","1480","1470","37020","33570"
"New entrant CS","2021","White","Policy","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","White","Policy","Unknown","120","110","38670","35060"
"New entrant CS","2021","White","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Project Delivery","680","670","37670","34710"
"New entrant CS","2021","White","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","White","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Property","320","310","33070","30000"
"New entrant CS","2021","White","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Psychology","No function","70","70","25610","24620"
"New entrant CS","2021","White","Science and Engineering","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","White","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Science and Engineering","No function","620","570","31930","28870"
"New entrant CS","2021","White","Science and Engineering","Project Delivery","160","160","34610","33000"
"New entrant CS","2021","White","Science and Engineering","Unknown","80","80","28110","26350"
"New entrant CS","2021","White","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Security","420","420","26130","23540"
"New entrant CS","2021","White","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Social Research","Analysis","130","130","32600","32540"
"New entrant CS","2021","White","Social Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Statistics","Analysis","200","200","33990","31810"
"New entrant CS","2021","White","Statistics","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Statistics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Tax","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Tax","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Tax","Communications","230","220","26230","25560"
"New entrant CS","2021","White","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Tax","Debt","200","200","20520","20140"
"New entrant CS","2021","White","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Tax","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Tax","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Tax","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Tax","No function","450","430","22620","20140"
"New entrant CS","2021","White","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Communications","50","50","[c]","[c]"
"New entrant CS","2021","White","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Digital, Data & Technology","70","70","46340","40950"
"New entrant CS","2021","White","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Human Resources","80","80","28570","26280"
"New entrant CS","2021","White","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","No function","260","260","32600","27500"
"New entrant CS","2021","White","Unknown","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","White","Unknown","Property","60","60","28540","26320"
"New entrant CS","2021","White","Unknown","Security","50","50","[c]","[c]"
"New entrant CS","2021","White","Unknown","Unknown","11440","11220","26530","27570"
"New entrant CS","2021","White","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Commercial","50","50","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
