"Status","Year","Parent_department","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Statistics","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Unknown","Unknown","310","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Internal Audit","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Tax","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Tax","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","Unknown","1320","1280","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Other","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Policy","No function","140","130","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Digital, Data and Technology","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Home Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Human Resources","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Home Office","Intelligence Analysis","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Home Office","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Operational Delivery","Unknown","720","690","27990","25040"
"Leaver Dept.","2022","Home Office","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Other","Unknown","110","110","38800","35070"
"Leaver Dept.","2022","Home Office","Policy","Unknown","250","240","47690","41970"
"Leaver Dept.","2022","Home Office","Project Delivery","Unknown","70","70","40660","37460"
"Leaver Dept.","2022","Home Office","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Commercial","Commercial","50","50","37610","37400"
"Leaver Dept.","2022","Ministry of Defence","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Commercial","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Digital, Data and Technology","Digital, Data & Technology","40","30","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Finance","Finance","40","40","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Finance","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Human Resources","Human Resources","60","60","34390","32000"
"Leaver Dept.","2022","Ministry of Defence","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Intelligence Analysis","Security","30","30","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Other","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Other","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Other","No function","30","30","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Other","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Other","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Other","Unknown","110","110","24750","21480"
"Leaver Dept.","2022","Ministry of Defence","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Policy","Unknown","60","60","45740","44500"
"Leaver Dept.","2022","Ministry of Defence","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Project Delivery","No function","40","30","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Project Delivery","Project Delivery","180","180","41330","40000"
"Leaver Dept.","2022","Ministry of Defence","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Science and Engineering","No function","50","50","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Science and Engineering","Project Delivery","60","60","31100","27540"
"Leaver Dept.","2022","Ministry of Defence","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Operational Delivery","No function","1550","1510","31470","26410"
"Leaver Dept.","2022","Ministry of Justice","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Unknown","No function","150","140","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Operational Delivery","No function","60","60","41610","37560"
"Leaver Dept.","2022","National Crime Agency","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Policy","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Other","No function","70","70","35230","26830"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Operational Delivery","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Unknown","Unknown","80","80","42100","36300"
"Leaver Dept.","2022","The National Archives","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Policy","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Operational Delivery","No function","70","60","28600","23630"
"Leaver Dept.","2022","UK Statistics Authority","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Legal","Legal","530","520","45710","48080"
"New entrant CS","2021","Attorney General's Departments","Operational Delivery","Legal","350","350","21520","20120"
"New entrant CS","2021","Attorney General's Departments","Other","Legal","60","60","27170","26950"
"New entrant CS","2021","Attorney General's Departments","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","Commercial","240","230","75170","71000"
"New entrant CS","2021","Cabinet Office","Unknown","Communications","90","90","35360","34550"
"New entrant CS","2021","Cabinet Office","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","Digital, Data & Technology","180","180","44060","40600"
"New entrant CS","2021","Cabinet Office","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","Human Resources","90","90","30960","27500"
"New entrant CS","2021","Cabinet Office","Unknown","No function","900","890","32120","28000"
"New entrant CS","2021","Cabinet Office","Unknown","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","Security","130","120","26630","20920"
"New entrant CS","2021","Chancellor's other departments","Communications","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
