"Status","Year","Region_ITL1","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","East of England","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Female","Barking & Dagenham and Havering","100","90","29400","31060"
"New entrant CS","2021","London","Female","Barnet","260","240","32140","31060"
"New entrant CS","2021","London","Female","Bexley and Greenwich","190","190","29020","31060"
"New entrant CS","2021","London","Female","Brent","90","90","29010","31060"
"New entrant CS","2021","London","Female","Bromley","80","70","28150","31060"
"New entrant CS","2021","London","Female","Camden and City of London","200","190","29120","23140"
"New entrant CS","2021","London","Female","Croydon","390","380","33320","29570"
"New entrant CS","2021","London","Female","Ealing","100","100","30310","31060"
"New entrant CS","2021","London","Female","Enfield","90","90","29890","31060"
"New entrant CS","2021","London","Female","Hackney and Newham","230","220","29840","31060"
"New entrant CS","2021","London","Female","Haringey and Islington","260","260","28070","30850"
"New entrant CS","2021","London","Female","Harrow and Hillingdon","210","210","29380","31060"
"New entrant CS","2021","London","Female","Hounslow and Richmond upon Thames","210","210","28600","30720"
"New entrant CS","2021","London","Female","Kensington & Chelsea and Hammersmith & Fulham","120","120","28970","31060"
"New entrant CS","2021","London","Female","Lambeth","810","740","36120","32260"
"New entrant CS","2021","London","Female","Lewisham and Southwark","200","200","30600","31060"
"New entrant CS","2021","London","Female","Merton, Kingston upon Thames and Sutton","130","130","29650","31060"
"New entrant CS","2021","London","Female","Redbridge and Waltham Forest","200","200","28390","31060"
"New entrant CS","2021","London","Female","Tower Hamlets","500","490","37990","32960"
"New entrant CS","2021","London","Female","Wandsworth","90","90","28030","30220"
"New entrant CS","2021","London","Female","Westminster","4240","4170","37130","32790"
"New entrant CS","2021","London","Male","Barking & Dagenham and Havering","80","70","29640","31060"
"New entrant CS","2021","London","Male","Barnet","130","130","33840","31060"
"New entrant CS","2021","London","Male","Bexley and Greenwich","140","140","28630","30150"
"New entrant CS","2021","London","Male","Brent","60","60","30040","31060"
"New entrant CS","2021","London","Male","Bromley","40","40","[c]","[c]"
"New entrant CS","2021","London","Male","Camden and City of London","140","140","32860","26410"
"New entrant CS","2021","London","Male","Croydon","360","360","36190","31060"
"New entrant CS","2021","London","Male","Ealing","60","60","30190","31060"
"New entrant CS","2021","London","Male","Enfield","50","40","[c]","[c]"
"New entrant CS","2021","London","Male","Hackney and Newham","140","140","29930","31060"
"New entrant CS","2021","London","Male","Haringey and Islington","150","150","28480","31060"
"New entrant CS","2021","London","Male","Harrow and Hillingdon","150","150","29310","28660"
"New entrant CS","2021","London","Male","Hounslow and Richmond upon Thames","160","160","29690","30720"
"New entrant CS","2021","London","Male","Kensington & Chelsea and Hammersmith & Fulham","90","90","29820","31060"
"New entrant CS","2021","London","Male","Lambeth","450","420","38920","32330"
"New entrant CS","2021","London","Male","Lewisham and Southwark","110","110","31970","31060"
"New entrant CS","2021","London","Male","Merton, Kingston upon Thames and Sutton","80","80","30120","31060"
"New entrant CS","2021","London","Male","Redbridge and Waltham Forest","100","100","28750","31060"
"New entrant CS","2021","London","Male","Tower Hamlets","470","470","41610","36100"
"New entrant CS","2021","London","Male","Wandsworth","90","90","28570","30220"
"New entrant CS","2021","London","Male","Westminster","3360","3340","39960","34000"
"New entrant CS","2021","London","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Female","Darlington","50","40","[c]","[c]"
"New entrant CS","2021","North East (England)","Female","Durham CC","240","230","22690","21010"
"New entrant CS","2021","North East (England)","Female","Hartlepool and Stockton-on-Tees","60","60","23390","22850"
"New entrant CS","2021","North East (England)","Female","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Female","South Teesside","60","50","22920","21010"
"New entrant CS","2021","North East (England)","Female","Sunderland","220","210","24440","25560"
"New entrant CS","2021","North East (England)","Female","Tyneside","1090","1060","24690","21010"
"New entrant CS","2021","North East (England)","Male","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Durham CC","170","160","23530","22350"
"New entrant CS","2021","North East (England)","Male","Hartlepool and Stockton-on-Tees","60","60","23120","22850"
"New entrant CS","2021","North East (England)","Male","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","South Teesside","50","50","21640","21010"
"New entrant CS","2021","North East (England)","Male","Sunderland","120","110","24840","25560"
"New entrant CS","2021","North East (England)","Male","Tyneside","1090","1080","25070","21010"
"New entrant CS","2021","North East (England)","Unknown","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Blackpool","330","320","22690","21010"
"New entrant CS","2021","North West (England)","Female","Cheshire East","50","50","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Cheshire West and Chester","70","70","22450","21010"
"New entrant CS","2021","North West (England)","Female","Chorley and West Lancashire","50","50","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","East Lancashire","40","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","East Merseyside","80","80","26950","27570"
"New entrant CS","2021","North West (England)","Female","Greater Manchester North East","150","150","26500","27570"
"New entrant CS","2021","North West (England)","Female","Greater Manchester North West","110","110","23210","21010"
"New entrant CS","2021","North West (England)","Female","Greater Manchester South East","130","120","22770","21010"
"New entrant CS","2021","North West (England)","Female","Greater Manchester South West","370","370","24810","21010"
"New entrant CS","2021","North West (England)","Female","Lancaster and Wyre","90","90","23670","21010"
"New entrant CS","2021","North West (England)","Female","Liverpool","340","330","24940","21430"
"New entrant CS","2021","North West (England)","Female","Manchester","650","630","29970","27570"
"New entrant CS","2021","North West (England)","Female","Mid Lancashire","150","140","24300","22350"
"New entrant CS","2021","North West (England)","Female","Sefton","200","200","25850","24500"
"New entrant CS","2021","North West (England)","Female","Warrington","240","240","28750","27570"
"New entrant CS","2021","North West (England)","Female","West Cumbria","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Wirral","80","80","23300","22350"
"New entrant CS","2021","North West (England)","Male","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Blackpool","360","360","23290","21010"
"New entrant CS","2021","North West (England)","Male","Cheshire East","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Cheshire West and Chester","70","60","22180","21010"
"New entrant CS","2021","North West (England)","Male","Chorley and West Lancashire","50","50","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","East Cumbria","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","East Merseyside","50","50","26780","27570"
"New entrant CS","2021","North West (England)","Male","Greater Manchester North East","100","100","26160","27570"
"New entrant CS","2021","North West (England)","Male","Greater Manchester North West","90","90","23450","21010"
"New entrant CS","2021","North West (England)","Male","Greater Manchester South East","100","100","22710","21010"
"New entrant CS","2021","North West (England)","Male","Greater Manchester South West","420","410","28060","25560"
"New entrant CS","2021","North West (England)","Male","Lancaster and Wyre","80","80","22280","21010"
"New entrant CS","2021","North West (England)","Male","Liverpool","250","240","28450","22850"
"New entrant CS","2021","North West (England)","Male","Manchester","570","560","31970","27570"
"New entrant CS","2021","North West (England)","Male","Mid Lancashire","100","100","24720","21010"
"New entrant CS","2021","North West (England)","Male","Sefton","170","170","27390","24880"
"New entrant CS","2021","North West (England)","Male","Warrington","210","210","31020","28200"
"New entrant CS","2021","North West (England)","Male","West Cumbria","60","60","31220","27000"
"New entrant CS","2021","North West (England)","Male","Wirral","70","70","23420","22350"
"New entrant CS","2021","North West (England)","Unknown","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Belfast","140","140","24730","20140"
"New entrant CS","2021","Northern Ireland","Female","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Belfast","170","170","23700","20140"
"New entrant CS","2021","Northern Ireland","Male","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Aberdeen City and Aberdeenshire","100","90","27510","26750"
"New entrant CS","2021","Scotland","Female","Angus and Dundee City","80","80","25680","23340"
"New entrant CS","2021","Scotland","Female","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","City of Edinburgh","850","820","30690","27570"
"New entrant CS","2021","Scotland","Female","Clackmannanshire and Fife","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50","40","[c]","[c]"
"New entrant CS","2021","Scotland","Female","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Falkirk","90","80","22270","21010"
"New entrant CS","2021","Scotland","Female","Glasgow City","680","650","27040","24250"
"New entrant CS","2021","Scotland","Female","Inverclyde, East Renfrewshire and Renfrewshire","40","30","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Inverness and Nairn and Moray, Badenoch and Strathspey","70","70","25710","23310"
"New entrant CS","2021","Scotland","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","North Lanarkshire","70","70","24500","20760"
"New entrant CS","2021","Scotland","Female","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Perth and Kinross and Stirling","60","60","26040","27570"
"New entrant CS","2021","Scotland","Female","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","South Ayrshire","50","50","26690","27570"
"New entrant CS","2021","Scotland","Female","South Lanarkshire","140","130","21610","20140"
"New entrant CS","2021","Scotland","Female","West Lothian","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Aberdeen City and Aberdeenshire","90","90","28560","27570"
"New entrant CS","2021","Scotland","Male","Angus and Dundee City","60","60","24630","21010"
"New entrant CS","2021","Scotland","Male","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","City of Edinburgh","650","640","30430","26160"
"New entrant CS","2021","Scotland","Male","Clackmannanshire and Fife","50","50","27760","27450"
"New entrant CS","2021","Scotland","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","East Ayrshire and North Ayrshire mainland","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","100","100","27000","23540"
"New entrant CS","2021","Scotland","Male","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Falkirk","70","60","22660","21010"
"New entrant CS","2021","Scotland","Male","Glasgow City","520","520","28050","23450"
"New entrant CS","2021","Scotland","Male","Inverclyde, East Renfrewshire and Renfrewshire","30","30","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","60","60","25480","20860"
"New entrant CS","2021","Scotland","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","North Lanarkshire","50","50","22520","20140"
"New entrant CS","2021","Scotland","Male","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Perth and Kinross and Stirling","60","60","25870","24920"
"New entrant CS","2021","Scotland","Male","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","South Ayrshire","30","30","[c]","[c]"
"New entrant CS","2021","Scotland","Male","South Lanarkshire","100","100","21020","20140"
"New entrant CS","2021","Scotland","Male","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Berkshire","230","230","28670","29290"
"New entrant CS","2021","South East (England)","Female","Brighton and Hove","100","90","25670","27570"
"New entrant CS","2021","South East (England)","Female","Buckinghamshire CC","170","160","27750","27570"
"New entrant CS","2021","South East (England)","Female","Central Hampshire","200","190","27890","26350"
"New entrant CS","2021","South East (England)","Female","East Kent","270","260","25950","24880"
"New entrant CS","2021","South East (England)","Female","East Surrey","100","90","27970","29290"
"New entrant CS","2021","South East (England)","Female","East Sussex CC","190","180","23990","21590"
"New entrant CS","2021","South East (England)","Female","Isle of Wight","50","50","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Kent Thames Gateway","150","140","26120","27850"
"New entrant CS","2021","South East (England)","Female","Medway","100","100","27200","29290"
"New entrant CS","2021","South East (England)","Female","Mid Kent","80","80","29220","29290"
"New entrant CS","2021","South East (England)","Female","Milton Keynes","80","80","25010","27570"
"New entrant CS","2021","South East (England)","Female","North Hampshire","110","100","26930","26350"
"New entrant CS","2021","South East (England)","Female","Oxfordshire","200","190","28000","26670"
"New entrant CS","2021","South East (England)","Female","Portsmouth","220","210","27260","24890"
"New entrant CS","2021","South East (England)","Female","South Hampshire","310","290","28770","27570"
"New entrant CS","2021","South East (England)","Female","Southampton","110","110","27730","27570"
"New entrant CS","2021","South East (England)","Female","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","West Surrey","220","210","27900","27850"
"New entrant CS","2021","South East (England)","Female","West Sussex (North East)","120","120","27570","27570"
"New entrant CS","2021","South East (England)","Female","West Sussex (South West)","70","70","26520","27570"
"New entrant CS","2021","South East (England)","Male","Berkshire","240","240","32010","29290"
"New entrant CS","2021","South East (England)","Male","Brighton and Hove","50","50","26040","27570"
"New entrant CS","2021","South East (England)","Male","Buckinghamshire CC","90","90","30930","27570"
"New entrant CS","2021","South East (England)","Male","Central Hampshire","180","180","30010","27570"
"New entrant CS","2021","South East (England)","Male","East Kent","240","240","26000","24880"
"New entrant CS","2021","South East (England)","Male","East Surrey","60","60","28470","29290"
"New entrant CS","2021","South East (England)","Male","East Sussex CC","150","150","24100","25850"
"New entrant CS","2021","South East (England)","Male","Isle of Wight","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Kent Thames Gateway","120","120","27480","27850"
"New entrant CS","2021","South East (England)","Male","Medway","70","70","26080","25850"
"New entrant CS","2021","South East (England)","Male","Mid Kent","60","60","27680","29290"
"New entrant CS","2021","South East (England)","Male","Milton Keynes","70","70","25330","26350"
"New entrant CS","2021","South East (England)","Male","North Hampshire","50","50","31140","27570"
"New entrant CS","2021","South East (England)","Male","Oxfordshire","170","160","27630","27570"
"New entrant CS","2021","South East (England)","Male","Portsmouth","220","220","29100","25920"
"New entrant CS","2021","South East (England)","Male","South Hampshire","260","250","29340","29540"
"New entrant CS","2021","South East (England)","Male","Southampton","110","110","32790","27570"
"New entrant CS","2021","South East (England)","Male","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","West Surrey","160","160","30270","27960"
"New entrant CS","2021","South East (England)","Male","West Sussex (North East)","70","70","27930","27570"
"New entrant CS","2021","South East (England)","Male","West Sussex (South West)","60","60","29420","27570"
"New entrant CS","2021","South East (England)","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","480","450","29710","27570"
"New entrant CS","2021","South West (England)","Female","Bournemouth and Poole","60","60","26570","27570"
"New entrant CS","2021","South West (England)","Female","Bristol, City of","530","500","29110","27570"
"New entrant CS","2021","South West (England)","Female","Cornwall and Isles of Scilly","100","90","27090","27570"
"New entrant CS","2021","South West (England)","Female","Devon CC","360","340","25770","22850"
"New entrant CS","2021","South West (England)","Female","Dorset CC","90","90","25180","22350"
"New entrant CS","2021","South West (England)","Female","Gloucestershire","110","100","25760","27570"
"New entrant CS","2021","South West (England)","Female","Plymouth","170","150","25310","22350"
"New entrant CS","2021","South West (England)","Female","Somerset","110","100","25230","22920"
"New entrant CS","2021","South West (England)","Female","Swindon","70","60","26930","27570"
"New entrant CS","2021","South West (England)","Female","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Wiltshire","520","480","28450","26350"
"New entrant CS","2021","South West (England)","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","660","660","33260","29000"
"New entrant CS","2021","South West (England)","Male","Bournemouth and Poole","50","50","24420","27570"
"New entrant CS","2021","South West (England)","Male","Bristol, City of","350","340","32100","27570"
"New entrant CS","2021","South West (England)","Male","Cornwall and Isles of Scilly","90","80","26950","26350"
"New entrant CS","2021","South West (England)","Male","Devon CC","330","330","26550","24120"
"New entrant CS","2021","South West (England)","Male","Dorset CC","100","100","25140","22850"
"New entrant CS","2021","South West (England)","Male","Gloucestershire","70","70","26700","27570"
"New entrant CS","2021","South West (England)","Male","Plymouth","170","160","27970","23540"
"New entrant CS","2021","South West (England)","Male","Somerset","110","110","26810","22680"
"New entrant CS","2021","South West (England)","Male","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Wiltshire","380","370","31690","27570"
"New entrant CS","2021","Unknown","Female","Unknown","520","510","30920","27570"
"New entrant CS","2021","Unknown","Male","Unknown","380","370","34750","27570"
"New entrant CS","2021","Wales","Female","Bridgend and Neath Port Talbot","40","40","[c]","[c]"
"New entrant CS","2021","Wales","Female","Cardiff and Vale of Glamorgan","470","450","25200","21010"
"New entrant CS","2021","Wales","Female","Central Valleys","60","60","24820","27570"
"New entrant CS","2021","Wales","Female","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Flintshire and Wrexham","80","80","23060","22850"
"New entrant CS","2021","Wales","Female","Gwent Valleys","40","40","[c]","[c]"
"New entrant CS","2021","Wales","Female","Gwynedd","40","40","[c]","[c]"
"New entrant CS","2021","Wales","Female","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Monmouthshire and Newport","440","420","28190","27570"
"New entrant CS","2021","Wales","Female","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","South West Wales","60","60","23330","21050"
"New entrant CS","2021","Wales","Female","Swansea","310","280","22810","21590"
"New entrant CS","2021","Wales","Male","Bridgend and Neath Port Talbot","30","30","[c]","[c]"
"New entrant CS","2021","Wales","Male","Cardiff and Vale of Glamorgan","430","420","26250","21010"
"New entrant CS","2021","Wales","Male","Central Valleys","40","40","[c]","[c]"
"New entrant CS","2021","Wales","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Flintshire and Wrexham","100","100","23460","22850"
"New entrant CS","2021","Wales","Male","Gwent Valleys","30","30","[c]","[c]"
"New entrant CS","2021","Wales","Male","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Monmouthshire and Newport","360","360","29730","27570"
"New entrant CS","2021","Wales","Male","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","South West Wales","40","40","[c]","[c]"
"New entrant CS","2021","Wales","Male","Swansea","250","240","25760","21590"
"New entrant CS","2021","Wales","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Birmingham","760","730","28090","24830"
"New entrant CS","2021","West Midlands (England)","Female","Coventry","210","200","31220","27570"
"New entrant CS","2021","West Midlands (England)","Female","Dudley","60","60","25500","27570"
"New entrant CS","2021","West Midlands (England)","Female","Herefordshire, County of","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Sandwell","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Shropshire CC","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Solihull","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Staffordshire CC","270","260","24440","22920"
"New entrant CS","2021","West Midlands (England)","Female","Stoke-on-Trent","190","170","22220","18880"
"New entrant CS","2021","West Midlands (England)","Female","Telford and Wrekin","90","90","32510","27570"
"New entrant CS","2021","West Midlands (England)","Female","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Warwickshire","60","50","23040","21010"
"New entrant CS","2021","West Midlands (England)","Female","Wolverhampton","50","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Worcestershire","130","130","25240","22850"
"New entrant CS","2021","West Midlands (England)","Male","Birmingham","560","560","30640","26350"
"New entrant CS","2021","West Midlands (England)","Male","Coventry","140","140","32110","27570"
"New entrant CS","2021","West Midlands (England)","Male","Dudley","50","50","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Shropshire CC","70","60","26680","27570"
"New entrant CS","2021","West Midlands (England)","Male","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Staffordshire CC","210","200","24950","23910"
"New entrant CS","2021","West Midlands (England)","Male","Stoke-on-Trent","90","90","21730","18880"
"New entrant CS","2021","West Midlands (England)","Male","Telford and Wrekin","90","90","32710","27570"
"New entrant CS","2021","West Midlands (England)","Male","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Warwickshire","50","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Wolverhampton","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Worcestershire","110","110","25790","22850"
"New entrant CS","2021","Yorkshire and The Humber","Female","Barnsley, Doncaster and Rotherham","180","170","23480","22850"
"New entrant CS","2021","Yorkshire and The Humber","Female","Bradford","140","140","25430","27570"
"New entrant CS","2021","Yorkshire and The Humber","Female","Calderdale and Kirklees","80","80","26220","27570"
"New entrant CS","2021","Yorkshire and The Humber","Female","East Riding of Yorkshire","80","80","23030","21110"
"New entrant CS","2021","Yorkshire and The Humber","Female","Kingston upon Hull, City of","90","80","25560","26500"
"New entrant CS","2021","Yorkshire and The Humber","Female","Leeds","1020","980","28720","27570"
"New entrant CS","2021","Yorkshire and The Humber","Female","North and North East Lincolnshire","50","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","North Yorkshire CC","100","90","27760","27570"
"New entrant CS","2021","Yorkshire and The Humber","Female","Sheffield","400","390","27230","25000"
"New entrant CS","2021","Yorkshire and The Humber","Female","Wakefield","110","100","25710","27570"
"New entrant CS","2021","Yorkshire and The Humber","Female","York","200","190","30400","26370"
"New entrant CS","2021","Yorkshire and The Humber","Male","Barnsley, Doncaster and Rotherham","120","120","23930","22850"
"New entrant CS","2021","Yorkshire and The Humber","Male","Bradford","130","130","25080","21010"
"New entrant CS","2021","Yorkshire and The Humber","Male","Calderdale and Kirklees","60","60","26490","27570"
"New entrant CS","2021","Yorkshire and The Humber","Male","East Riding of Yorkshire","100","100","25500","23540"
"New entrant CS","2021","Yorkshire and The Humber","Male","Kingston upon Hull, City of","90","90","25630","24880"
"New entrant CS","2021","Yorkshire and The Humber","Male","Leeds","870","860","28870","25560"
"New entrant CS","2021","Yorkshire and The Humber","Male","North and North East Lincolnshire","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","North Yorkshire CC","110","100","28210","26350"
"New entrant CS","2021","Yorkshire and The Humber","Male","Sheffield","330","330","29920","25000"
"New entrant CS","2021","Yorkshire and The Humber","Male","Wakefield","90","90","26450","27570"
"New entrant CS","2021","Yorkshire and The Humber","Male","York","150","150","30710","27570"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Female","Derby","130","120","25160","23170"
"New entrant CS","2022","East Midlands (England)","Female","East Derbyshire","40","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Female","Leicester","290","270","24200","22200"
"New entrant CS","2022","East Midlands (England)","Female","Leicestershire CC and Rutland","180","170","24550","21050"
"New entrant CS","2022","East Midlands (England)","Female","Lincolnshire CC","250","240","27060","24920"
"New entrant CS","2022","East Midlands (England)","Female","North Northamptonshire","90","90","23420","21260"
"New entrant CS","2022","East Midlands (England)","Female","North Nottinghamshire","130","110","25890","24800"
"New entrant CS","2022","East Midlands (England)","Female","Nottingham","750","710","27160","26310"
"New entrant CS","2022","East Midlands (England)","Female","South and West Derbyshire","90","80","26520","23140"
"New entrant CS","2022","East Midlands (England)","Female","South Nottinghamshire","90","80","29420","27570"
"New entrant CS","2022","East Midlands (England)","Female","West Northamptonshire","100","100","27670","24800"
"New entrant CS","2022","East Midlands (England)","Male","Derby","80","70","25070","23360"
"New entrant CS","2022","East Midlands (England)","Male","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","Leicester","150","150","25030","21260"
"New entrant CS","2022","East Midlands (England)","Male","Leicestershire CC and Rutland","120","120","26470","23140"
"New entrant CS","2022","East Midlands (England)","Male","Lincolnshire CC","200","200","26990","25710"
"New entrant CS","2022","East Midlands (England)","Male","North Northamptonshire","40","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","North Nottinghamshire","60","60","24720","23900"
"New entrant CS","2022","East Midlands (England)","Male","Nottingham","630","620","27640","26590"
"New entrant CS","2022","East Midlands (England)","Male","South and West Derbyshire","40","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Male","South Nottinghamshire","80","80","29410","23140"
"New entrant CS","2022","East Midlands (England)","Male","West Northamptonshire","80","80","26020","26130"
"New entrant CS","2022","East of England","Female","Bedford","110","100","27430","27570"
"New entrant CS","2022","East of England","Female","Breckland and South Norfolk","40","30","[c]","[c]"
