"Status","Year","Profession_of_post","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Other","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","No function","Unknown","60","60","36020","29120"
"Leaver Dept.","2022","Other","Project Delivery","Heterosexual / straight","50","50","36220","31370"
"Leaver Dept.","2022","Other","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Heterosexual / straight","150","140","30860","26670"
"Leaver Dept.","2022","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","Planning","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Analysis","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Policy","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","No function","Heterosexual / straight","1110","990","44460","40050"
"Leaver Dept.","2022","Policy","No function","LGBO","170","150","43870","40050"
"Leaver Dept.","2022","Policy","No function","Undeclared","440","130","44160","40480"
"Leaver Dept.","2022","Policy","No function","Unknown","220","220","45080","40220"
"Leaver Dept.","2022","Policy","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Heterosexual / straight","240","240","47880","42170"
"Leaver Dept.","2022","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","No function","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Project Delivery","Heterosexual / straight","290","290","39760","36810"
"Leaver Dept.","2022","Project Delivery","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Project Delivery","Unknown","50","50","42770","40580"
"Leaver Dept.","2022","Project Delivery","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Property","Heterosexual / straight","70","60","42550","36820"
"Leaver Dept.","2022","Property","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","No function","Heterosexual / straight","1440","1340","38590","36330"
"Leaver Dept.","2022","Science and Engineering","No function","LGBO","110","100","37180","32500"
"Leaver Dept.","2022","Science and Engineering","No function","Undeclared","230","200","40770","40040"
"Leaver Dept.","2022","Science and Engineering","No function","Unknown","420","390","45390","41410"
"Leaver Dept.","2022","Science and Engineering","Project Delivery","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Security","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Security","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Analysis","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Social Research","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Analysis","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2022","Statistics","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Undeclared","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Heterosexual / straight","100","100","39080","34550"
"Leaver Dept.","2022","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Heterosexual / straight","790","780","46450","42200"
"Leaver Dept.","2022","Unknown","No function","LGBO","100","100","43370","38160"
"Leaver Dept.","2022","Unknown","No function","Undeclared","80","80","43210","37300"
"Leaver Dept.","2022","Unknown","No function","Unknown","850","850","37690","32000"
"Leaver Dept.","2022","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Heterosexual / straight","170","140","33580","28460"
"Leaver Dept.","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","1740","1390","38030","32240"
"Leaver Dept.","2022","Veterinarian","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Heterosexual / straight","220","220","33620","32000"
"New entrant CS","2021","Commercial","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Unknown","130","130","39970","37420"
"New entrant CS","2021","Commercial","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Project Delivery","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Commercial","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Heterosexual / straight","200","190","36220","32560"
"New entrant CS","2021","Communications","Communications","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","Unknown","170","160","37190","32260"
"New entrant CS","2021","Communications","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","Heterosexual / straight","40","30","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Heterosexual / straight","780","770","40020","36590"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","LGBO","70","70","37220","35470"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Undeclared","90","80","40490","36030"
"New entrant CS","2021","Digital, Data and Technology","Digital, Data & Technology","Unknown","630","620","38840","33930"
"New entrant CS","2021","Digital, Data and Technology","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Project Delivery","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Heterosexual / straight","60","60","49750","46040"
