"Status","Year","Sexual_orientation","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Department for Work and Pensions","200","200","27110","27570"
"New entrant CS","2021","Undeclared","Undeclared","Department of Health and Social Care","90","70","35520","31370"
"New entrant CS","2021","Undeclared","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Ministry of Defence","70","70","32680","28100"
"New entrant CS","2021","Undeclared","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Scottish Government","90","80","22960","20850"
"New entrant CS","2021","Undeclared","White","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Department for Environment, Food and Rural Affairs","60","60","31130","30320"
"New entrant CS","2021","Undeclared","White","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Department for Work and Pensions","420","410","26980","27570"
"New entrant CS","2021","Undeclared","White","Department of Health and Social Care","170","150","37820","32330"
"New entrant CS","2021","Undeclared","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","HM Revenue and Customs","70","60","27170","25560"
"New entrant CS","2021","Undeclared","White","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Home Office","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Ministry of Defence","100","100","29610","25540"
"New entrant CS","2021","Undeclared","White","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Ministry of Justice","140","140","25300","22850"
"New entrant CS","2021","Undeclared","White","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Scottish Government","50","50","33400","30650"
"New entrant CS","2021","Undeclared","White","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","United Kingdom Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","HM Revenue and Customs","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Attorney General's Departments","140","140","32110","26950"
"New entrant CS","2021","Unknown","Unknown","Cabinet Office","1040","1040","40810","28000"
"New entrant CS","2021","Unknown","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","520","510","29310","24250"
"New entrant CS","2021","Unknown","Unknown","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Department for Education","290","290","36230","32940"
"New entrant CS","2021","Unknown","Unknown","Department for Environment, Food and Rural Affairs","370","360","32760","29180"
"New entrant CS","2021","Unknown","Unknown","Department for International Trade","100","100","39110","32120"
"New entrant CS","2021","Unknown","Unknown","Department for Transport","550","530","29800","26580"
"New entrant CS","2021","Unknown","Unknown","Department for Work and Pensions","1760","1720","27790","27570"
"New entrant CS","2021","Unknown","Unknown","Department of Health and Social Care","820","800","40870","32790"
"New entrant CS","2021","Unknown","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","HM Land Registry","250","250","26240","22350"
"New entrant CS","2021","Unknown","Unknown","HM Revenue and Customs","3390","3320","24190","20140"
"New entrant CS","2021","Unknown","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Home Office","1420","1400","31450","25770"
"New entrant CS","2021","Unknown","Unknown","Ministry of Defence","780","760","29950","25540"
"New entrant CS","2021","Unknown","Unknown","Ministry of Housing, Communities and Local Government","60","60","35640","33210"
"New entrant CS","2021","Unknown","Unknown","Ministry of Justice","3440","3310","24470","22680"
"New entrant CS","2021","Unknown","Unknown","National Crime Agency","120","120","37670","36200"
"New entrant CS","2021","Unknown","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Scottish Government","920","890","31820","26160"
"New entrant CS","2021","Unknown","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","United Kingdom Statistics Authority","250","240","30950","29540"
"New entrant CS","2021","Unknown","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Welsh Government","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Department for Business, Energy and Industrial Strategy","120","120","32990","30930"
"New entrant CS","2021","Unknown","White","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Department of Health and Social Care","60","50","39010","32790"
"New entrant CS","2021","Unknown","White","HM Land Registry","60","60","26740","22350"
"New entrant CS","2021","Unknown","White","HM Revenue and Customs","130","120","25340","20140"
"New entrant CS","2021","Unknown","White","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Scottish Government","100","90","27340","25140"
"New entrant CS","2021","Unknown","White","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Attorney General's Departments","160","160","35930","30400"
"New entrant CS","2022","Heterosexual / straight","Asian","Cabinet Office","80","80","37130","32000"
"New entrant CS","2022","Heterosexual / straight","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Department for Business, Energy and Industrial Strategy","100","100","33460","33570"
"New entrant CS","2022","Heterosexual / straight","Asian","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Department for Education","100","90","31970","29360"
"New entrant CS","2022","Heterosexual / straight","Asian","Department for Environment, Food and Rural Affairs","130","130","34340","32560"
"New entrant CS","2022","Heterosexual / straight","Asian","Department for International Trade","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Department for Levelling Up, Housing and Communities","50","50","33010","30190"
"New entrant CS","2022","Heterosexual / straight","Asian","Department for Transport","140","130","31720","29730"
"New entrant CS","2022","Heterosexual / straight","Asian","Department for Work and Pensions","1320","1290","27330","27570"
"New entrant CS","2022","Heterosexual / straight","Asian","Department of Health and Social Care","280","250","33500","28590"
"New entrant CS","2022","Heterosexual / straight","Asian","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","HM Revenue and Customs","800","780","27170","26590"
"New entrant CS","2022","Heterosexual / straight","Asian","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Home Office","80","80","28170","25630"
"New entrant CS","2022","Heterosexual / straight","Asian","Ministry of Defence","130","130","32290","28700"
"New entrant CS","2022","Heterosexual / straight","Asian","Ministry of Justice","660","630","27550","24090"
"New entrant CS","2022","Heterosexual / straight","Asian","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Office of Gas and Electricity Markets","60","50","36180","26000"
"New entrant CS","2022","Heterosexual / straight","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Scottish Government","90","90","29390","27230"
"New entrant CS","2022","Heterosexual / straight","Asian","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","UK Statistics Authority","70","70","28710","23880"
"New entrant CS","2022","Heterosexual / straight","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Attorney General's Departments","70","70","30930","26950"
"New entrant CS","2022","Heterosexual / straight","Black","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Department for Business, Energy and Industrial Strategy","60","60","33050","32830"
"New entrant CS","2022","Heterosexual / straight","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Department for Education","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Department for Environment, Food and Rural Affairs","70","70","34200","32560"
"New entrant CS","2022","Heterosexual / straight","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Department for Transport","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Department for Work and Pensions","630","620","28080","27570"
"New entrant CS","2022","Heterosexual / straight","Black","Department of Health and Social Care","190","170","31340","28590"
"New entrant CS","2022","Heterosexual / straight","Black","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","HM Revenue and Customs","260","250","28430","26590"
"New entrant CS","2022","Heterosexual / straight","Black","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Ministry of Defence","60","60","31060","30200"
"New entrant CS","2022","Heterosexual / straight","Black","Ministry of Justice","710","690","29080","27920"
"New entrant CS","2022","Heterosexual / straight","Black","National Crime Agency","[c]","[c]","[c]","[c]"
