"Status","Year","Ethnicity","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Other ethnicity","Male","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Department for International Trade","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Department for Work and Pensions","150","150","28020","27570"
"New entrant CS","2021","Undeclared","Female","Department of Health and Social Care","80","60","34570","31370"
"New entrant CS","2021","Undeclared","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Department for Work and Pensions","170","170","26750","27570"
"New entrant CS","2021","Undeclared","Male","Department of Health and Social Care","40","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Ministry of Defence","60","60","30870","26670"
"New entrant CS","2021","Undeclared","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Attorney General's Departments","110","100","31070","25480"
"New entrant CS","2021","Unknown","Female","Cabinet Office","580","580","37600","28000"
"New entrant CS","2021","Unknown","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Department for Business, Energy and Industrial Strategy","270","260","28070","24250"
"New entrant CS","2021","Unknown","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Department for Education","180","170","34310","29360"
"New entrant CS","2021","Unknown","Female","Department for Environment, Food and Rural Affairs","220","210","31630","29180"
"New entrant CS","2021","Unknown","Female","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Department for Transport","250","240","27610","21590"
"New entrant CS","2021","Unknown","Female","Department for Work and Pensions","1090","1050","27750","27570"
"New entrant CS","2021","Unknown","Female","Department of Health and Social Care","500","480","39200","32790"
"New entrant CS","2021","Unknown","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","HM Land Registry","140","130","26580","22350"
"New entrant CS","2021","Unknown","Female","HM Revenue and Customs","1710","1660","23730","20140"
"New entrant CS","2021","Unknown","Female","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Home Office","660","640","31040","27370"
"New entrant CS","2021","Unknown","Female","Ministry of Defence","260","240","31960","26350"
"New entrant CS","2021","Unknown","Female","Ministry of Housing, Communities and Local Government","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Ministry of Justice","1990","1910","23820","22680"
"New entrant CS","2021","Unknown","Female","National Crime Agency","60","60","36510","32770"
"New entrant CS","2021","Unknown","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Scottish Government","570","540","31270","26160"
"New entrant CS","2021","Unknown","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","United Kingdom Statistics Authority","110","110","30510","29540"
"New entrant CS","2021","Unknown","Female","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Attorney General's Departments","60","60","35030","26970"
"New entrant CS","2021","Unknown","Male","Cabinet Office","460","460","44890","28000"
"New entrant CS","2021","Unknown","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Department for Business, Energy and Industrial Strategy","250","250","30690","26200"
"New entrant CS","2021","Unknown","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Department for Education","110","110","39000","36500"
"New entrant CS","2021","Unknown","Male","Department for Environment, Food and Rural Affairs","160","160","34370","29180"
"New entrant CS","2021","Unknown","Male","Department for International Trade","50","50","40650","32120"
"New entrant CS","2021","Unknown","Male","Department for Transport","300","300","31630","26590"
"New entrant CS","2021","Unknown","Male","Department for Work and Pensions","740","740","27920","27570"
"New entrant CS","2021","Unknown","Male","Department of Health and Social Care","350","350","43080","32790"
"New entrant CS","2021","Unknown","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","HM Land Registry","130","130","25990","22350"
"New entrant CS","2021","Unknown","Male","HM Revenue and Customs","1690","1660","24640","20140"
"New entrant CS","2021","Unknown","Male","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Home Office","770","760","31870","25630"
"New entrant CS","2021","Unknown","Male","Ministry of Defence","530","520","28910","25540"
"New entrant CS","2021","Unknown","Male","Ministry of Housing, Communities and Local Government","50","50","36090","33210"
"New entrant CS","2021","Unknown","Male","Ministry of Justice","1490","1450","25380","22850"
"New entrant CS","2021","Unknown","Male","National Crime Agency","60","60","38870","36740"
"New entrant CS","2021","Unknown","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Scottish Government","450","440","30730","25980"
"New entrant CS","2021","Unknown","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","United Kingdom Statistics Authority","130","120","30560","29540"
"New entrant CS","2021","Unknown","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Attorney General's Departments","400","380","34980","29280"
"New entrant CS","2021","White","Female","Cabinet Office","250","240","35900","32000"
"New entrant CS","2021","White","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Competition and Markets Authority","30","30","[c]","[c]"
"New entrant CS","2021","White","Female","Department for Business, Energy and Industrial Strategy","400","390","34040","33570"
"New entrant CS","2021","White","Female","Department for Digital, Culture, Media and Sport","140","140","37750","34020"
"New entrant CS","2021","White","Female","Department for Education","220","220","34620","29360"
"New entrant CS","2021","White","Female","Department for Environment, Food and Rural Affairs","600","580","31440","29180"
"New entrant CS","2021","White","Female","Department for International Trade","80","80","36520","31800"
"New entrant CS","2021","White","Female","Department for Transport","310","290","30050","26240"
"New entrant CS","2021","White","Female","Department for Work and Pensions","6240","6060","26200","27570"
"New entrant CS","2021","White","Female","Department of Health and Social Care","1200","1060","34550","31370"
"New entrant CS","2021","White","Female","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Food Standards Agency","40","40","[c]","[c]"
"New entrant CS","2021","White","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","HM Land Registry","230","220","25390","22350"
"New entrant CS","2021","White","Female","HM Revenue and Customs","800","780","25610","20880"
"New entrant CS","2021","White","Female","HM Treasury","150","140","32230","28500"
"New entrant CS","2021","White","Female","Home Office","240","230","31140","24890"
"New entrant CS","2021","White","Female","Ministry of Defence","1350","1280","28530","25390"
"New entrant CS","2021","White","Female","Ministry of Housing, Communities and Local Government","130","120","36850","33210"
"New entrant CS","2021","White","Female","Ministry of Justice","2480","2400","23790","22850"
"New entrant CS","2021","White","Female","National Crime Agency","400","390","32400","32260"
"New entrant CS","2021","White","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Office for Standards in Education","90","90","48090","46360"
"New entrant CS","2021","White","Female","Office of Gas and Electricity Markets","110","110","32190","25750"
"New entrant CS","2021","White","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Other Cabinet Office Agencies","60","60","37580","34800"
"New entrant CS","2021","White","Female","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Scottish Government","590","560","29630","26160"
"New entrant CS","2021","White","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","United Kingdom Statistics Authority","400","380","31490","29540"
"New entrant CS","2021","White","Female","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Welsh Government","100","90","28620","25030"
"New entrant CS","2021","White","Male","Attorney General's Departments","250","240","39140","40000"
"New entrant CS","2021","White","Male","Cabinet Office","230","230","40280","34550"
"New entrant CS","2021","White","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","Department for Business, Energy and Industrial Strategy","360","360","36950","33570"
"New entrant CS","2021","White","Male","Department for Digital, Culture, Media and Sport","110","110","41770","34020"
"New entrant CS","2021","White","Male","Department for Education","150","150","37250","33500"
"New entrant CS","2021","White","Male","Department for Environment, Food and Rural Affairs","420","420","34090","29230"
"New entrant CS","2021","White","Male","Department for International Trade","90","90","37530","31800"
"New entrant CS","2021","White","Male","Department for Transport","360","350","33680","30730"
"New entrant CS","2021","White","Male","Department for Work and Pensions","4450","4430","26160","27570"
"New entrant CS","2021","White","Male","Department of Health and Social Care","480","430","39610","32790"
"New entrant CS","2021","White","Male","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","Food Standards Agency","40","40","[c]","[c]"
"New entrant CS","2021","White","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","HM Land Registry","150","150","26740","22350"
"New entrant CS","2021","White","Male","HM Revenue and Customs","770","770","25760","24500"
"New entrant CS","2021","White","Male","HM Treasury","150","150","34390","29320"
"New entrant CS","2021","White","Male","Home Office","310","310","31910","24880"
"New entrant CS","2021","White","Male","Ministry of Defence","1670","1660","31330","27540"
"New entrant CS","2021","White","Male","Ministry of Housing, Communities and Local Government","110","110","40350","33210"
"New entrant CS","2021","White","Male","Ministry of Justice","1800","1770","25400","22850"
"New entrant CS","2021","White","Male","National Crime Agency","380","380","35680","34140"
"New entrant CS","2021","White","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","Office for Standards in Education","50","50","54970","55290"
"New entrant CS","2021","White","Male","Office of Gas and Electricity Markets","120","120","35390","26880"
"New entrant CS","2021","White","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","Other Cabinet Office Agencies","80","80","39140","34800"
"New entrant CS","2021","White","Male","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","Scottish Government","390","390","29170","26160"
"New entrant CS","2021","White","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","United Kingdom Statistics Authority","260","260","32760","29540"
"New entrant CS","2021","White","Male","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","Welsh Government","60","50","27710","25030"
"New entrant CS","2021","White","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Attorney General's Departments","120","120","34770","26970"
"New entrant CS","2022","Asian","Female","Cabinet Office","50","50","36400","32000"
"New entrant CS","2022","Asian","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Department for Business, Energy and Industrial Strategy","60","50","35150","33570"
"New entrant CS","2022","Asian","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Department for Education","60","60","31550","29360"
"New entrant CS","2022","Asian","Female","Department for Environment, Food and Rural Affairs","80","80","33540","30320"
"New entrant CS","2022","Asian","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Female","Department for Transport","70","60","31460","26130"
"New entrant CS","2022","Asian","Female","Department for Work and Pensions","720","700","27080","27570"
"New entrant CS","2022","Asian","Female","Department of Health and Social Care","230","210","33500","28590"
"New entrant CS","2022","Asian","Female","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","HM Revenue and Customs","450","430","27190","25330"
"New entrant CS","2022","Asian","Female","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Home Office","50","50","[c]","[c]"
"New entrant CS","2022","Asian","Female","Ministry of Defence","60","60","29730","27540"
"New entrant CS","2022","Asian","Female","Ministry of Justice","420","400","26670","23720"
"New entrant CS","2022","Asian","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Office of Gas and Electricity Markets","40","30","[c]","[c]"
"New entrant CS","2022","Asian","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Scottish Government","60","60","30260","27940"
"New entrant CS","2022","Asian","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","UK Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Attorney General's Departments","50","50","[c]","[c]"
"New entrant CS","2022","Asian","Male","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Department for Business, Energy and Industrial Strategy","60","60","33730","33570"
"New entrant CS","2022","Asian","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Department for Education","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Male","Department for Environment, Food and Rural Affairs","70","70","34280","32560"
"New entrant CS","2022","Asian","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Department for Transport","90","90","30580","26840"
"New entrant CS","2022","Asian","Male","Department for Work and Pensions","670","660","27530","27570"
"New entrant CS","2022","Asian","Male","Department of Health and Social Care","110","100","33890","28780"
"New entrant CS","2022","Asian","Male","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","HM Revenue and Customs","570","550","27540","26590"
"New entrant CS","2022","Asian","Male","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Home Office","50","50","[c]","[c]"
"New entrant CS","2022","Asian","Male","Ministry of Defence","90","80","34180","30200"
"New entrant CS","2022","Asian","Male","Ministry of Justice","290","270","28580","25120"
"New entrant CS","2022","Asian","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Scottish Government","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","UK Statistics Authority","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Attorney General's Departments","60","60","30940","26950"
"New entrant CS","2022","Black","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2022","Black","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2022","Black","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2022","Black","Female","Department for Work and Pensions","440","430","28050","27570"
"New entrant CS","2022","Black","Female","Department of Health and Social Care","160","150","31770","28850"
"New entrant CS","2022","Black","Female","Estyn","[c]","[c]","[c]","[c]"
