"Status","Year","Organisation","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Economics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","International Trade","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Policy","Department for Digital, Culture, Media and Sport","260","260","34690","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Science and Engineering","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Social Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Statistics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Commercial","Department for Education","80","70","31280","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Communications","Department for Education","50","50","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Digital, Data and Technology","Department for Education","190","180","37160","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","Finance","Department for Education","60","60","31900","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Policy","Department for Education","290","280","32730","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Property","Department for Education","90","90","42330","43180"
"New entrant CS","2022","Department for Education (excl. agencies)","Security","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","270","270","40030","37070"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Department for Environment, Food and Rural Affairs","60","60","37820","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Department for Environment, Food and Rural Affairs","90","90","36880","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Department for Environment, Food and Rural Affairs","1160","1140","37390","33240"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Department for Environment, Food and Rural Affairs","70","60","42070","38750"
"New entrant CS","2022","Department for International Trade","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data and Technology","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Economics","Department for International Trade","30","30","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","International Trade","Department for International Trade","200","200","36820","31800"
"New entrant CS","2022","Department for International Trade","Knowledge and Information Management","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Operational Research","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Social Research","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Department for Levelling Up, Housing and Communities","50","50","31320","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Department for Levelling Up, Housing and Communities","380","370","35270","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Commercial","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Corporate Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Digital, Data and Technology","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Economics","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Finance","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Intelligence Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","International Trade","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Knowledge and Information Management","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Other","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Policy","Department for Transport","160","160","44480","42470"
"New entrant CS","2022","Department for Transport (excl. agencies)","Project Delivery","Department for Transport","70","70","46160","48770"
"New entrant CS","2022","Department for Transport (excl. agencies)","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Science and Engineering","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Social Research","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Statistics","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Unknown","Department for Transport","240","240","41020","34710"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Commercial","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","Department for Work and Pensions","650","630","26050","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Department for Work and Pensions","360","360","40030","37100"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Economics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Finance","Department for Work and Pensions","80","70","32140","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Department for Work and Pensions","6980","6820","25390","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Operational Research","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Other","Department for Work and Pensions","650","640","22980","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Policy","Department for Work and Pensions","90","90","35500","36650"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Department for Work and Pensions","60","60","26020","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Social Research","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Statistics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Department for Work and Pensions","1240","1210","26720","27570"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Commercial","Department of Health and Social Care","140","80","38150","36820"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Communications","Department of Health and Social Care","120","80","37000","27270"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Department of Health and Social Care","80","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Economics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Finance","Department of Health and Social Care","140","80","34690","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Human Resources","Department of Health and Social Care","100","80","29740","27270"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Department of Health and Social Care","130","100","38410","29920"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Other","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Policy","Department of Health and Social Care","140","110","36720","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Statistics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Department of Health and Social Care","50","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Unknown","Scottish Government","60","60","24240","21050"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Medicine","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Department for Transport","560","520","20530","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Department for Transport","50","50","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Knowledge and Information Management","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Operational Delivery","Department for Transport","530","520","25510","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Other","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Digital, Data and Technology","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Finance","Department for Education","80","80","36110","30830"
"New entrant CS","2022","Education and Skills Funding Agency","Operational Delivery","Department for Education","60","60","30890","29360"
"New entrant CS","2022","Education and Skills Funding Agency","Policy","Department for Education","30","30","[c]","[c]"
"New entrant CS","2022","Education Scotland","Unknown","Scottish Government","50","50","49830","49860"
"New entrant CS","2022","Estyn","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Inspector of Education and Training","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Corporate Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Economics","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Intelligence Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Operational Delivery","Food Standards Agency","40","40","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Operational Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Policy","Food Standards Agency","50","50","32390","32350"
"New entrant CS","2022","Food Standards Agency","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Science and Engineering","Food Standards Agency","50","50","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Social Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Unknown","Scottish Government","80","80","33020","31540"
"New entrant CS","2022","Government Actuary's Department","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Digital, Data and Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Knowledge and Information Management","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Other","Chancellor's other departments","40","30","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Knowledge and Information Management","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Legal","Attorney General's Departments","200","190","46900","50500"
"New entrant CS","2022","Government Legal Department","Other","Attorney General's Departments","100","90","27710","26950"
"New entrant CS","2022","Government Property Agency","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Digital, Data and Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Economics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Knowledge and Information Management","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Operational Delivery","Department for Work and Pensions","180","170","34430","31660"
"New entrant CS","2022","Health and Safety Executive","Policy","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Science and Engineering","Department for Work and Pensions","70","70","27630","26370"
"New entrant CS","2022","Health and Safety Executive","Statistics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Digital, Data and Technology","Ministry of Justice","80","80","37680","36050"
"New entrant CS","2022","HM Courts and Tribunals Service","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Legal","Ministry of Justice","110","110","32910","30450"
"New entrant CS","2022","HM Courts and Tribunals Service","Operational Delivery","Ministry of Justice","1680","1620","22800","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Statistics","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Other","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Digital, Data and Technology","HM Land Registry","90","90","31100","30600"
"New entrant CS","2022","HM Land Registry","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Operational Delivery","HM Land Registry","340","330","24610","22600"
"New entrant CS","2022","HM Land Registry","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Project Delivery","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Knowledge and Information Management","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Operational Delivery","Ministry of Justice","14740","14010","26950","24800"
"New entrant CS","2022","HM Prison and Probation Service","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Psychology","Ministry of Justice","180","180","26510","27700"
"New entrant CS","2022","HM Prison and Probation Service","Security","Ministry of Justice","40","40","[c]","[c]"
