"Status","Year","Sexual_orientation","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","Southern Scotland","Declared non-disabled","90","80","30680","26780"
"In post","2021","LGBO","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Surrey, East and West Sussex","Declared disabled","100","100","29140","27570"
"In post","2021","LGBO","Surrey, East and West Sussex","Declared non-disabled","310","300","29110","27570"
"In post","2021","LGBO","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Tees Valley and Durham","Declared disabled","50","50","[c]","[c]"
"In post","2021","LGBO","Tees Valley and Durham","Declared non-disabled","210","200","28450","27130"
"In post","2021","LGBO","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Central Scotland","Declared disabled","150","140","29160","25870"
"In post","2021","LGBO","West Central Scotland","Declared non-disabled","410","400","30490","27570"
"In post","2021","LGBO","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Central Scotland","Unknown","50","50","33380","31370"
"In post","2021","LGBO","West Midlands","Declared disabled","160","150","28070","27570"
"In post","2021","LGBO","West Midlands","Declared non-disabled","340","320","31530","27570"
"In post","2021","LGBO","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Midlands","Unknown","30","30","[c]","[c]"
"In post","2021","LGBO","West Wales and The Valleys","Declared disabled","100","90","27910","26410"
"In post","2021","LGBO","West Wales and The Valleys","Declared non-disabled","320","300","28620","26290"
"In post","2021","LGBO","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Yorkshire","Declared disabled","150","140","29940","27570"
"In post","2021","LGBO","West Yorkshire","Declared non-disabled","480","460","31360","27570"
"In post","2021","LGBO","West Yorkshire","Undeclared","50","40","[c]","[c]"
"In post","2021","LGBO","West Yorkshire","Unknown","40","40","[c]","[c]"
"In post","2021","Undeclared","Bedfordshire and Hertfordshire","Declared disabled","50","40","[c]","[c]"
"In post","2021","Undeclared","Bedfordshire and Hertfordshire","Declared non-disabled","230","210","32250","29670"
"In post","2021","Undeclared","Bedfordshire and Hertfordshire","Undeclared","110","100","33810","31420"
"In post","2021","Undeclared","Bedfordshire and Hertfordshire","Unknown","30","30","[c]","[c]"
"In post","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","110","100","33560","29530"
"In post","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","430","410","32650","30460"
"In post","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","280","270","34110","32520"
"In post","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Unknown","80","70","35500","33040"
"In post","2021","Undeclared","Cheshire","Declared disabled","40","30","[c]","[c]"
"In post","2021","Undeclared","Cheshire","Declared non-disabled","150","140","30390","27570"
"In post","2021","Undeclared","Cheshire","Undeclared","80","70","32130","31650"
"In post","2021","Undeclared","Cheshire","Unknown","50","50","33520","32770"
"In post","2021","Undeclared","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cornwall and Isles of Scilly","Declared non-disabled","100","90","26430","26850"
"In post","2021","Undeclared","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cumbria","Declared disabled","30","30","[c]","[c]"
"In post","2021","Undeclared","Cumbria","Declared non-disabled","90","80","30340","26650"
"In post","2021","Undeclared","Cumbria","Undeclared","50","40","[c]","[c]"
"In post","2021","Undeclared","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Derbyshire and Nottinghamshire","Declared disabled","190","180","29300","27570"
"In post","2021","Undeclared","Derbyshire and Nottinghamshire","Declared non-disabled","590","530","31970","27570"
"In post","2021","Undeclared","Derbyshire and Nottinghamshire","Undeclared","300","280","31800","31420"
"In post","2021","Undeclared","Derbyshire and Nottinghamshire","Unknown","40","40","[c]","[c]"
"In post","2021","Undeclared","Devon","Declared disabled","100","90","27940","26930"
"In post","2021","Undeclared","Devon","Declared non-disabled","390","350","31210","27570"
"In post","2021","Undeclared","Devon","Undeclared","160","150","31110","29200"
"In post","2021","Undeclared","Devon","Unknown","30","30","[c]","[c]"
"In post","2021","Undeclared","Dorset and Somerset","Declared disabled","80","70","28450","27130"
"In post","2021","Undeclared","Dorset and Somerset","Declared non-disabled","290","260","29840","27570"
"In post","2021","Undeclared","Dorset and Somerset","Undeclared","170","160","32140","31650"
"In post","2021","Undeclared","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Anglia","Declared disabled","130","120","31130","27570"
"In post","2021","Undeclared","East Anglia","Declared non-disabled","650","590","29880","27570"
"In post","2021","Undeclared","East Anglia","Undeclared","390","360","31180","29810"
"In post","2021","Undeclared","East Anglia","Unknown","60","60","34320","33000"
"In post","2021","Undeclared","East Wales","Declared disabled","180","170","30580","27460"
"In post","2021","Undeclared","East Wales","Declared non-disabled","950","890","34000","28850"
"In post","2021","Undeclared","East Wales","Undeclared","470","430","32600","28750"
"In post","2021","Undeclared","East Wales","Unknown","150","140","36280","32360"
"In post","2021","Undeclared","East Yorkshire and Northern Lincolnshire","Declared disabled","60","50","26500","27210"
"In post","2021","Undeclared","East Yorkshire and Northern Lincolnshire","Declared non-disabled","280","260","28310","27130"
"In post","2021","Undeclared","East Yorkshire and Northern Lincolnshire","Undeclared","140","130","30480","28220"
"In post","2021","Undeclared","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Eastern Scotland","Declared disabled","160","140","32190","27570"
"In post","2021","Undeclared","Eastern Scotland","Declared non-disabled","560","520","33710","27570"
"In post","2021","Undeclared","Eastern Scotland","Undeclared","190","180","33730","30080"
"In post","2021","Undeclared","Eastern Scotland","Unknown","1120","1040","29990","29350"
"In post","2021","Undeclared","Essex","Declared disabled","80","70","30180","29090"
"In post","2021","Undeclared","Essex","Declared non-disabled","290","260","29780","27370"
"In post","2021","Undeclared","Essex","Undeclared","160","150","31750","29200"
"In post","2021","Undeclared","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","380","350","36200","33300"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","1510","1410","37660","34510"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","920","880","38900","37320"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","290","280","41130","39680"
"In post","2021","Undeclared","Greater Manchester","Declared disabled","230","200","28420","26780"
"In post","2021","Undeclared","Greater Manchester","Declared non-disabled","860","800","30910","27570"
"In post","2021","Undeclared","Greater Manchester","Undeclared","430","400","32450","29870"
"In post","2021","Undeclared","Greater Manchester","Unknown","80","70","30880","29360"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Declared disabled","170","150","29380","27570"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Declared non-disabled","740","690","33280","30050"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Undeclared","460","440","33830","33120"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Unknown","160","140","32810","29540"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Declared disabled","50","40","[c]","[c]"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","190","170","27770","26780"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Undeclared","120","110","30090","27570"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Declared non-disabled","80","70","30180","27570"
"In post","2021","Undeclared","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Unknown","90","70","25930","22820"
"In post","2021","Undeclared","Inner London - East","Declared disabled","180","170","38380","31880"
"In post","2021","Undeclared","Inner London - East","Declared non-disabled","830","780","41950","36000"
"In post","2021","Undeclared","Inner London - East","Undeclared","350","320","44020","38430"
"In post","2021","Undeclared","Inner London - East","Unknown","160","160","44120","40170"
"In post","2021","Undeclared","Inner London - West","Declared disabled","480","470","43540","38750"
"In post","2021","Undeclared","Inner London - West","Declared non-disabled","2810","2730","47440","42880"
"In post","2021","Undeclared","Inner London - West","Undeclared","1290","1260","47160","43420"
"In post","2021","Undeclared","Inner London - West","Unknown","410","400","47500","43360"
"In post","2021","Undeclared","Kent","Declared disabled","100","90","29780","27370"
"In post","2021","Undeclared","Kent","Declared non-disabled","480","440","29540","27370"
"In post","2021","Undeclared","Kent","Undeclared","300","280","30780","27370"
"In post","2021","Undeclared","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancashire","Declared disabled","200","170","27220","27380"
"In post","2021","Undeclared","Lancashire","Declared non-disabled","590","530","28520","27570"
"In post","2021","Undeclared","Lancashire","Undeclared","270","250","29090","27470"
"In post","2021","Undeclared","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Declared disabled","80","70","27450","25160"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","330","290","27580","26580"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Undeclared","160","150","28200","27570"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lincolnshire","Declared disabled","40","40","[c]","[c]"
"In post","2021","Undeclared","Lincolnshire","Declared non-disabled","150","130","28110","26670"
"In post","2021","Undeclared","Lincolnshire","Undeclared","90","90","31010","27720"
"In post","2021","Undeclared","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Merseyside","Declared disabled","200","170","27060","25310"
"In post","2021","Undeclared","Merseyside","Declared non-disabled","840","760","28420","26120"
"In post","2021","Undeclared","Merseyside","Undeclared","360","330","31290","27570"
"In post","2021","Undeclared","Merseyside","Unknown","50","40","[c]","[c]"
"In post","2021","Undeclared","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North Eastern Scotland","Declared non-disabled","80","80","40740","31060"
"In post","2021","Undeclared","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North Eastern Scotland","Unknown","90","70","26320","22820"
"In post","2021","Undeclared","North Yorkshire","Declared disabled","40","40","[c]","[c]"
"In post","2021","Undeclared","North Yorkshire","Declared non-disabled","220","200","32620","30130"
