"Status","Year","Region_ITL3","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Lancashire","EO","Lancashire","210","190","27280","27570"
"In post","2021","East Lancashire","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","SEO/HEO","Lancashire","30","30","[c]","[c]"
"In post","2021","East Lancashire","Unknown","Lancashire","80","70","28160","27090"
"In post","2021","East Lothian and Midlothian","AA/AO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","EO","Eastern Scotland","80","70","27370","27570"
"In post","2021","East Lothian and Midlothian","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","AA/AO","Merseyside","280","240","20690","20320"
"In post","2021","East Merseyside","EO","Merseyside","520","460","27490","27570"
"In post","2021","East Merseyside","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","SCS","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","SEO/HEO","Merseyside","110","100","35170","34240"
"In post","2021","East Merseyside","Unknown","Merseyside","100","90","29510","28200"
"In post","2021","East Riding of Yorkshire","AA/AO","East Yorkshire and Northern Lincolnshire","1000","930","25270","24440"
"In post","2021","East Riding of Yorkshire","EO","East Yorkshire and Northern Lincolnshire","600","580","28510","27160"
"In post","2021","East Riding of Yorkshire","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","SEO/HEO","East Yorkshire and Northern Lincolnshire","220","220","39380","37270"
"In post","2021","East Riding of Yorkshire","Unknown","East Yorkshire and Northern Lincolnshire","50","40","[c]","[c]"
"In post","2021","East Surrey","AA/AO","Surrey, East and West Sussex","550","520","30380","33050"
"In post","2021","East Surrey","EO","Surrey, East and West Sussex","230","210","31570","29290"
"In post","2021","East Surrey","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","SEO/HEO","Surrey, East and West Sussex","150","140","42440","41500"
"In post","2021","East Surrey","Unknown","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2021","East Sussex CC","AA/AO","Surrey, East and West Sussex","930","820","22480","21010"
"In post","2021","East Sussex CC","EO","Surrey, East and West Sussex","740","670","27360","27570"
"In post","2021","East Sussex CC","G6/G7","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2021","East Sussex CC","SEO/HEO","Surrey, East and West Sussex","220","210","36210","34170"
"In post","2021","East Sussex CC","Unknown","Surrey, East and West Sussex","60","60","29820","30210"
"In post","2021","Enfield","AA/AO","Outer London - East and North East","70","60","23160","23130"
"In post","2021","Enfield","EO","Outer London - East and North East","250","230","30950","31060"
"In post","2021","Enfield","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Enfield","Unknown","Outer London - East and North East","30","30","[c]","[c]"
"In post","2021","Essex Haven Gateway","AA/AO","Essex","320","300","25510","21580"
"In post","2021","Essex Haven Gateway","EO","Essex","510","480","29800","29290"
"In post","2021","Essex Haven Gateway","G6/G7","Essex","40","40","[c]","[c]"
"In post","2021","Essex Haven Gateway","SCS","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","SEO/HEO","Essex","230","220","41010","36730"
"In post","2021","Essex Haven Gateway","Unknown","Essex","30","30","[c]","[c]"
"In post","2021","Essex Thames Gateway","AA/AO","Essex","340","290","23460","24180"
"In post","2021","Essex Thames Gateway","EO","Essex","410","370","29510","29290"
"In post","2021","Essex Thames Gateway","G6/G7","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Essex Thames Gateway","SEO/HEO","Essex","70","60","35980","35790"
"In post","2021","Essex Thames Gateway","Unknown","Essex","110","100","26780","22920"
"In post","2021","Falkirk","AA/AO","Eastern Scotland","870","740","21550","21010"
"In post","2021","Falkirk","EO","Eastern Scotland","690","620","29420","27570"
"In post","2021","Falkirk","G6/G7","Eastern Scotland","50","40","[c]","[c]"
"In post","2021","Falkirk","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Falkirk","SEO/HEO","Eastern Scotland","210","190","37910","37770"
"In post","2021","Fermanagh and Omagh","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","AA/AO","East Wales","1020","960","22300","21010"
"In post","2021","Flintshire and Wrexham","EO","East Wales","660","620","27990","27570"
"In post","2021","Flintshire and Wrexham","G6/G7","East Wales","70","70","56760","55610"
"In post","2021","Flintshire and Wrexham","SCS","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","SEO/HEO","East Wales","300","290","37930","36710"
"In post","2021","Flintshire and Wrexham","Unknown","East Wales","100","100","28660","28200"
"In post","2021","Glasgow City","AA/AO","West Central Scotland","3820","3450","21070","21010"
"In post","2021","Glasgow City","EO","West Central Scotland","3250","3000","27290","27570"
"In post","2021","Glasgow City","G6/G7","West Central Scotland","1270","1240","60460","61010"
"In post","2021","Glasgow City","SCS","West Central Scotland","60","60","86330","83230"
"In post","2021","Glasgow City","SEO/HEO","West Central Scotland","3240","3090","36710","35000"
"In post","2021","Glasgow City","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","430","390","23040","21130"
"In post","2021","Gloucestershire","EO","Gloucestershire, Wiltshire and Bath/Bristol area","540","480","27450","27570"
"In post","2021","Gloucestershire","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","50","40","[c]","[c]"
"In post","2021","Gloucestershire","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","300","270","35770","33840"
"In post","2021","Gloucestershire","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","90","80","28950","28200"
"In post","2021","Greater Manchester North East","AA/AO","Greater Manchester","350","320","22930","21010"
"In post","2021","Greater Manchester North East","EO","Greater Manchester","590","560","27650","27570"
"In post","2021","Greater Manchester North East","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","SEO/HEO","Greater Manchester","120","110","36170","34290"
"In post","2021","Greater Manchester North East","Unknown","Greater Manchester","130","120","29090","30210"
"In post","2021","Greater Manchester North West","AA/AO","Greater Manchester","1060","940","21580","21010"
"In post","2021","Greater Manchester North West","EO","Greater Manchester","650","580","27420","27570"
"In post","2021","Greater Manchester North West","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","SEO/HEO","Greater Manchester","150","140","35660","34290"
"In post","2021","Greater Manchester North West","Unknown","Greater Manchester","120","110","30010","30210"
"In post","2021","Greater Manchester South East","AA/AO","Greater Manchester","690","610","20870","21010"
"In post","2021","Greater Manchester South East","EO","Greater Manchester","410","380","27190","27570"
"In post","2021","Greater Manchester South East","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","SEO/HEO","Greater Manchester","160","150","35290","33300"
"In post","2021","Greater Manchester South East","Unknown","Greater Manchester","110","110","29860","30210"
"In post","2021","Greater Manchester South West","AA/AO","Greater Manchester","1690","1520","20490","20140"
"In post","2021","Greater Manchester South West","EO","Greater Manchester","1720","1630","25860","25560"
"In post","2021","Greater Manchester South West","G6/G7","Greater Manchester","630","610","55950","52580"
"In post","2021","Greater Manchester South West","SCS","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Greater Manchester South West","SEO/HEO","Greater Manchester","1820","1760","34180","31810"
"In post","2021","Greater Manchester South West","Unknown","Greater Manchester","250","240","31000","30210"
"In post","2021","Gwent Valleys","AA/AO","West Wales and The Valleys","340","290","20910","21010"
"In post","2021","Gwent Valleys","EO","West Wales and The Valleys","470","430","27490","27570"
"In post","2021","Gwent Valleys","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","SEO/HEO","West Wales and The Valleys","160","150","38420","37410"
"In post","2021","Gwent Valleys","Unknown","West Wales and The Valleys","80","70","29330","28670"
"In post","2021","Gwynedd","AA/AO","West Wales and The Valleys","410","370","21140","21010"
"In post","2021","Gwynedd","EO","West Wales and The Valleys","190","170","27520","27570"
"In post","2021","Gwynedd","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","SEO/HEO","West Wales and The Valleys","70","70","34890","35260"
"In post","2021","Gwynedd","Unknown","West Wales and The Valleys","60","60","27640","24320"
"In post","2021","Hackney and Newham","AA/AO","Inner London - East","770","670","24260","25060"
"In post","2021","Hackney and Newham","EO","Inner London - East","1090","1010","30850","31060"
"In post","2021","Hackney and Newham","G6/G7","Inner London - East","290","270","63050","59160"
"In post","2021","Hackney and Newham","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","SEO/HEO","Inner London - East","770","740","39140","38510"
"In post","2021","Hackney and Newham","Unknown","Inner London - East","120","120","29930","26810"
"In post","2021","Haringey and Islington","AA/AO","Inner London - East","700","670","27950","25450"
"In post","2021","Haringey and Islington","EO","Inner London - East","510","480","31130","31060"
"In post","2021","Haringey and Islington","G6/G7","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","SEO/HEO","Inner London - East","150","140","40660","38710"
"In post","2021","Haringey and Islington","Unknown","Inner London - East","130","120","32840","34100"
"In post","2021","Harrow and Hillingdon","AA/AO","Outer London - West and North West","610","560","25100","25630"
"In post","2021","Harrow and Hillingdon","EO","Outer London - West and North West","2010","1780","29540","29080"
"In post","2021","Harrow and Hillingdon","G6/G7","Outer London - West and North West","80","80","61830","59160"
"In post","2021","Harrow and Hillingdon","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","SEO/HEO","Outer London - West and North West","650","620","37260","36620"
"In post","2021","Harrow and Hillingdon","Unknown","Outer London - West and North West","50","50","33420","30200"
"In post","2021","Hartlepool and Stockton-on-Tees","AA/AO","Tees Valley and Durham","810","730","23360","21010"
"In post","2021","Hartlepool and Stockton-on-Tees","EO","Tees Valley and Durham","510","460","28070","27570"
"In post","2021","Hartlepool and Stockton-on-Tees","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","SEO/HEO","Tees Valley and Durham","150","150","37830","34810"
"In post","2021","Hartlepool and Stockton-on-Tees","Unknown","Tees Valley and Durham","60","60","31830","32690"
"In post","2021","Heart of Essex","AA/AO","Essex","440","410","25280","24510"
"In post","2021","Heart of Essex","EO","Essex","330","320","28970","29290"
"In post","2021","Heart of Essex","G6/G7","Essex","100","90","60740","59910"
"In post","2021","Heart of Essex","SCS","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","SEO/HEO","Essex","170","160","37640","36410"
"In post","2021","Heart of Essex","Unknown","Essex","70","70","29170","30210"
"In post","2021","Herefordshire, County of","AA/AO","Herefordshire, Worcestershire and Warwickshire","220","210","25050","21010"
"In post","2021","Herefordshire, County of","EO","Herefordshire, Worcestershire and Warwickshire","140","130","28120","27570"
"In post","2021","Herefordshire, County of","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","50","50","35740","33300"
"In post","2021","Herefordshire, County of","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","AA/AO","Bedfordshire and Hertfordshire","700","650","25330","24240"
"In post","2021","Hertfordshire","EO","Bedfordshire and Hertfordshire","920","860","29990","29290"
"In post","2021","Hertfordshire","G6/G7","Bedfordshire and Hertfordshire","280","270","60300","59730"
"In post","2021","Hertfordshire","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","SEO/HEO","Bedfordshire and Hertfordshire","660","640","39440","38510"
"In post","2021","Hertfordshire","Unknown","Bedfordshire and Hertfordshire","140","130","29320","28200"
"In post","2021","Hounslow and Richmond upon Thames","AA/AO","Outer London - West and North West","960","890","26830","25110"
"In post","2021","Hounslow and Richmond upon Thames","EO","Outer London - West and North West","940","890","30020","29250"
"In post","2021","Hounslow and Richmond upon Thames","G6/G7","Outer London - West and North West","150","140","56110","53600"
"In post","2021","Hounslow and Richmond upon Thames","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","SEO/HEO","Outer London - West and North West","750","720","37950","36140"
"In post","2021","Hounslow and Richmond upon Thames","Unknown","Outer London - West and North West","50","50","32000","30370"
