"Status","Year","Region_ITL3","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Westminster","London","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Crown Prosecution Service","40","40","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","470","450","46800","40220"
"Leaver Dept.","2022","Westminster","London","Department for Digital, Culture, Media and Sport","200","200","44920","38020"
"Leaver Dept.","2022","Westminster","London","Department for Education (excl. agencies)","200","190","47420","43890"
"Leaver Dept.","2022","Westminster","London","Department for Environment, Food and Rural Affairs (excl. agencies)","240","230","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Department for International Trade","220","210","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Department for Levelling Up, Housing and Communities (excl. agencies)","250","250","42660","39600"
"Leaver Dept.","2022","Westminster","London","Department for Transport (excl. agencies)","280","280","43900","42470"
"Leaver Dept.","2022","Westminster","London","Department for Work and Pensions (excl. agencies)","180","180","45370","39000"
"Leaver Dept.","2022","Westminster","London","Department of Health and Social Care (excl. agencies)","760","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Foreign, Commonwealth and Development Office (excl. agencies)","310","40","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Government Legal Department","90","90","48540","51250"
"Leaver Dept.","2022","Westminster","London","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","HM Courts and Tribunals Service","70","70","36940","32560"
"Leaver Dept.","2022","Westminster","London","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","HM Prison and Probation Service","50","50","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","HM Revenue and Customs (excl. agencies)","70","70","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","HM Treasury (excl. agencies)","180","180","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Home Office","410","410","47820","41970"
"Leaver Dept.","2022","Westminster","London","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Ministry of Defence (excl. agencies)","160","160","47410","44500"
"Leaver Dept.","2022","Westminster","London","Ministry of Justice (excl. agencies)","230","220","42460","40480"
"Leaver Dept.","2022","Westminster","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Serious Fraud Office","40","40","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","UK Statistics Authority","50","50","[c]","[c]"
"Leaver Dept.","2022","Wiltshire","South West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wiltshire","South West (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wiltshire","South West (England)","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"Leaver Dept.","2022","Wiltshire","South West (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wiltshire","South West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wiltshire","South West (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wiltshire","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wiltshire","South West (England)","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2022","Wiltshire","South West (England)","Public Health England","770","720","37200","34530"
"Leaver Dept.","2022","Wiltshire","South West (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wirral","North West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wirral","North West (England)","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"Leaver Dept.","2022","Wirral","North West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wirral","North West (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wirral","North West (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wirral","North West (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wolverhampton","West Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wolverhampton","West Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wolverhampton","West Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wolverhampton","West Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wolverhampton","West Midlands (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wolverhampton","West Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","West Midlands (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","West Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","West Midlands (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","West Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","West Midlands (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","West Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","West Midlands (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Yorkshire and The Humber","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Yorkshire and The Humber","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Yorkshire and The Humber","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2022","York","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Yorkshire and The Humber","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Yorkshire and The Humber","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Yorkshire and The Humber","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Yorkshire and The Humber","Public Health England","70","60","44190","40560"
"Leaver Dept.","2022","York","Yorkshire and The Humber","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Scotland","Department for Work and Pensions (excl. agencies)","50","50","27300","27570"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Scotland","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Scotland","Food Standards Scotland","30","30","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Scotland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Scotland","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Scotland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Scotland","Scottish Prison Service","40","40","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Scotland","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","Scotland","Department for Work and Pensions (excl. agencies)","70","70","22790","21010"
"New entrant CS","2021","Angus and Dundee City","Scotland","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","Scotland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","Scotland","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","Scotland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","Scotland","Social Security Scotland","50","50","[c]","[c]"
"New entrant CS","2021","Antrim and Newtownabbey","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","Northern Ireland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","Northern Ireland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barking & Dagenham and Havering","London","Department for Work and Pensions (excl. agencies)","150","150","29930","31060"
"New entrant CS","2021","Barking & Dagenham and Havering","London","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barking & Dagenham and Havering","London","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","London","Department for Work and Pensions (excl. agencies)","140","130","30270","31060"
"New entrant CS","2021","Barnet","London","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","London","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","London","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","London","Public Health England","220","210","34080","32330"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","150","150","24760","27570"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","HM Prison and Probation Service","140","130","21940","22850"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Defence Equipment and Support","590","580","32690","29000"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Department for Work and Pensions (excl. agencies)","120","120","27060","27570"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","HM Prison and Probation Service","40","40","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Ministry of Defence (excl. agencies)","120","120","31100","27710"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","National Crime Agency","110","110","32520","32770"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Submarine Delivery Agency","130","120","35330","30000"
"New entrant CS","2021","Bedford","East of England","Department for Work and Pensions (excl. agencies)","60","60","26820","27570"
"New entrant CS","2021","Bedford","East of England","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedford","East of England","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedford","East of England","HM Prison and Probation Service","90","80","23520","22850"
"New entrant CS","2021","Bedford","East of England","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedford","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","Northern Ireland","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","Northern Ireland","HM Revenue and Customs (excl. agencies)","230","220","21870","20140"
"New entrant CS","2021","Belfast","Northern Ireland","Home Office (incl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","Belfast","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","South East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Berkshire","South East (England)","Department for International Trade","30","30","[c]","[c]"
"New entrant CS","2021","Berkshire","South East (England)","Department for Work and Pensions (excl. agencies)","180","180","28490","29290"
"New entrant CS","2021","Berkshire","South East (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","South East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","South East (England)","HM Prison and Probation Service","40","40","[c]","[c]"
"New entrant CS","2021","Berkshire","South East (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","South East (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","South East (England)","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","South East (England)","Ministry of Defence (excl. agencies)","130","130","29990","25540"
"New entrant CS","2021","Berkshire","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","South East (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bexley and Greenwich","London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bexley and Greenwich","London","Department for Work and Pensions (excl. agencies)","160","150","30370","31060"
"New entrant CS","2021","Bexley and Greenwich","London","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bexley and Greenwich","London","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bexley and Greenwich","London","HM Prison and Probation Service","150","140","27640","28720"
"New entrant CS","2021","Bexley and Greenwich","London","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bexley and Greenwich","London","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Crown Commercial Service","30","30","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Crown Prosecution Service","60","60","36290","38000"
"New entrant CS","2021","Birmingham","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Department for Transport (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Department for Work and Pensions (excl. agencies)","220","220","26600","27570"
"New entrant CS","2021","Birmingham","West Midlands (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","HM Courts and Tribunals Service","110","110","23810","19930"
"New entrant CS","2021","Birmingham","West Midlands (England)","HM Prison and Probation Service","90","90","23030","22850"
"New entrant CS","2021","Birmingham","West Midlands (England)","HM Revenue and Customs (excl. agencies)","250","250","22750","20140"
"New entrant CS","2021","Birmingham","West Midlands (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Insolvency Service","40","40","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","National Crime Agency","80","80","33390","32770"
"New entrant CS","2021","Birmingham","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Public Health England","120","100","31510","26970"
"New entrant CS","2021","Birmingham","West Midlands (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackburn with Darwen","North West (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackburn with Darwen","North West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackburn with Darwen","North West (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackpool","North West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackpool","North West (England)","Department for Work and Pensions (excl. agencies)","680","670","22910","21010"
"New entrant CS","2021","Blackpool","North West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackpool","North West (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackpool","North West (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackpool","North West (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bournemouth and Poole","South West (England)","Department for Work and Pensions (excl. agencies)","80","70","26720","27570"
"New entrant CS","2021","Bournemouth and Poole","South West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bournemouth and Poole","South West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bournemouth and Poole","South West (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bournemouth and Poole","South West (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bournemouth and Poole","South West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bradford","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","150","140","26010","27570"
"New entrant CS","2021","Bradford","Yorkshire and The Humber","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bradford","Yorkshire and The Humber","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bradford","Yorkshire and The Humber","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bradford","Yorkshire and The Humber","HM Revenue and Customs (excl. agencies)","90","90","25460","20140"
"New entrant CS","2021","Breckland and South Norfolk","East of England","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Breckland and South Norfolk","East of England","HM Prison and Probation Service","50","50","[c]","[c]"
"New entrant CS","2021","Breckland and South Norfolk","East of England","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Brent","London","Department for Work and Pensions (excl. agencies)","120","120","30250","31060"
"New entrant CS","2021","Brent","London","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Brent","London","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Brent","London","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bridgend and Neath Port Talbot","Wales","Department for Work and Pensions (excl. agencies)","50","50","23990","21010"
"New entrant CS","2021","Bridgend and Neath Port Talbot","Wales","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bridgend and Neath Port Talbot","Wales","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bridgend and Neath Port Talbot","Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bridgend and Neath Port Talbot","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Brighton and Hove","South East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Brighton and Hove","South East (England)","Department for Work and Pensions (excl. agencies)","100","100","26460","27570"
"New entrant CS","2021","Brighton and Hove","South East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Brighton and Hove","South East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Brighton and Hove","South East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","South West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","South West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","South West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","South West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","South West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","160","150","35030","30320"
"New entrant CS","2021","Bristol, City of","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","South West (England)","Department for Work and Pensions (excl. agencies)","120","120","26590","27570"
"New entrant CS","2021","Bristol, City of","South West (England)","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
