"Status","Year","Disability","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland","Unknown","240","230","27220","27570"
"New entrant CS","2021","Declared disabled","Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Operational Delivery","90","90","24910","24020"
"New entrant CS","2021","Declared disabled","South East (England)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South East (England)","Unknown","230","230","27190","27570"
"New entrant CS","2021","Declared disabled","South East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Operational Delivery","80","70","23490","21050"
"New entrant CS","2021","Declared disabled","South West (England)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","South West (England)","Unknown","140","130","25780","27570"
"New entrant CS","2021","Declared disabled","South West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","50","50","29090","27570"
"New entrant CS","2021","Declared disabled","Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Operational Delivery","60","60","24640","21050"
"New entrant CS","2021","Declared disabled","Wales","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales","Unknown","70","70","24820","27570"
"New entrant CS","2021","Declared disabled","Wales","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Operational Delivery","80","80","22760","22350"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Unknown","150","140","27130","27570"
"New entrant CS","2021","Declared disabled","West Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Operational Delivery","70","70","23830","22350"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Unknown","210","200","25850","27570"
"New entrant CS","2021","Declared disabled","Yorkshire and The Humber","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Operational Delivery","470","450","23240","22850"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Other","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Science and Engineering","40","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Tax","70","70","26970","25560"
"New entrant CS","2021","Declared non-disabled","East Midlands (England)","Unknown","610","590","26130","27570"
"New entrant CS","2021","Declared non-disabled","East of England","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Operational Delivery","570","550","24580","22920"
"New entrant CS","2021","Declared non-disabled","East of England","Other","60","60","23270","20920"
"New entrant CS","2021","Declared non-disabled","East of England","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Science and Engineering","50","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Security","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","East of England","Unknown","950","920","27350","27570"
"New entrant CS","2021","Declared non-disabled","London","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","London","Communications","110","100","38570","34710"
"New entrant CS","2021","Declared non-disabled","London","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","London","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","London","Digital, Data and Technology","220","210","50010","46000"
"New entrant CS","2021","Declared non-disabled","London","Economics","220","220","32440","31800"
"New entrant CS","2021","Declared non-disabled","London","Finance","110","110","42900","35820"
"New entrant CS","2021","Declared non-disabled","London","Human Resources","120","110","38230","34000"
"New entrant CS","2021","Declared non-disabled","London","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","London","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","London","International Trade","50","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","London","Knowledge and Information Management","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","London","Legal","230","220","46660","50500"
"New entrant CS","2021","Declared non-disabled","London","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","London","Operational Delivery","1530","1470","32280","28720"
"New entrant CS","2021","Declared non-disabled","London","Operational Research","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","London","Other","290","290","34290","27750"
"New entrant CS","2021","Declared non-disabled","London","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","London","Policy","1110","1100","37360","33570"
"New entrant CS","2021","Declared non-disabled","London","Project Delivery","160","160","42890","36350"
"New entrant CS","2021","Declared non-disabled","London","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","London","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","London","Science and Engineering","160","140","36190","35260"
"New entrant CS","2021","Declared non-disabled","London","Security","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","London","Social Research","60","60","34600","32540"
"New entrant CS","2021","Declared non-disabled","London","Statistics","90","80","37670","32880"
"New entrant CS","2021","Declared non-disabled","London","Tax","40","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","London","Unknown","2940","2900","31970","31060"
"New entrant CS","2021","Declared non-disabled","London","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Operational Delivery","280","270","23040","22850"
"New entrant CS","2021","Declared non-disabled","North East (England)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North East (England)","Tax","280","280","23350","25560"
"New entrant CS","2021","Declared non-disabled","North East (England)","Unknown","1080","1060","24050","21010"
"New entrant CS","2021","Declared non-disabled","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Digital, Data and Technology","50","50","39920","37000"
"New entrant CS","2021","Declared non-disabled","North West (England)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Human Resources","60","50","26860","20950"
"New entrant CS","2021","Declared non-disabled","North West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Operational Delivery","630","600","24020","21920"
"New entrant CS","2021","Declared non-disabled","North West (England)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Science and Engineering","100","90","30080","26370"
"New entrant CS","2021","Declared non-disabled","North West (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Social Research","[c]","[c]","[c]","[c]"
