"Status","Year","Organisation","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Other","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Commercial","240","230","75170","71000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Communications","90","90","35360","34550"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Digital, Data & Technology","180","180","44060","40600"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Human Resources","90","90","30960","27500"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","No function","900","890","32120","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Security","130","120","26630","20920"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Companies House","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Economics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Policy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Commercial","Commercial","60","50","31800","30000"
"New entrant CS","2021","Crown Commercial Service","Digital, Data and Technology","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Operational Delivery","No function","50","50","31760","27770"
"New entrant CS","2021","Crown Commercial Service","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Legal","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Operational Delivery","No function","110","110","22090","20760"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Legal","Legal","350","330","44830","48080"
"New entrant CS","2021","Crown Prosecution Service","Operational Delivery","Legal","350","350","21520","20120"
"New entrant CS","2021","Crown Prosecution Service","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Commercial","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Digital, Data and Technology","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Finance","Finance","50","50","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Human Resources","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Other","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Other","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Other","Project Delivery","140","140","27290","23230"
"New entrant CS","2021","Defence Equipment and Support","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Policy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Project Delivery","Project Delivery","90","90","35050","33000"
"New entrant CS","2021","Defence Equipment and Support","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Science and Engineering","Project Delivery","180","180","30360","27540"
"New entrant CS","2021","Defence Equipment and Support","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Security","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Security","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Operational Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Science and Engineering","No function","120","120","29790","28650"
"New entrant CS","2021","Defence Science and Technology Laboratory","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","No function","80","80","37350","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","No function","510","500","38190","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Economics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Policy","No function","250","250","37600","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Project Delivery","70","70","41440","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Social Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Communications","Communications","60","50","31180","28500"
"New entrant CS","2021","Department for Education (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Digital, Data and Technology","Digital, Data & Technology","60","60","40000","36500"
"New entrant CS","2021","Department for Education (excl. agencies)","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Operational Delivery","No function","50","50","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Policy","No function","200","190","35710","32940"
"New entrant CS","2021","Department for Education (excl. agencies)","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Policy","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Digital, Data & Technology","140","140","39630","35900"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","No function","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Finance","50","50","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","No function","590","580","36460","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Property","50","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Social Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data and Technology","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Economics","Analysis","50","50","29510","31800"
"New entrant CS","2021","Department for International Trade","Economics","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","International Trade","No function","140","140","33280","31800"
"New entrant CS","2021","Department for International Trade","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Policy","No function","40","30","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Social Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Statistics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Economics","Analysis","50","50","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
