"Status","Year","Profession_of_post","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Veterinarian","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","20-29","Heterosexual / straight","200","190","28620","26670"
"New entrant CS","2022","Commercial","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","20-29","Undeclared","40","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","20-29","Unknown","80","80","28140","26670"
"New entrant CS","2022","Commercial","30-39","Heterosexual / straight","130","130","33600","32650"
"New entrant CS","2022","Commercial","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Heterosexual / straight","90","90","34800","33000"
"New entrant CS","2022","Commercial","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Heterosexual / straight","60","50","36240","31560"
"New entrant CS","2022","Commercial","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Heterosexual / straight","150","140","31090","30730"
"New entrant CS","2022","Communications","20-29","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Undeclared","50","40","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Unknown","90","90","32560","33060"
"New entrant CS","2022","Communications","30-39","Heterosexual / straight","80","80","39000","38000"
"New entrant CS","2022","Communications","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Communications","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","20-29","Heterosexual / straight","180","180","25450","25110"
"New entrant CS","2022","Counter Fraud","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","30-39","Heterosexual / straight","160","150","26240","27570"
"New entrant CS","2022","Counter Fraud","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","40-49","Heterosexual / straight","120","120","26620","27570"
"New entrant CS","2022","Counter Fraud","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","50-59","Heterosexual / straight","90","90","27000","27570"
"New entrant CS","2022","Counter Fraud","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Heterosexual / straight","500","500","31090","30210"
"New entrant CS","2022","Digital, Data and Technology","20-29","LGBO","90","90","31040","30330"
"New entrant CS","2022","Digital, Data and Technology","20-29","Undeclared","90","80","29190","30130"
"New entrant CS","2022","Digital, Data and Technology","20-29","Unknown","290","290","31790","30450"
"New entrant CS","2022","Digital, Data and Technology","30-39","Heterosexual / straight","480","470","38920","36740"
"New entrant CS","2022","Digital, Data and Technology","30-39","LGBO","50","50","38820","37150"
"New entrant CS","2022","Digital, Data and Technology","30-39","Undeclared","70","60","40510","36830"
"New entrant CS","2022","Digital, Data and Technology","30-39","Unknown","240","240","40080","36800"
"New entrant CS","2022","Digital, Data and Technology","40-49","Heterosexual / straight","370","360","43510","40580"
"New entrant CS","2022","Digital, Data and Technology","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Unknown","150","150","47030","43000"
"New entrant CS","2022","Digital, Data and Technology","50-59","Heterosexual / straight","220","220","44800","40670"
"New entrant CS","2022","Digital, Data and Technology","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Undeclared","40","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Unknown","70","70","47070","41950"
"New entrant CS","2022","Digital, Data and Technology","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Heterosexual / straight","190","190","30110","30710"
"New entrant CS","2022","Economics","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Unknown","80","80","31340","32100"
"New entrant CS","2022","Economics","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Heterosexual / straight","260","250","30070","27570"
"New entrant CS","2022","Finance","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Undeclared","60","40","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Unknown","110","110","28430","27470"
"New entrant CS","2022","Finance","30-39","Heterosexual / straight","200","190","36980","35310"
"New entrant CS","2022","Finance","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Undeclared","40","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Unknown","70","70","37230","36050"
"New entrant CS","2022","Finance","40-49","Heterosexual / straight","140","130","37300","36180"
"New entrant CS","2022","Finance","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","40-49","Unknown","60","50","41360","38810"
"New entrant CS","2022","Finance","50-59","Heterosexual / straight","110","100","41110","37190"
"New entrant CS","2022","Finance","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","50-59","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Finance","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","20-29","Heterosexual / straight","240","230","27180","26750"
"New entrant CS","2022","Human Resources","20-29","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","20-29","Undeclared","60","40","[c]","[c]"
"New entrant CS","2022","Human Resources","20-29","Unknown","100","100","28300","26250"
"New entrant CS","2022","Human Resources","30-39","Heterosexual / straight","190","180","33980","30950"
"New entrant CS","2022","Human Resources","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","30-39","Unknown","60","60","39550","36050"
"New entrant CS","2022","Human Resources","40-49","Heterosexual / straight","160","150","37980","34000"
"New entrant CS","2022","Human Resources","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","40-49","Unknown","50","50","43070","34260"
"New entrant CS","2022","Human Resources","50-59","Heterosexual / straight","100","100","38870","34260"
"New entrant CS","2022","Human Resources","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","50-59","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Human Resources","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","30-39","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","40-49","Heterosexual / straight","60","60","59260","51360"
"New entrant CS","2022","Inspector of Education and Training","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","50-59","Heterosexual / straight","60","60","60020","64520"
"New entrant CS","2022","Inspector of Education and Training","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","20-29","Heterosexual / straight","50","50","28560","28700"
"New entrant CS","2022","Intelligence Analysis","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","20-29","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","20-29","Heterosexual / straight","60","60","30750","31800"
"New entrant CS","2022","International Trade","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","20-29","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","International Trade","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","20-29","Heterosexual / straight","60","50","29120","28040"
"New entrant CS","2022","Knowledge and Information Management","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","30-39","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","40-49","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Heterosexual / straight","230","230","34360","30450"
"New entrant CS","2022","Legal","20-29","LGBO","[c]","[c]","[c]","[c]"
