"Status","Year","Disability","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","AA/AO","Unknown","280","260","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Communications","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Finance","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Human Resources","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Operational Delivery","400","360","27320","27570"
"Leaver Dept.","2022","Unknown","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Policy","80","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Science and Engineering","70","60","26530","27540"
"Leaver Dept.","2022","Unknown","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Unknown","180","170","28170","27570"
"Leaver Dept.","2022","Unknown","G6/G7","Commercial","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Communications","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Digital, Data and Technology","50","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Finance","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Knowledge and Information Management","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Legal","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Operational Delivery","290","270","58500","55530"
"Leaver Dept.","2022","Unknown","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Policy","260","110","56070","53600"
"Leaver Dept.","2022","Unknown","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Science and Engineering","290","270","58380","54800"
"Leaver Dept.","2022","Unknown","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Unknown","360","210","58770","54760"
"Leaver Dept.","2022","Unknown","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Medicine","100","90","124230","119140"
"Leaver Dept.","2022","Unknown","SCS","Operational Delivery","50","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Policy","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Commercial","140","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Communications","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Digital, Data and Technology","160","90","37700","37200"
"Leaver Dept.","2022","Unknown","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Finance","120","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Human Resources","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Operational Delivery","360","330","36280","36330"
"Leaver Dept.","2022","Unknown","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Other","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Policy","400","220","36300","35960"
"Leaver Dept.","2022","Unknown","SEO/HEO","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Science and Engineering","340","310","38340","39450"
"Leaver Dept.","2022","Unknown","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Unknown","850","790","32990","32000"
"Leaver Dept.","2022","Unknown","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","140","50","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Operational Delivery","430","410","21250","20600"
"New entrant CS","2021","Declared disabled","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Other","50","50","20200","20710"
"New entrant CS","2021","Declared disabled","AA/AO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Tax","50","50","20360","20140"
"New entrant CS","2021","Declared disabled","AA/AO","Unknown","670","660","21330","21010"
"New entrant CS","2021","Declared disabled","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Operational Delivery","130","120","25890","25000"
"New entrant CS","2021","Declared disabled","EO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Other","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Policy","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Unknown","1410","1370","28360","27570"
"New entrant CS","2021","Declared disabled","EO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Operational Delivery","110","110","34580","32720"
"New entrant CS","2021","Declared disabled","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Policy","140","140","33680","33570"
"New entrant CS","2021","Declared disabled","SEO/HEO","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Unknown","100","100","34250","34550"
"New entrant CS","2021","Declared disabled","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Delivery","120","120","23450","22920"
"New entrant CS","2021","Declared disabled","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Economics","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Finance","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Human Resources","100","90","20990","20920"
"New entrant CS","2021","Declared non-disabled","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Operational Delivery","3970","3850","22040","21270"
"New entrant CS","2021","Declared non-disabled","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Other","450","430","20610","20920"
"New entrant CS","2021","Declared non-disabled","AA/AO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Policy","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Property","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Science and Engineering","180","170","21070","20660"
"New entrant CS","2021","Declared non-disabled","AA/AO","Security","300","300","23870","20920"
"New entrant CS","2021","Declared non-disabled","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Tax","610","590","20210","20140"
"New entrant CS","2021","Declared non-disabled","AA/AO","Unknown","4650","4590","21610","21010"
"New entrant CS","2021","Declared non-disabled","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Digital, Data and Technology","140","140","25610","25560"
"New entrant CS","2021","Declared non-disabled","EO","Economics","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Finance","90","90","24740","25000"
"New entrant CS","2021","Declared non-disabled","EO","Human Resources","70","60","25590","26180"
"New entrant CS","2021","Declared non-disabled","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Legal","60","60","27470","29280"
"New entrant CS","2021","Declared non-disabled","EO","Medicine","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Operational Delivery","910","870","25630","25010"
"New entrant CS","2021","Declared non-disabled","EO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Other","350","350","25310","26350"
"New entrant CS","2021","Declared non-disabled","EO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Policy","240","230","26670","26410"
"New entrant CS","2021","Declared non-disabled","EO","Project Delivery","140","130","25810","26350"
"New entrant CS","2021","Declared non-disabled","EO","Property","70","70","25780","26350"
"New entrant CS","2021","Declared non-disabled","EO","Psychology","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Science and Engineering","190","190","26090","26370"
"New entrant CS","2021","Declared non-disabled","EO","Security","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Statistics","50","50","27010","27850"
"New entrant CS","2021","Declared non-disabled","EO","Tax","270","270","25700","25560"
"New entrant CS","2021","Declared non-disabled","EO","Unknown","8210","8040","28520","27570"
"New entrant CS","2021","Declared non-disabled","EO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
