"Status","Year","Responsibility_level","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","G6/G7","Cabinet Office","No function","70","70","57520","54700"
"New entrant CS","2021","G6/G7","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Charity Commission","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","No function","90","90","57830","53380"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","No function","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Education","No function","60","60","53950","53420"
"New entrant CS","2021","G6/G7","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Education","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","50","50","50990","49320"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","No function","120","110","54280","52290"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Transport","No function","70","60","59860","54650"
"New entrant CS","2021","G6/G7","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Work and Pensions","Unknown","170","170","58160","56140"
"New entrant CS","2021","G6/G7","Department of Health and Social Care","Analysis","50","50","[c]","[c]"
"New entrant CS","2021","G6/G7","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department of Health and Social Care","No function","360","330","56390","53360"
"New entrant CS","2021","G6/G7","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department of Health and Social Care","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","ESTYN","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs","Digital, Data & Technology","50","40","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Treasury","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Treasury","No function","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Home Office","Unknown","230","220","59700","57430"
"New entrant CS","2021","G6/G7","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Defence","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Defence","Project Delivery","70","70","57640","55000"
"New entrant CS","2021","G6/G7","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Defence","Unknown","90","70","73020","74910"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","No function","60","50","52330","53130"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Justice","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Justice","Digital, Data & Technology","110","110","61050","60000"
"New entrant CS","2021","G6/G7","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Justice","No function","40","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office for Standards in Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office for Standards in Education","No function","60","60","73280","75500"
"New entrant CS","2021","G6/G7","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Gas and Electricity Markets","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other Cabinet Office Agencies","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other Cabinet Office Agencies","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other Cabinet Office Agencies","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Government","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Government","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Government","Unknown","220","210","55580","52480"
"New entrant CS","2021","G6/G7","The National Archives","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","The National Archives","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Cabinet Office","Commercial","150","150","80850","71000"
"New entrant CS","2021","SCS","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Education","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Transport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department of Health and Social Care","No function","100","70","97030","91300"
"New entrant CS","2021","SCS","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Revenue and Customs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Revenue and Customs","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Treasury","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
