"Status","Year","Responsibility_level","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","G6/G7","Lancashire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Lancashire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Lancashire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Lancashire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Lancashire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Lancashire","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Lancashire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Lincolnshire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Merseyside","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Merseyside","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Merseyside","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Merseyside","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Merseyside","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Merseyside","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Merseyside","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Merseyside","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Merseyside","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Merseyside","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Merseyside","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Merseyside","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Merseyside","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","North Yorkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","North Yorkshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","North Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","North Yorkshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","North Yorkshire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northern Ireland","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northern Ireland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northumberland, and Tyne and Wear","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northumberland, and Tyne and Wear","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northumberland, and Tyne and Wear","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northumberland, and Tyne and Wear","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northumberland, and Tyne and Wear","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northumberland, and Tyne and Wear","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northumberland, and Tyne and Wear","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northumberland, and Tyne and Wear","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northumberland, and Tyne and Wear","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northumberland, and Tyne and Wear","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northumberland, and Tyne and Wear","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Outer London - East and North East","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Outer London - East and North East","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Outer London - East and North East","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Outer London - South","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Outer London - South","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Outer London - South","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Outer London - South","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Outer London - South","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Outer London - West and North West","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Outer London - West and North West","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Outer London - West and North West","Public Health England","280","260","59880","55130"
"Leaver Dept.","2022","G6/G7","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Overseas","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Overseas","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Shropshire and Staffordshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Shropshire and Staffordshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Shropshire and Staffordshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Shropshire and Staffordshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Shropshire and Staffordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Shropshire and Staffordshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Shropshire and Staffordshire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","South Yorkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","South Yorkshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","South Yorkshire","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","South Yorkshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","South Yorkshire","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","South Yorkshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","South Yorkshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","South Yorkshire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","South Yorkshire","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Southern Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Southern Scotland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Southern Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Southern Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Southern Scotland","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Surrey, East and West Sussex","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Surrey, East and West Sussex","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Surrey, East and West Sussex","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Surrey, East and West Sussex","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Surrey, East and West Sussex","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Tees Valley and Durham","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Tees Valley and Durham","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Tees Valley and Durham","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Tees Valley and Durham","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Tees Valley and Durham","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Cabinet Office (excl. agencies)","50","50","59070","56340"
"Leaver Dept.","2022","G6/G7","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Department of Health and Social Care (excl. agencies)","40","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Central Scotland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Central Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Central Scotland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Central Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Central Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Central Scotland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Central Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Central Scotland","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Central Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Central Scotland","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Public Health England","60","60","56930","50930"
"Leaver Dept.","2022","G6/G7","West Midlands","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Midlands","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Wales and The Valleys","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Wales and The Valleys","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Wales and The Valleys","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Wales and The Valleys","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Wales and The Valleys","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Wales and The Valleys","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Wales and The Valleys","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Yorkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Yorkshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Yorkshire","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Yorkshire","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Yorkshire","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Yorkshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Yorkshire","Department of Health and Social Care (excl. agencies)","110","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Yorkshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Yorkshire","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Yorkshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Yorkshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Yorkshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Yorkshire","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Yorkshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","West Yorkshire","Public Health England","80","80","57760","54410"
"Leaver Dept.","2022","SCS","Bedfordshire and Hertfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Bedfordshire and Hertfordshire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Berkshire, Buckinghamshire and Oxfordshire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Cheshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Cheshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Cornwall and Isles of Scilly","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Cumbria","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Derbyshire and Nottinghamshire","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Derbyshire and Nottinghamshire","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Derbyshire and Nottinghamshire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Devon","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","East Anglia","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","East Wales","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","East Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","East Wales","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","East Wales","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","East Yorkshire and Northern Lincolnshire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Eastern Scotland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Eastern Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Eastern Scotland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Essex","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","Public Health England","30","30","[c]","[c]"
"Leaver Dept.","2022","SCS","Greater Manchester","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Greater Manchester","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Greater Manchester","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Greater Manchester","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Greater Manchester","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Hampshire and Isle of Wight","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Hampshire and Isle of Wight","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Hampshire and Isle of Wight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Herefordshire, Worcestershire and Warwickshire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - East","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - East","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - East","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - East","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - East","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - East","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - East","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - East","Public Health England","130","110","101990","96070"
"Leaver Dept.","2022","SCS","Inner London - East","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Cabinet Office (excl. agencies)","80","80","86750","76580"
"Leaver Dept.","2022","SCS","Inner London - West","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Department for Business, Energy and Industrial Strategy (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Department of Health and Social Care (excl. agencies)","60","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Inner London - West","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Kent","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Lancashire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Leicestershire, Rutland and Northamptonshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Merseyside","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Merseyside","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","North Yorkshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","North Yorkshire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Northumberland, and Tyne and Wear","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Northumberland, and Tyne and Wear","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Northumberland, and Tyne and Wear","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Northumberland, and Tyne and Wear","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Northumberland, and Tyne and Wear","Public Health England","[c]","[c]","[c]","[c]"
