"Status","Year","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","No function","890","880","33510","32770"
"New entrant CS","2021","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","No function","120","120","54560","51360"
"New entrant CS","2021","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","No function","230","230","30990","25750"
"New entrant CS","2021","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","No function","40","40","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Commercial","60","50","31800","30000"
"New entrant CS","2021","Other Cabinet Office Agencies","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","No function","50","50","31760","27770"
"New entrant CS","2021","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Human Resources","50","50","[c]","[c]"
"New entrant CS","2021","Scottish Government","Legal","120","110","26180","20850"
"New entrant CS","2021","Scottish Government","No function","350","340","22040","20810"
"New entrant CS","2021","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Property","80","80","26360","25280"
"New entrant CS","2021","Scottish Government","Unknown","1410","1360","33170","30650"
"New entrant CS","2021","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","No function","30","30","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Commercial","50","50","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Analysis","430","430","31420","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Digital, Data & Technology","130","130","37420","36030"
"New entrant CS","2021","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","No function","360","340","28270","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Project Delivery","60","60","36540","36030"
"New entrant CS","2021","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","200","180","27600","20500"
"New entrant CS","2022","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Legal","920","890","34640","26970"
"New entrant CS","2022","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Commercial","300","290","61300","65000"
"New entrant CS","2022","Cabinet Office","Communications","60","60","34730","34550"
"New entrant CS","2022","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Digital, Data & Technology","270","270","43380","40600"
"New entrant CS","2022","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Human Resources","160","150","30890","24100"
"New entrant CS","2022","Cabinet Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","No function","850","850","30870","28000"
"New entrant CS","2022","Cabinet Office","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Property","90","90","46890","42900"
"New entrant CS","2022","Cabinet Office","Security","160","150","30700","27500"
"New entrant CS","2022","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","No function","60","50","24720","24440"
"New entrant CS","2022","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Legal","30","30","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Project Delivery","40","30","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Analysis","60","60","33630","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","240","240","29550","24850"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Finance","50","50","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","No function","890","870","33150","30410"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","60","60","38750","38650"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","No function","320","320","35330","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Department for Education","Commercial","80","70","31570","29360"
"New entrant CS","2022","Department for Education","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education","Digital, Data & Technology","170","160","38100","36500"
"New entrant CS","2022","Department for Education","Finance","140","130","34450","29360"
"New entrant CS","2022","Department for Education","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","No function","490","480","33070","29360"
"New entrant CS","2022","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Property","90","80","41610","36500"
"New entrant CS","2022","Department for Education","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Analysis","70","70","27460","27930"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Communications","50","50","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","290","280","39210","37000"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Finance","70","70","36820","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Grants Management","520","500","21610","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","100","90","36600","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","No function","1680","1650","34130","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","50","50","25110","21400"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Property","70","60","42070","38750"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Analysis","60","60","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","No function","240","240","36500","31800"
"New entrant CS","2022","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","No function","530","520","34600","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Analysis","70","70","39740","34710"
"New entrant CS","2022","Department for Transport","Commercial","50","50","30140","27770"
"New entrant CS","2022","Department for Transport","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Digital, Data & Technology","120","120","33560","30730"
"New entrant CS","2022","Department for Transport","Finance","60","60","39280","38650"
"New entrant CS","2022","Department for Transport","Human Resources","70","70","34760","30730"
"New entrant CS","2022","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","No function","1700","1630","28610","26130"
"New entrant CS","2022","Department for Transport","Project Delivery","80","80","43380","38650"
"New entrant CS","2022","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Analysis","100","100","29100","31000"
"New entrant CS","2022","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Counter Fraud","770","750","25480","25110"
"New entrant CS","2022","Department for Work and Pensions","Debt","310","300","21810","21260"
"New entrant CS","2022","Department for Work and Pensions","Digital, Data & Technology","380","380","40020","37100"
"New entrant CS","2022","Department for Work and Pensions","Finance","150","140","32650","31990"
"New entrant CS","2022","Department for Work and Pensions","Human Resources","130","120","30670","27570"
"New entrant CS","2022","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","No function","7360","7200","25580","27570"
"New entrant CS","2022","Department for Work and Pensions","Project Delivery","70","70","27940","21260"
"New entrant CS","2022","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","1270","1240","27350","27570"
"New entrant CS","2022","Department of Health and Social Care","Analysis","80","50","38320","32790"
"New entrant CS","2022","Department of Health and Social Care","Commercial","130","80","43980","40650"
"New entrant CS","2022","Department of Health and Social Care","Communications","150","110","36440","30430"
"New entrant CS","2022","Department of Health and Social Care","Digital, Data & Technology","120","80","35910","32790"
"New entrant CS","2022","Department of Health and Social Care","Finance","190","130","35180","32790"
"New entrant CS","2022","Department of Health and Social Care","Human Resources","210","180","38150","32790"
"New entrant CS","2022","Department of Health and Social Care","No function","2390","2150","37270","32330"
"New entrant CS","2022","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","No function","140","140","31840","30350"
"New entrant CS","2022","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Digital, Data & Technology","90","90","31100","30600"
"New entrant CS","2022","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","No function","350","330","24650","22600"
"New entrant CS","2022","HM Land Registry","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Analysis","110","110","34480","33080"
"New entrant CS","2022","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Communications","880","870","27040","26590"
"New entrant CS","2022","HM Revenue and Customs","Counter Fraud","750","740","28600","26590"
"New entrant CS","2022","HM Revenue and Customs","Debt","720","690","21480","21250"
"New entrant CS","2022","HM Revenue and Customs","Digital, Data & Technology","340","340","35980","33080"
"New entrant CS","2022","HM Revenue and Customs","Finance","180","170","30520","26590"
"New entrant CS","2022","HM Revenue and Customs","Human Resources","70","70","29940","26590"
"New entrant CS","2022","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Legal","100","100","37020","30750"
"New entrant CS","2022","HM Revenue and Customs","No function","4110","4010","25660","21250"
"New entrant CS","2022","HM Revenue and Customs","Project Delivery","180","170","41450","40180"
"New entrant CS","2022","HM Revenue and Customs","Property","500","500","26610","25000"
"New entrant CS","2022","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Unknown","550","520","[c]","[c]"
"New entrant CS","2022","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","No function","260","250","32940","28500"
"New entrant CS","2022","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","2570","2450","29780","24880"
"New entrant CS","2022","Ministry of Defence","Analysis","130","130","31330","29230"
"New entrant CS","2022","Ministry of Defence","Commercial","200","200","30440","26670"
"New entrant CS","2022","Ministry of Defence","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Digital, Data & Technology","230","230","30830","26740"
"New entrant CS","2022","Ministry of Defence","Finance","140","130","29200","26350"
"New entrant CS","2022","Ministry of Defence","Human Resources","210","200","29190","21170"
"New entrant CS","2022","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","No function","520","520","29090","26030"
"New entrant CS","2022","Ministry of Defence","Project Delivery","1260","1240","33020","32000"
"New entrant CS","2022","Ministry of Defence","Property","220","220","29600","29610"
"New entrant CS","2022","Ministry of Defence","Security","580","580","26820","25000"
"New entrant CS","2022","Ministry of Defence","Unknown","1440","1370","29730","26350"
"New entrant CS","2022","Ministry of Justice","Analysis","80","80","33640","31460"
"New entrant CS","2022","Ministry of Justice","Commercial","50","50","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data & Technology","220","220","43230","41750"
"New entrant CS","2022","Ministry of Justice","Finance","50","50","35530","36050"
"New entrant CS","2022","Ministry of Justice","Human Resources","100","100","32830","30450"
"New entrant CS","2022","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","No function","17530","16690","26540","24240"
