"Status","Year","Function_of_post","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","LGBO","Wales","80","70","25000","27570"
"New entrant CS","2021","Unknown","LGBO","West Midlands (England)","90","80","25810","27570"
"New entrant CS","2021","Unknown","LGBO","Yorkshire and The Humber","150","150","25770","27570"
"New entrant CS","2021","Unknown","Undeclared","East Midlands (England)","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","East of England","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","London","210","200","31590","31060"
"New entrant CS","2021","Unknown","Undeclared","North East (England)","60","60","26450","21010"
"New entrant CS","2021","Unknown","Undeclared","North West (England)","110","110","26400","27570"
"New entrant CS","2021","Unknown","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Scotland","90","90","30150","27570"
"New entrant CS","2021","Unknown","Undeclared","South East (England)","120","120","27710","27570"
"New entrant CS","2021","Unknown","Undeclared","South West (England)","70","70","26500","27570"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Wales","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Yorkshire and The Humber","80","80","26690","27570"
"New entrant CS","2021","Unknown","Unknown","East Midlands (England)","130","130","26550","27570"
"New entrant CS","2021","Unknown","Unknown","East of England","200","190","26190","26350"
"New entrant CS","2021","Unknown","Unknown","London","1120","1110","36070","31060"
"New entrant CS","2021","Unknown","Unknown","North East (England)","230","220","25290","21430"
"New entrant CS","2021","Unknown","Unknown","North West (England)","550","540","26790","24880"
"New entrant CS","2021","Unknown","Unknown","Northern Ireland","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Scotland","840","810","33690","30160"
"New entrant CS","2021","Unknown","Unknown","South East (England)","430","410","27610","25770"
"New entrant CS","2021","Unknown","Unknown","South West (England)","190","170","29250","27570"
"New entrant CS","2021","Unknown","Unknown","Unknown","380","370","34900","27570"
"New entrant CS","2021","Unknown","Unknown","Wales","110","110","25770","21430"
"New entrant CS","2021","Unknown","Unknown","West Midlands (England)","130","120","28450","27570"
"New entrant CS","2021","Unknown","Unknown","Yorkshire and The Humber","420","410","26760","24880"
"New entrant CS","2022","Analysis","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Heterosexual / straight","London","360","360","37850","33710"
"New entrant CS","2022","Analysis","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Heterosexual / straight","North West (England)","70","70","31090","33080"
"New entrant CS","2022","Analysis","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Heterosexual / straight","South East (England)","100","90","31720","30710"
"New entrant CS","2022","Analysis","Heterosexual / straight","South West (England)","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Heterosexual / straight","Wales","210","200","31240","30710"
"New entrant CS","2022","Analysis","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Heterosexual / straight","Yorkshire and The Humber","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","LGBO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","LGBO","London","60","60","34050","33390"
"New entrant CS","2022","Analysis","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","LGBO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","LGBO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","LGBO","Wales","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","London","60","50","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","East of England","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","London","120","110","36920","32880"
"New entrant CS","2022","Analysis","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","South East (England)","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","South West (England)","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","London","130","120","37840","34550"
"New entrant CS","2022","Commercial","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","North West (England)","50","50","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","South East (England)","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","South West (England)","80","80","34970","31060"
"New entrant CS","2022","Commercial","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","Yorkshire and The Humber","70","70","33290","30450"
"New entrant CS","2022","Commercial","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","London","40","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Yorkshire and The Humber","40","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","London","100","100","64710","67750"
"New entrant CS","2022","Commercial","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","North West (England)","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","South East (England)","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","South West (England)","50","50","38220","27010"
"New entrant CS","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Yorkshire and The Humber","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Heterosexual / straight","East Midlands (England)","120","110","26660","26590"
"New entrant CS","2022","Communications","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Heterosexual / straight","London","210","200","38610","34710"
"New entrant CS","2022","Communications","Heterosexual / straight","North East (England)","70","70","27700","26590"
"New entrant CS","2022","Communications","Heterosexual / straight","North West (England)","90","90","28910","26590"
"New entrant CS","2022","Communications","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Heterosexual / straight","Wales","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Heterosexual / straight","West Midlands (England)","120","120","27240","26590"
"New entrant CS","2022","Communications","Heterosexual / straight","Yorkshire and The Humber","60","60","31120","26590"
"New entrant CS","2022","Communications","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","London","40","30","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","London","90","60","33680","27270"
"New entrant CS","2022","Communications","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","East Midlands (England)","80","80","26290","26590"
"New entrant CS","2022","Communications","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","London","110","110","37350","35170"
"New entrant CS","2022","Communications","Unknown","North East (England)","50","50","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","North West (England)","70","70","27790","26590"
"New entrant CS","2022","Communications","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Wales","30","30","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","West Midlands (England)","120","110","25990","26590"
"New entrant CS","2022","Communications","Unknown","Yorkshire and The Humber","50","50","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","East Midlands (England)","50","50","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","East of England","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","London","210","210","30420","30750"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","North East (England)","90","90","27240","27570"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","North West (England)","140","130","27180","26590"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","Northern Ireland","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","Scotland","170","160","24040","21260"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","South East (England)","110","110","24950","24250"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","Wales","70","70","24800","24480"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","West Midlands (England)","70","70","27020","27570"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","Yorkshire and The Humber","70","70","27560","26700"
"New entrant CS","2022","Counter Fraud","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","London","80","70","32040","30750"
"New entrant CS","2022","Counter Fraud","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","North West (England)","70","70","26730","26590"
"New entrant CS","2022","Counter Fraud","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Yorkshire and The Humber","50","50","[c]","[c]"
"New entrant CS","2022","Debt","Heterosexual / straight","East Midlands (England)","70","70","21250","21260"
"New entrant CS","2022","Debt","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Heterosexual / straight","North East (England)","100","100","21830","21260"
"New entrant CS","2022","Debt","Heterosexual / straight","North West (England)","80","80","21600","21250"
"New entrant CS","2022","Debt","Heterosexual / straight","Scotland","80","70","21470","21250"
"New entrant CS","2022","Debt","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Heterosexual / straight","Wales","60","60","21250","21250"
"New entrant CS","2022","Debt","Heterosexual / straight","West Midlands (England)","130","120","21640","21250"
"New entrant CS","2022","Debt","Heterosexual / straight","Yorkshire and The Humber","70","70","21910","21260"
"New entrant CS","2022","Debt","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","LGBO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","LGBO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","LGBO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","LGBO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","North East (England)","40","40","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","North West (England)","50","40","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Scotland","50","50","21370","21250"
"New entrant CS","2022","Debt","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Wales","30","30","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","West Midlands (England)","60","50","21440","21250"
"New entrant CS","2022","Debt","Unknown","Yorkshire and The Humber","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","East Midlands (England)","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","London","420","410","43530","40620"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","North East (England)","140","140","37370","33840"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","North West (England)","280","280","38290","35310"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","Scotland","70","70","39850","36300"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","South East (England)","90","90","34800","30730"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","South West (England)","270","270","31960","29180"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","Wales","160","160","36240","33840"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","West Midlands (England)","110","110","36970","35900"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","Yorkshire and The Humber","140","130","39580","36500"
"New entrant CS","2022","Digital, Data & Technology","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","LGBO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","LGBO","London","60","60","42880","40600"
"New entrant CS","2022","Digital, Data & Technology","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","LGBO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","LGBO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","LGBO","South West (England)","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","LGBO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","London","80","60","41220","35930"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
