"Status","Year","Organisation","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Undeclared","Undeclared","50","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Declared non-disabled","370","360","27490","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","2940","2850","26340","21250"
"New entrant CS","2022","HM Treasury (excl. agencies)","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Heterosexual / straight","Declared non-disabled","170","160","33340","28500"
"New entrant CS","2022","HM Treasury (excl. agencies)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Home Office","Heterosexual / straight","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Home Office","Heterosexual / straight","Unknown","480","470","29920","24880"
"New entrant CS","2022","Home Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","LGBO","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Home Office","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Unknown","1920","1810","29660","24880"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Heterosexual / straight","Declared non-disabled","110","110","30010","24030"
"New entrant CS","2022","Intellectual Property Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Unknown","Unknown","90","80","27780","24030"
"New entrant CS","2022","Legal Aid Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Heterosexual / straight","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Heterosexual / straight","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Heterosexual / straight","Unknown","70","70","30190","26840"
"New entrant CS","2022","Maritime and Coastguard Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Unknown","Unknown","50","50","30040","26840"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Heterosexual / straight","Declared non-disabled","150","140","28390","24370"
"New entrant CS","2022","Met Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Undeclared","Declared non-disabled","50","50","28740","24380"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Heterosexual / straight","Declared disabled","90","90","30350","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Heterosexual / straight","Declared non-disabled","1260","1230","30340","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Heterosexual / straight","Undeclared","50","40","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Heterosexual / straight","Unknown","340","330","29970","25640"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","LGBO","Declared non-disabled","60","60","30780","26780"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Undeclared","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","900","860","30400","26350"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Heterosexual / straight","Declared non-disabled","310","300","37820","34260"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","LGBO","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Unknown","Unknown","270","270","34100","34260"
"New entrant CS","2022","National Crime Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Heterosexual / straight","Unknown","370","370","37010","34140"
"New entrant CS","2022","National Crime Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Unknown","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Declared non-disabled","200","190","49890","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Declared non-disabled","330","330","37060","30000"
"New entrant CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","LGBO","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Heterosexual / straight","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Heterosexual / straight","Declared non-disabled","60","60","21740","20970"
"New entrant CS","2022","Office of the Public Guardian","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Unknown","Unknown","130","120","21860","20970"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Heterosexual / straight","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Heterosexual / straight","Declared non-disabled","170","150","38810","36330"
"New entrant CS","2022","Public Health England","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
