"Status","Year","Responsibility_level","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","G6/G7","Female","Policy","300","290","55710","53380"
"New entrant CS","2021","G6/G7","Female","Project Delivery","80","80","55410","53500"
"New entrant CS","2021","G6/G7","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Science and Engineering","50","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Unknown","340","320","57480","54700"
"New entrant CS","2021","G6/G7","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Commercial","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Communications","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Digital, Data and Technology","330","330","58640","57050"
"New entrant CS","2021","G6/G7","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Finance","50","50","59210","58510"
"New entrant CS","2021","G6/G7","Male","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Legal","170","160","53440","50520"
"New entrant CS","2021","G6/G7","Male","Medicine","40","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Operational Delivery","200","190","56710","54670"
"New entrant CS","2021","G6/G7","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Other","60","60","62480","57460"
"New entrant CS","2021","G6/G7","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Policy","290","290","56240","53420"
"New entrant CS","2021","G6/G7","Male","Project Delivery","110","110","56970","54540"
"New entrant CS","2021","G6/G7","Male","Property","50","50","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Unknown","390","390","59910","56120"
"New entrant CS","2021","G6/G7","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Medicine","30","20","[c]","[c]"
"New entrant CS","2021","SCS","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Unknown","100","100","84770","73000"
"New entrant CS","2021","SCS","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Policy","40","30","[c]","[c]"
"New entrant CS","2021","SCS","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Unknown","140","140","88170","74000"
"New entrant CS","2021","SCS","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Commercial","120","120","36120","35900"
"New entrant CS","2021","SEO/HEO","Female","Communications","120","120","36240","35500"
"New entrant CS","2021","SEO/HEO","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Digital, Data and Technology","300","300","36410","35900"
"New entrant CS","2021","SEO/HEO","Female","Economics","110","110","33480","32790"
"New entrant CS","2021","SEO/HEO","Female","Finance","180","170","36570","36500"
"New entrant CS","2021","SEO/HEO","Female","Human Resources","180","180","34680","34000"
"New entrant CS","2021","SEO/HEO","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","International Trade","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Legal","230","230","34780","36570"
"New entrant CS","2021","SEO/HEO","Female","Medicine","90","80","36820","37890"
"New entrant CS","2021","SEO/HEO","Female","Operational Delivery","1160","1080","34740","33570"
"New entrant CS","2021","SEO/HEO","Female","Operational Research","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Other","180","170","35380","35000"
"New entrant CS","2021","SEO/HEO","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Policy","1090","1070","34210","33570"
"New entrant CS","2021","SEO/HEO","Female","Project Delivery","300","300","35870","35050"
"New entrant CS","2021","SEO/HEO","Female","Property","70","70","35200","33300"
"New entrant CS","2021","SEO/HEO","Female","Psychology","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Science and Engineering","340","290","34550","33780"
"New entrant CS","2021","SEO/HEO","Female","Security","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Social Research","130","130","33770","32540"
"New entrant CS","2021","SEO/HEO","Female","Statistics","110","110","33760","32540"
"New entrant CS","2021","SEO/HEO","Female","Tax","120","120","32690","31810"
"New entrant CS","2021","SEO/HEO","Female","Unknown","1160","1140","32960","31990"
"New entrant CS","2021","SEO/HEO","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Male","Commercial","120","120","36980","36500"
"New entrant CS","2021","SEO/HEO","Male","Communications","80","80","37140","36500"
"New entrant CS","2021","SEO/HEO","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Male","Digital, Data and Technology","560","550","37550","36810"
"New entrant CS","2021","SEO/HEO","Male","Economics","190","190","33240","32790"
"New entrant CS","2021","SEO/HEO","Male","Finance","150","140","36500","35300"
"New entrant CS","2021","SEO/HEO","Male","Human Resources","70","70","34270","33120"
"New entrant CS","2021","SEO/HEO","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Male","International Trade","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Male","Knowledge and Information Management","50","50","36250","33000"
"New entrant CS","2021","SEO/HEO","Male","Legal","120","120","34850","37230"
"New entrant CS","2021","SEO/HEO","Male","Medicine","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Male","Operational Delivery","810","780","35630","34730"
"New entrant CS","2021","SEO/HEO","Male","Operational Research","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Male","Other","190","190","34510","35000"
"New entrant CS","2021","SEO/HEO","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Male","Policy","890","880","34260","33570"
"New entrant CS","2021","SEO/HEO","Male","Project Delivery","330","320","36260","35900"
"New entrant CS","2021","SEO/HEO","Male","Property","140","140","34500","33000"
"New entrant CS","2021","SEO/HEO","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Male","Science and Engineering","260","260","35050","33000"
"New entrant CS","2021","SEO/HEO","Male","Security","60","60","35810","34880"
"New entrant CS","2021","SEO/HEO","Male","Social Research","50","50","33180","32540"
"New entrant CS","2021","SEO/HEO","Male","Statistics","100","90","34430","32560"
"New entrant CS","2021","SEO/HEO","Male","Tax","140","140","32610","31810"
"New entrant CS","2021","SEO/HEO","Male","Unknown","830","830","33580","32640"
"New entrant CS","2021","SEO/HEO","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Operational Delivery","1140","1040","22850","22920"
"New entrant CS","2021","Unknown","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Unknown","230","220","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Operational Delivery","320","280","23550","22920"
"New entrant CS","2021","Unknown","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Science and Engineering","80","80","32200","27770"
"New entrant CS","2021","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Unknown","110","110","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Communications","40","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Counter Fraud","170","170","22690","21260"
"New entrant CS","2022","AA/AO","Female","Digital, Data and Technology","90","90","20560","21170"
"New entrant CS","2022","AA/AO","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Finance","80","70","21050","21250"
"New entrant CS","2022","AA/AO","Female","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Human Resources","170","160","21480","21170"
"New entrant CS","2022","AA/AO","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Knowledge and Information Management","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Medicine","50","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Operational Delivery","9950","9550","21940","21260"
"New entrant CS","2022","AA/AO","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Other","650","620","21240","21260"
"New entrant CS","2022","AA/AO","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Policy","80","80","21370","21260"
"New entrant CS","2022","AA/AO","Female","Project Delivery","50","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Property","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Science and Engineering","120","120","21260","21170"
"New entrant CS","2022","AA/AO","Female","Security","90","90","23540","23540"
"New entrant CS","2022","AA/AO","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Statistics","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Female","Tax","410","390","21250","21250"
"New entrant CS","2022","AA/AO","Female","Unknown","1370","1310","21850","21250"
"New entrant CS","2022","AA/AO","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Counter Fraud","120","120","22640","21260"
"New entrant CS","2022","AA/AO","Male","Digital, Data and Technology","120","120","20350","21170"
"New entrant CS","2022","AA/AO","Male","Economics","50","50","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Finance","50","50","21040","21250"
"New entrant CS","2022","AA/AO","Male","Geography","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Human Resources","70","70","21550","21170"
"New entrant CS","2022","AA/AO","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Operational Delivery","7520","7390","22410","21260"
"New entrant CS","2022","AA/AO","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Other","470","460","21140","21260"
"New entrant CS","2022","AA/AO","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Policy","50","50","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Property","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Science and Engineering","130","130","20300","20750"
"New entrant CS","2022","AA/AO","Male","Security","390","390","25440","25000"
"New entrant CS","2022","AA/AO","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Male","Tax","340","320","21250","21250"
"New entrant CS","2022","AA/AO","Male","Unknown","1030","1010","21870","21250"
"New entrant CS","2022","AA/AO","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Female","Commercial","160","160","25700","26350"
"New entrant CS","2022","EO","Female","Communications","90","80","27360","27270"
"New entrant CS","2022","EO","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Female","Counter Fraud","220","210","27790","27570"
"New entrant CS","2022","EO","Female","Digital, Data and Technology","200","190","26700","26590"
"New entrant CS","2022","EO","Female","Economics","40","30","[c]","[c]"
"New entrant CS","2022","EO","Female","Finance","180","170","25210","25120"
"New entrant CS","2022","EO","Female","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Female","Human Resources","240","220","25980","26250"
"New entrant CS","2022","EO","Female","Intelligence Analysis","60","50","27250","26590"
"New entrant CS","2022","EO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Female","International Trade","40","40","[c]","[c]"
"New entrant CS","2022","EO","Female","Knowledge and Information Management","30","30","[c]","[c]"
"New entrant CS","2022","EO","Female","Legal","120","120","27610","27130"
"New entrant CS","2022","EO","Female","Medicine","40","30","[c]","[c]"
"New entrant CS","2022","EO","Female","Operational Delivery","4400","4220","27510","27570"
"New entrant CS","2022","EO","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Female","Other","370","360","25730","26880"
"New entrant CS","2022","EO","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Female","Policy","450","440","26560","26250"
"New entrant CS","2022","EO","Female","Project Delivery","130","130","26120","26350"
"New entrant CS","2022","EO","Female","Property","120","120","25620","25000"
"New entrant CS","2022","EO","Female","Psychology","60","60","25130","24620"
"New entrant CS","2022","EO","Female","Science and Engineering","160","160","25910","26370"
"New entrant CS","2022","EO","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Female","Social Research","30","30","[c]","[c]"
"New entrant CS","2022","EO","Female","Statistics","40","30","[c]","[c]"
"New entrant CS","2022","EO","Female","Tax","500","490","26970","26590"
"New entrant CS","2022","EO","Female","Unknown","1240","1200","27300","27230"
"New entrant CS","2022","EO","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Male","Commercial","90","90","25130","25520"
"New entrant CS","2022","EO","Male","Communications","50","40","[c]","[c]"
"New entrant CS","2022","EO","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Male","Counter Fraud","140","140","27940","27570"
"New entrant CS","2022","EO","Male","Digital, Data and Technology","380","380","26630","26500"
"New entrant CS","2022","EO","Male","Economics","30","30","[c]","[c]"
"New entrant CS","2022","EO","Male","Finance","170","160","25100","25120"
"New entrant CS","2022","EO","Male","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Male","Human Resources","80","70","25760","26590"
"New entrant CS","2022","EO","Male","Intelligence Analysis","70","70","27410","26590"
"New entrant CS","2022","EO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Male","Legal","80","80","28110","26970"
"New entrant CS","2022","EO","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Male","Operational Delivery","3470","3360","27730","27570"
"New entrant CS","2022","EO","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Male","Other","360","360","25140","26350"
"New entrant CS","2022","EO","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Male","Policy","280","270","26630","26180"
"New entrant CS","2022","EO","Male","Project Delivery","110","100","25070","24750"
"New entrant CS","2022","EO","Male","Property","120","120","25990","25000"
"New entrant CS","2022","EO","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Male","Science and Engineering","200","200","24260","25010"
"New entrant CS","2022","EO","Male","Security","30","30","[c]","[c]"
"New entrant CS","2022","EO","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Male","Statistics","60","60","26730","26370"
"New entrant CS","2022","EO","Male","Tax","580","580","26990","26590"
"New entrant CS","2022","EO","Male","Unknown","890","880","27270","27230"
"New entrant CS","2022","EO","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Commercial","40","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Communications","60","50","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Digital, Data and Technology","200","190","54170","53360"
"New entrant CS","2022","G6/G7","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Finance","90","80","55730","54130"
"New entrant CS","2022","G6/G7","Female","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Human Resources","110","100","55560","54000"
"New entrant CS","2022","G6/G7","Female","Inspector of Education and Training","50","50","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Legal","250","230","53770","52080"
"New entrant CS","2022","G6/G7","Female","Medicine","50","40","66230","65750"
"New entrant CS","2022","G6/G7","Female","Operational Delivery","290","270","56190","53360"
"New entrant CS","2022","G6/G7","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Other","60","50","54720","53600"
"New entrant CS","2022","G6/G7","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Policy","350","330","54400","53130"
"New entrant CS","2022","G6/G7","Female","Project Delivery","100","90","55290","54110"
"New entrant CS","2022","G6/G7","Female","Property","50","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Science and Engineering","60","50","53170","50730"
"New entrant CS","2022","G6/G7","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Female","Unknown","430","410","58180","54700"
"New entrant CS","2022","G6/G7","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Digital, Data and Technology","470","460","57250","56130"
"New entrant CS","2022","G6/G7","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Finance","80","80","56660","54880"
"New entrant CS","2022","G6/G7","Male","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Human Resources","50","50","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Inspector of Education and Training","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","International Trade","[c]","[c]","[c]","[c]"
