"Status","Year","Ethnicity","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Unknown","50","50","27180","27570"
"New entrant CS","2021","Undeclared","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","No function","140","130","29810","27190"
"New entrant CS","2021","Undeclared","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Unknown","200","200","27580","27570"
"New entrant CS","2021","Undeclared","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","No function","160","140","33770","28590"
"New entrant CS","2021","Undeclared","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Unknown","110","110","28860","27570"
"New entrant CS","2021","Undeclared","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","No function","90","90","27680","24240"
"New entrant CS","2021","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","No function","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Grants Management","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","No function","80","70","33010","31770"
"New entrant CS","2021","Unknown","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Unknown","60","50","29790","27570"
"New entrant CS","2021","Unknown","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","No function","130","130","39250","34710"
"New entrant CS","2021","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Analysis","270","270","36000","32540"
"New entrant CS","2021","Unknown","Unknown","Commercial","340","330","64030","68000"
"New entrant CS","2021","Unknown","Unknown","Communications","650","640","29670","25560"
"New entrant CS","2021","Unknown","Unknown","Counter Fraud","80","80","28660","25560"
"New entrant CS","2021","Unknown","Unknown","Debt","650","640","20420","20140"
"New entrant CS","2021","Unknown","Unknown","Digital, Data & Technology","630","630","39850","36500"
"New entrant CS","2021","Unknown","Unknown","Finance","220","210","33320","32790"
"New entrant CS","2021","Unknown","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Human Resources","170","160","32160","27980"
"New entrant CS","2021","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Legal","340","330","32140","26550"
"New entrant CS","2021","Unknown","Unknown","No function","7420","7190","26070","22850"
"New entrant CS","2021","Unknown","Unknown","Project Delivery","350","340","32570","29540"
"New entrant CS","2021","Unknown","Unknown","Property","200","190","27960","24500"
"New entrant CS","2021","Unknown","Unknown","Security","290","290","27830","24620"
"New entrant CS","2021","Unknown","Unknown","Unknown","4620","4500","30730","27570"
"New entrant CS","2021","White","Declared disabled","Analysis","60","50","30960","30730"
"New entrant CS","2021","White","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Declared disabled","Communications","30","30","[c]","[c]"
"New entrant CS","2021","White","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Declared disabled","Digital, Data & Technology","60","60","38370","37030"
"New entrant CS","2021","White","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Declared disabled","Human Resources","60","60","32790","27850"
"New entrant CS","2021","White","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Declared disabled","Legal","40","40","[c]","[c]"
"New entrant CS","2021","White","Declared disabled","No function","900","880","27610","24620"
"New entrant CS","2021","White","Declared disabled","Project Delivery","90","80","33510","32030"
"New entrant CS","2021","White","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Declared disabled","Unknown","1720","1670","26490","27570"
"New entrant CS","2021","White","Declared non-disabled","Analysis","470","460","34450","31980"
"New entrant CS","2021","White","Declared non-disabled","Commercial","220","210","35710","33150"
"New entrant CS","2021","White","Declared non-disabled","Communications","390","390","31100","25560"
"New entrant CS","2021","White","Declared non-disabled","Counter Fraud","70","70","31940","26800"
"New entrant CS","2021","White","Declared non-disabled","Debt","200","200","20430","20140"
"New entrant CS","2021","White","Declared non-disabled","Digital, Data & Technology","560","560","40500","36800"
"New entrant CS","2021","White","Declared non-disabled","Finance","280","270","36530","32320"
"New entrant CS","2021","White","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Declared non-disabled","Human Resources","400","380","32120","28000"
"New entrant CS","2021","White","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Declared non-disabled","Legal","290","280","40570","37230"
"New entrant CS","2021","White","Declared non-disabled","No function","7800","7500","28700","24370"
"New entrant CS","2021","White","Declared non-disabled","Project Delivery","980","960","37130","33570"
"New entrant CS","2021","White","Declared non-disabled","Property","410","400","31240","28120"
"New entrant CS","2021","White","Declared non-disabled","Security","380","370","26280","23540"
"New entrant CS","2021","White","Declared non-disabled","Unknown","10510","10300","26720","27570"
"New entrant CS","2021","White","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Undeclared","No function","380","360","32660","28720"
"New entrant CS","2021","White","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Undeclared","Unknown","440","430","26050","27570"
"New entrant CS","2021","White","Unknown","Analysis","180","180","33360","32540"
"New entrant CS","2021","White","Unknown","Commercial","80","80","34570","32000"
"New entrant CS","2021","White","Unknown","Communications","70","70","33560","28500"
"New entrant CS","2021","White","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Digital, Data & Technology","210","210","38170","36030"
"New entrant CS","2021","White","Unknown","Finance","70","60","34160","29160"
"New entrant CS","2021","White","Unknown","Human Resources","80","80","32200","28840"
"New entrant CS","2021","White","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Legal","440","430","34800","33700"
"New entrant CS","2021","White","Unknown","No function","1630","1590","30800","28840"
"New entrant CS","2021","White","Unknown","Project Delivery","120","120","37180","36030"
"New entrant CS","2021","White","Unknown","Property","50","40","[c]","[c]"
"New entrant CS","2021","White","Unknown","Security","60","60","28120","24220"
"New entrant CS","2021","White","Unknown","Unknown","520","510","33030","27570"
"New entrant CS","2022","Asian","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared disabled","No function","210","200","28290","27570"
"New entrant CS","2022","Asian","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared non-disabled","Analysis","90","90","32260","30710"
"New entrant CS","2022","Asian","Declared non-disabled","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Declared non-disabled","Communications","150","150","27440","26590"
"New entrant CS","2022","Asian","Declared non-disabled","Counter Fraud","150","150","27110","26590"
"New entrant CS","2022","Asian","Declared non-disabled","Debt","140","130","21490","21250"
"New entrant CS","2022","Asian","Declared non-disabled","Digital, Data & Technology","220","210","39570","37000"
"New entrant CS","2022","Asian","Declared non-disabled","Finance","80","80","34570","31990"
"New entrant CS","2022","Asian","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared non-disabled","Human Resources","70","70","31440","27570"
"New entrant CS","2022","Asian","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared non-disabled","Legal","150","150","38000","38000"
"New entrant CS","2022","Asian","Declared non-disabled","No function","2510","2420","28020","27570"
"New entrant CS","2022","Asian","Declared non-disabled","Project Delivery","110","110","37010","33080"
"New entrant CS","2022","Asian","Declared non-disabled","Property","40","30","[c]","[c]"
"New entrant CS","2022","Asian","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared non-disabled","Unknown","220","210","28580","27570"
"New entrant CS","2022","Asian","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","No function","120","110","28630","27570"
"New entrant CS","2022","Asian","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Communications","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Digital, Data & Technology","60","60","38650","33840"
"New entrant CS","2022","Asian","Unknown","Finance","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","No function","250","240","30790","27570"
"New entrant CS","2022","Asian","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Unknown","110","110","29860","27230"
"New entrant CS","2022","Black","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","No function","230","220","30290","29290"
"New entrant CS","2022","Black","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Counter Fraud","50","50","27240","25850"
"New entrant CS","2022","Black","Declared non-disabled","Debt","30","30","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Digital, Data & Technology","130","120","37660","34550"
"New entrant CS","2022","Black","Declared non-disabled","Finance","40","40","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Human Resources","50","50","28620","26930"
"New entrant CS","2022","Black","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Legal","70","70","33740","26950"
"New entrant CS","2022","Black","Declared non-disabled","No function","1480","1440","28810","27570"
"New entrant CS","2022","Black","Declared non-disabled","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Unknown","90","80","29990","27570"
"New entrant CS","2022","Black","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","No function","70","60","31650","31060"
"New entrant CS","2022","Black","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","No function","100","100","30660","28500"
"New entrant CS","2022","Black","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","No function","160","150","28710","27570"
"New entrant CS","2022","Mixed","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Legal","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","No function","800","770","28390","26880"
"New entrant CS","2022","Mixed","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Unknown","60","60","28240","26350"
"New entrant CS","2022","Mixed","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","No function","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","No function","90","90","32760","31760"
"New entrant CS","2022","Mixed","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Security","[c]","[c]","[c]","[c]"
