"Status","Year","Region_ITL1","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Unknown","160","130","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Communications","Tax","110","110","26380","25560"
"New entrant CS","2021","East Midlands (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Debt","Tax","30","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Digital, Data & Technology","Digital, Data and Technology","50","50","35350","31810"
"New entrant CS","2021","East Midlands (England)","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Human Resources","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Legal","Legal","40","40","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Legal","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","No function","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","No function","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","No function","Operational Delivery","890","860","22820","22350"
"New entrant CS","2021","East Midlands (England)","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","No function","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","No function","Tax","50","50","26650","25560"
"New entrant CS","2021","East Midlands (England)","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Property","Property","50","40","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Medicine","30","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Other","40","40","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Unknown","850","830","26020","27570"
"New entrant CS","2021","East of England","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Digital, Data & Technology","Digital, Data and Technology","60","60","32510","28480"
"New entrant CS","2021","East of England","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Legal","Legal","40","40","[c]","[c]"
"New entrant CS","2021","East of England","Legal","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2021","East of England","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","No function","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","No function","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","No function","Operational Delivery","1030","990","24260","22850"
"New entrant CS","2021","East of England","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","No function","Science and Engineering","40","30","[c]","[c]"
"New entrant CS","2021","East of England","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Project Delivery","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Project Delivery","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","East of England","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Property","Property","40","40","[c]","[c]"
"New entrant CS","2021","East of England","Security","Security","60","60","25940","23540"
"New entrant CS","2021","East of England","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Operational Delivery","100","100","23780","21430"
"New entrant CS","2021","East of England","Unknown","Other","80","80","21540","20920"
"New entrant CS","2021","East of England","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Unknown","1270","1240","27490","27570"
"New entrant CS","2021","London","Analysis","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Analysis","Economics","240","240","32640","32540"
"New entrant CS","2021","London","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Analysis","Intelligence Analysis","60","50","53180","53360"
"New entrant CS","2021","London","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Analysis","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2021","London","Analysis","Operational Research","50","50","34920","34710"
"New entrant CS","2021","London","Analysis","Other","30","30","[c]","[c]"
"New entrant CS","2021","London","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Analysis","Social Research","90","90","34780","32540"
"New entrant CS","2021","London","Analysis","Statistics","160","160","35830","32540"
"New entrant CS","2021","London","Analysis","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Commercial","Commercial","90","90","45740","40650"
"New entrant CS","2021","London","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Commercial","Operational Delivery","50","50","47980","44080"
"New entrant CS","2021","London","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Commercial","Unknown","160","160","74450","70240"
"New entrant CS","2021","London","Communications","Communications","270","260","38570","34710"
"New entrant CS","2021","London","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Communications","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Communications","Unknown","80","80","36400","34550"
"New entrant CS","2021","London","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Debt","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Digital, Data & Technology","Digital, Data and Technology","440","440","46530","42320"
"New entrant CS","2021","London","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Digital, Data & Technology","Unknown","150","150","45540","40600"
"New entrant CS","2021","London","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Finance","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Finance","Finance","220","220","41230","35130"
"New entrant CS","2021","London","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Finance","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Human Resources","Human Resources","220","220","37180","32120"
"New entrant CS","2021","London","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Human Resources","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Human Resources","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","London","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Internal Audit","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Legal","Legal","400","380","46320","50500"
"New entrant CS","2021","London","Legal","Operational Delivery","130","130","24410","21950"
"New entrant CS","2021","London","Legal","Other","60","60","27180","26950"
"New entrant CS","2021","London","Legal","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","No function","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","No function","Economics","80","80","33100","31500"
"New entrant CS","2021","London","No function","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","No function","International Trade","110","110","33050","31800"
"New entrant CS","2021","London","No function","Knowledge and Information Management","30","30","[c]","[c]"
"New entrant CS","2021","London","No function","Medicine","40","30","[c]","[c]"
"New entrant CS","2021","London","No function","Operational Delivery","2900","2800","30440","27660"
"New entrant CS","2021","London","No function","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","No function","Other","170","170","36210","29970"
"New entrant CS","2021","London","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","No function","Policy","2230","2210","37730","33570"
"New entrant CS","2021","London","No function","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","No function","Science and Engineering","190","170","35940","32650"
"New entrant CS","2021","London","No function","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","No function","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","No function","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","No function","Tax","60","60","34770","36160"
"New entrant CS","2021","London","No function","Unknown","710","700","33930","28000"
"New entrant CS","2021","London","No function","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Project Delivery","Operational Delivery","70","70","39080","39530"
"New entrant CS","2021","London","Project Delivery","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Project Delivery","Policy","30","30","[c]","[c]"
"New entrant CS","2021","London","Project Delivery","Project Delivery","230","220","41970","37000"
"New entrant CS","2021","London","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Project Delivery","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","London","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Property","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Property","Property","50","50","39660","33750"
"New entrant CS","2021","London","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Security","Security","80","80","32180","29750"
"New entrant CS","2021","London","Security","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","London","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Digital, Data and Technology","110","110","52810","48220"
"New entrant CS","2021","London","Unknown","Economics","50","50","31330","32390"
"New entrant CS","2021","London","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Operational Delivery","190","190","30220","28650"
"New entrant CS","2021","London","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Other","310","310","33870","28650"
"New entrant CS","2021","London","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Policy","220","220","42260","37000"
"New entrant CS","2021","London","Unknown","Project Delivery","60","60","42090","35050"
"New entrant CS","2021","London","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Unknown","3420","3360","30980","31060"
"New entrant CS","2021","North East (England)","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Communications","Tax","300","300","26120","25560"
"New entrant CS","2021","North East (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Debt","Tax","300","290","20400","20140"
"New entrant CS","2021","North East (England)","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data & Technology","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","No function","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","No function","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","No function","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","No function","Operational Delivery","460","440","23110","22350"
"New entrant CS","2021","North East (England)","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","No function","Tax","200","190","21340","20140"
"New entrant CS","2021","North East (England)","No function","Unknown","50","50","22260","20140"
"New entrant CS","2021","North East (England)","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Property","Operational Delivery","70","70","21150","20880"
"New entrant CS","2021","North East (England)","Property","Property","40","40","[c]","[c]"
"New entrant CS","2021","North East (England)","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Operational Delivery","50","50","24410","24880"
"New entrant CS","2021","North East (England)","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Unknown","1440","1420","24140","21010"
"New entrant CS","2021","North West (England)","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Analysis","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Commercial","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Commercial","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Communications","Tax","150","150","26590","25560"
"New entrant CS","2021","North West (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
