"Status","Year","Region_ITL3","Disability","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Anglesey","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Anglesey","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Anglesey","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Anglesey","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Anglesey","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Anglesey","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Anglesey","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Anglesey","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Anglesey","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Anglesey","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Wight","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Wight","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Wight","Declared non-disabled","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Isle of Wight","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Wight","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Wight","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Wight","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Wight","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared non-disabled","AA/AO","60","60","27480","27220"
"New entrant CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared non-disabled","EO","70","60","31030","31060"
"New entrant CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent Thames Gateway","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent Thames Gateway","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent Thames Gateway","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent Thames Gateway","Declared non-disabled","AA/AO","80","80","25670","27850"
"New entrant CS","2021","Kent Thames Gateway","Declared non-disabled","EO","80","70","29290","29290"
"New entrant CS","2021","Kent Thames Gateway","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent Thames Gateway","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent Thames Gateway","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent Thames Gateway","Unknown","AA/AO","80","80","24970","27850"
"New entrant CS","2021","Kent Thames Gateway","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent Thames Gateway","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Declared non-disabled","EO","40","40","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Unknown","AA/AO","50","50","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kingston upon Hull, City of","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lambeth","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lambeth","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lambeth","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lambeth","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lambeth","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lambeth","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lambeth","Declared non-disabled","AA/AO","100","100","24980","25110"
"New entrant CS","2021","Lambeth","Declared non-disabled","EO","220","200","28640","31060"
"New entrant CS","2021","Lambeth","Declared non-disabled","G6/G7","90","80","57020","53120"
"New entrant CS","2021","Lambeth","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lambeth","Declared non-disabled","SEO/HEO","280","250","36710","37890"
"New entrant CS","2021","Lambeth","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lambeth","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lambeth","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lambeth","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lambeth","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lambeth","Undeclared","SEO/HEO","50","40","36770","37510"
"New entrant CS","2021","Lambeth","Unknown","AA/AO","50","50","[c]","[c]"
"New entrant CS","2021","Lambeth","Unknown","EO","190","180","32160","32260"
"New entrant CS","2021","Lambeth","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lambeth","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lambeth","Unknown","SEO/HEO","100","100","41570","40170"
"New entrant CS","2021","Lambeth","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancaster and Wyre","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancaster and Wyre","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancaster and Wyre","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancaster and Wyre","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancaster and Wyre","Declared non-disabled","AA/AO","100","90","21130","21010"
"New entrant CS","2021","Lancaster and Wyre","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancaster and Wyre","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancaster and Wyre","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancaster and Wyre","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancaster and Wyre","Unknown","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Lancaster and Wyre","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leeds","Declared disabled","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Leeds","Declared disabled","EO","50","50","[c]","[c]"
"New entrant CS","2021","Leeds","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leeds","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leeds","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leeds","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leeds","Declared non-disabled","AA/AO","260","250","20750","21010"
"New entrant CS","2021","Leeds","Declared non-disabled","EO","330","330","26730","27570"
"New entrant CS","2021","Leeds","Declared non-disabled","G6/G7","50","50","53410","52160"
"New entrant CS","2021","Leeds","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leeds","Declared non-disabled","SEO/HEO","150","150","32950","31810"
"New entrant CS","2021","Leeds","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leeds","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leeds","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leeds","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leeds","Unknown","AA/AO","340","330","20460","20140"
"New entrant CS","2021","Leeds","Unknown","EO","180","180","25080","25560"
"New entrant CS","2021","Leeds","Unknown","G6/G7","110","110","53590","49530"
"New entrant CS","2021","Leeds","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leeds","Unknown","SEO/HEO","240","240","31950","30590"
"New entrant CS","2021","Leeds","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicester","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicester","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicester","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicester","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicester","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicester","Declared non-disabled","AA/AO","120","110","20980","21010"
"New entrant CS","2021","Leicester","Declared non-disabled","EO","80","80","27480","27570"
"New entrant CS","2021","Leicester","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicester","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicester","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicester","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicester","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicester","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicester","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicester","Unknown","AA/AO","100","90","20740","21010"
"New entrant CS","2021","Leicester","Unknown","EO","40","40","[c]","[c]"
"New entrant CS","2021","Leicester","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicester","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Declared non-disabled","AA/AO","70","70","21220","20920"
"New entrant CS","2021","Leicestershire CC and Rutland","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Unknown","AA/AO","50","50","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Declared non-disabled","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Declared non-disabled","EO","130","130","30680","31060"
"New entrant CS","2021","Lewisham and Southwark","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Declared non-disabled","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared non-disabled","AA/AO","80","80","20560","20500"
"New entrant CS","2021","Lincolnshire","Declared non-disabled","EO","60","60","27020","27570"
"New entrant CS","2021","Lincolnshire","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared non-disabled","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Declared non-disabled","AA/AO","110","110","20270","20140"
"New entrant CS","2021","Liverpool","Declared non-disabled","EO","40","40","[c]","[c]"
"New entrant CS","2021","Liverpool","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Declared non-disabled","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Liverpool","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Unknown","AA/AO","190","190","20330","20140"
"New entrant CS","2021","Liverpool","Unknown","EO","60","60","24450","24880"
"New entrant CS","2021","Liverpool","Unknown","G6/G7","40","30","[c]","[c]"
"New entrant CS","2021","Liverpool","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Unknown","SEO/HEO","60","60","33380","31810"
"New entrant CS","2021","Liverpool","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Declared non-disabled","EO","40","40","[c]","[c]"
"New entrant CS","2021","Luton","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Declared disabled","EO","40","40","[c]","[c]"
"New entrant CS","2021","Manchester","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Declared non-disabled","AA/AO","120","120","20200","19930"
"New entrant CS","2021","Manchester","Declared non-disabled","EO","240","230","26800","27570"
"New entrant CS","2021","Manchester","Declared non-disabled","G6/G7","70","70","57900","56000"
"New entrant CS","2021","Manchester","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Declared non-disabled","SEO/HEO","170","160","34080","32010"
"New entrant CS","2021","Manchester","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Unknown","AA/AO","130","130","20560","20600"
"New entrant CS","2021","Manchester","Unknown","EO","140","140","25320","25000"
"New entrant CS","2021","Manchester","Unknown","G6/G7","50","50","53350","49860"
"New entrant CS","2021","Manchester","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Unknown","SEO/HEO","140","140","32980","31810"
"New entrant CS","2021","Manchester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Declared non-disabled","AA/AO","50","50","[c]","[c]"
"New entrant CS","2021","Medway","Declared non-disabled","EO","50","50","29350","29290"
"New entrant CS","2021","Medway","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
