"Status","Year","Parent_department","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department of Health and Social Care","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Property","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Asian","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Mixed","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","White","70","70","41080","40450"
"New entrant CS","2021","ESTYN","No function","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","No function","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","No function","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Analysis","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","No function","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","No function","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","No function","White","50","50","33730","32350"
"New entrant CS","2021","Food Standards Agency","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Security","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Security","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Project Delivery","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Commercial","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Communications","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Digital, Data & Technology","Unknown","50","50","32630","27130"
"New entrant CS","2021","HM Land Registry","Digital, Data & Technology","White","40","40","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Grants Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Human Resources","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Legal","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","No function","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","No function","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","No function","Unknown","190","190","22920","22350"
"New entrant CS","2021","HM Land Registry","No function","White","290","290","22820","22350"
"New entrant CS","2021","HM Land Registry","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Project Delivery","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Property","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Analysis","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Analysis","White","50","50","33880","31810"
"New entrant CS","2021","HM Revenue and Customs","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Commercial","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Communications","Asian","30","30","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Communications","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Communications","Unknown","450","450","26560","25560"
"New entrant CS","2021","HM Revenue and Customs","Communications","White","260","260","26670","25560"
"New entrant CS","2021","HM Revenue and Customs","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Counter Fraud","Unknown","80","70","28500","25560"
"New entrant CS","2021","HM Revenue and Customs","Counter Fraud","White","50","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Debt","Asian","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Debt","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Debt","Unknown","650","640","20420","20140"
"New entrant CS","2021","HM Revenue and Customs","Debt","White","240","240","20470","20140"
"New entrant CS","2021","HM Revenue and Customs","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Digital, Data & Technology","Unknown","150","150","37650","31810"
"New entrant CS","2021","HM Revenue and Customs","Digital, Data & Technology","White","70","70","37920","31810"
"New entrant CS","2021","HM Revenue and Customs","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Finance","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Human Resources","White","30","30","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Legal","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","No function","Asian","130","130","22720","20140"
"New entrant CS","2021","HM Revenue and Customs","No function","Black","30","30","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","No function","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","No function","Unknown","1330","1290","21630","20140"
"New entrant CS","2021","HM Revenue and Customs","No function","White","610","600","22540","20140"
"New entrant CS","2021","HM Revenue and Customs","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Project Delivery","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Project Delivery","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Unknown","120","120","26640","24500"
"New entrant CS","2021","HM Revenue and Customs","Property","White","140","140","25780","24500"
"New entrant CS","2021","HM Revenue and Customs","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Security","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Security","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Unknown","450","430","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","White","50","50","[c]","[c]"
"New entrant CS","2021","HM Treasury","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Analysis","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Commercial","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Communications","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Counter Fraud","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Debt","Asian","[c]","[c]","[c]","[c]"
