"Status","Year","Sexual_orientation","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","LGBO","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","No function","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","LGBO","No function","Declared non-disabled","170","170","38690","33230"
"Leaver Dept.","2021","LGBO","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Declared non-disabled","140","140","34400","29160"
"Leaver Dept.","2021","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Declared non-disabled","120","110","40520","33730"
"Leaver Dept.","2021","Undeclared","No function","Undeclared","80","80","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Declared non-disabled","160","150","37020","32020"
"Leaver Dept.","2021","Undeclared","Unknown","Undeclared","60","60","33780","28030"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Unknown","60","60","40580","38540"
"Leaver Dept.","2021","Unknown","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Unknown","50","50","45970","44050"
"Leaver Dept.","2021","Unknown","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","70","70","41510","37570"
"Leaver Dept.","2021","Unknown","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Declared non-disabled","100","90","45460","39800"
"Leaver Dept.","2021","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Unknown","1300","1280","36340","32000"
"Leaver Dept.","2021","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Unknown","80","80","43340","38600"
"Leaver Dept.","2021","Unknown","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared disabled","130","110","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","1160","980","30640","27570"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","150","130","37690","34700"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","1220","950","35820","31990"
"Leaver Dept.","2022","Heterosexual / straight","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Analysis","Declared non-disabled","210","200","44030","39980"
"Leaver Dept.","2022","Heterosexual / straight","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","Declared non-disabled","160","150","43310","40470"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","Declared non-disabled","210","200","42030","37280"
"Leaver Dept.","2022","Heterosexual / straight","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","Declared non-disabled","80","70","32710","27570"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Debt","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data & Technology","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data & Technology","Declared non-disabled","350","330","42410","38000"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data & Technology","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Declared non-disabled","270","260","41550","37040"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Declared disabled","60","60","41630","36330"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Declared non-disabled","440","420","37450","32330"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","Declared non-disabled","100","90","44560","33340"
"Leaver Dept.","2022","Heterosexual / straight","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","No function","Declared disabled","840","790","35150","30450"
"Leaver Dept.","2022","Heterosexual / straight","No function","Declared non-disabled","7530","7120","37510","31990"
"Leaver Dept.","2022","Heterosexual / straight","No function","Undeclared","260","250","32750","27970"
"Leaver Dept.","2022","Heterosexual / straight","No function","Unknown","800","680","44700","39960"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","Declared disabled","60","60","37070","34020"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","Declared non-disabled","400","390","40070","36250"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Property","Declared non-disabled","90","80","41810","36800"
"Leaver Dept.","2022","Heterosexual / straight","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Security","Declared non-disabled","80","80","38700","34590"
"Leaver Dept.","2022","Heterosexual / straight","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Declared disabled","110","110","35770","29970"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Declared non-disabled","1220","1180","35410","28850"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Unknown","70","50","[c]","[c]"
"Leaver Dept.","2022","LGBO","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Analysis","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","No function","Declared disabled","180","170","32580","28590"
"Leaver Dept.","2022","LGBO","No function","Declared non-disabled","600","570","37990","32610"
"Leaver Dept.","2022","LGBO","No function","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","LGBO","No function","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","LGBO","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Declared non-disabled","80","80","36730","32000"
"Leaver Dept.","2022","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Unknown","120","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Unknown","130","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Unknown","130","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","No function","Declared disabled","110","100","34150","28890"
"Leaver Dept.","2022","Undeclared","No function","Declared non-disabled","630","590","37990","32330"
"Leaver Dept.","2022","Undeclared","No function","Undeclared","200","190","37900","34020"
"Leaver Dept.","2022","Undeclared","No function","Unknown","630","250","48310","40790"
"Leaver Dept.","2022","Undeclared","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Declared non-disabled","100","90","37960","31950"
"Leaver Dept.","2022","Undeclared","Unknown","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
