"Status","Year","Profession_of_post","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Counter Fraud","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","White","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","White","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Asian","Female","50","50","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Asian","Male","120","120","42950","38540"
"New entrant CS","2021","Digital, Data and Technology","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Black","Male","50","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","Male","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Female","220","220","39770","35050"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Male","460","450","41740","38450"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","White","Female","310","300","38740","35900"
"New entrant CS","2021","Digital, Data and Technology","White","Male","520","520","41120","38160"
"New entrant CS","2021","Digital, Data and Technology","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Asian","Male","30","30","[c]","[c]"
"New entrant CS","2021","Economics","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","Female","50","50","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","Male","100","100","32080","32390"
"New entrant CS","2021","Economics","White","Female","90","90","31710","31800"
"New entrant CS","2021","Economics","White","Male","140","140","33300","32540"
"New entrant CS","2021","Economics","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Asian","Male","40","40","[c]","[c]"
"New entrant CS","2021","Finance","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Female","120","110","35140","32790"
"New entrant CS","2021","Finance","Unknown","Male","100","100","33210","31810"
"New entrant CS","2021","Finance","White","Female","200","200","33860","28840"
"New entrant CS","2021","Finance","White","Male","150","150","39580","35030"
"New entrant CS","2021","Human Resources","Asian","Female","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Female","120","120","32990","27270"
"New entrant CS","2021","Human Resources","Unknown","Male","50","50","35180","31920"
"New entrant CS","2021","Human Resources","White","Female","300","290","33060","28980"
"New entrant CS","2021","Human Resources","White","Male","130","120","34700","28840"
"New entrant CS","2021","Human Resources","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","White","Female","50","50","61140","67500"
"New entrant CS","2021","Inspector of Education and Training","White","Male","30","30","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","Female","30","30","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","Male","50","50","40880","33400"
"New entrant CS","2021","Intelligence Analysis","White","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","White","Male","40","40","[c]","[c]"
"New entrant CS","2021","Internal Audit","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","White","Female","30","30","[c]","[c]"
"New entrant CS","2021","International Trade","White","Male","40","40","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","White","Female","60","60","28840","26880"
"New entrant CS","2021","Knowledge and Information Management","White","Male","50","50","33190","31800"
"New entrant CS","2021","Legal","Asian","Female","70","70","41760","43920"
"New entrant CS","2021","Legal","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Female","140","140","38630","32900"
"New entrant CS","2021","Legal","Unknown","Male","80","80","37760","30850"
"New entrant CS","2021","Legal","White","Female","320","310","42990","43920"
"New entrant CS","2021","Legal","White","Male","210","210","44080","48080"
"New entrant CS","2021","Medicine","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Female","70","50","43160","33780"
"New entrant CS","2021","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","White","Female","180","150","48150","37890"
"New entrant CS","2021","Medicine","White","Male","70","60","61760","52420"
"New entrant CS","2021","Operational Delivery","Asian","Female","390","360","26350","23140"
"New entrant CS","2021","Operational Delivery","Asian","Male","310","300","27070","24120"
"New entrant CS","2021","Operational Delivery","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Black","Female","360","340","27360","25630"
"New entrant CS","2021","Operational Delivery","Black","Male","180","180","27460","25450"
"New entrant CS","2021","Operational Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Mixed","Female","220","210","27010","23790"
"New entrant CS","2021","Operational Delivery","Mixed","Male","120","110","27730","25850"
"New entrant CS","2021","Operational Delivery","Other ethnicity","Female","50","50","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Undeclared","Female","140","120","28100","26410"
"New entrant CS","2021","Operational Delivery","Undeclared","Male","140","130","30200","24570"
"New entrant CS","2021","Operational Delivery","Unknown","Female","3180","3040","23520","21590"
"New entrant CS","2021","Operational Delivery","Unknown","Male","2690","2620","24490","22850"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","White","Female","4860","4630","25530","22920"
"New entrant CS","2021","Operational Delivery","White","Male","3340","3270","27290","24020"
"New entrant CS","2021","Operational Delivery","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","White","Female","30","30","[c]","[c]"
"New entrant CS","2021","Operational Research","White","Male","40","40","[c]","[c]"
"New entrant CS","2021","Operational Research","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Asian","Female","50","50","[c]","[c]"
"New entrant CS","2021","Other","Asian","Male","40","40","[c]","[c]"
"New entrant CS","2021","Other","Black","Female","30","30","[c]","[c]"
"New entrant CS","2021","Other","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Female","210","200","30110","28650"
"New entrant CS","2021","Other","Unknown","Male","230","220","30940","26300"
"New entrant CS","2021","Other","White","Female","610","590","25760","20920"
"New entrant CS","2021","Other","White","Male","560","550","29090","26000"
"New entrant CS","2021","Planning","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","White","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","White","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","White","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","White","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Asian","Female","100","100","33740","32560"
"New entrant CS","2021","Policy","Asian","Male","100","100","36340","33570"
"New entrant CS","2021","Policy","Black","Female","80","70","34070","32560"
"New entrant CS","2021","Policy","Black","Male","50","50","[c]","[c]"
"New entrant CS","2021","Policy","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Mixed","Female","60","60","33030","32320"
"New entrant CS","2021","Policy","Mixed","Male","40","30","[c]","[c]"
"New entrant CS","2021","Policy","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Undeclared","Male","40","40","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","Female","650","630","37600","32940"
"New entrant CS","2021","Policy","Unknown","Male","490","480","40820","34710"
"New entrant CS","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","White","Female","930","910","36350","33570"
"New entrant CS","2021","Policy","White","Male","740","730","38090","33570"
"New entrant CS","2021","Policy","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Asian","Male","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Black","Female","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Female","130","120","36960","34800"
"New entrant CS","2021","Project Delivery","Unknown","Male","140","140","38670","35900"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","Female","380","370","35850","33110"
"New entrant CS","2021","Project Delivery","White","Male","370","370","39790","37360"
"New entrant CS","2021","Property","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Female","40","40","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Male","70","70","35810","27880"
"New entrant CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","White","Female","120","120","30800","29180"
"New entrant CS","2021","Property","White","Male","220","220","34970","33000"
"New entrant CS","2021","Psychology","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Unknown","Female","40","40","[c]","[c]"
"New entrant CS","2021","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","White","Female","60","60","25700","24620"
"New entrant CS","2021","Psychology","White","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Asian","Female","50","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Asian","Male","30","30","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Black","Female","40","30","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Female","40","30","[c]","[c]"
