"Status","Year","Sexual_orientation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Operational Delivery","50","50","29130","29020"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Policy","250","250","36200","33210"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Commercial","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Digital, Data and Technology","80","80","34830","30730"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Finance","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Operational Delivery","610","580","24180","21840"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Policy","110","110","43230","38650"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Unknown","100","100","40130","34710"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Counter Fraud","530","520","25990","27570"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Digital, Data and Technology","260","260","41050","38000"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Finance","70","60","33130","31990"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Operational Delivery","5580","5440","25690","27570"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Other","520","510","23110","21260"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Policy","70","70","36310","36650"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Project Delivery","50","50","28410","21260"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Science and Engineering","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Unknown","550","540","27420","25110"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Commercial","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Communications","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Finance","60","60","35370","32640"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Human Resources","100","100","33420","28230"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Medicine","50","50","73090","84560"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Operational Delivery","900","820","33970","28970"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Policy","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Science and Engineering","360","330","33730","32320"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Policy","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","Operational Delivery","190","180","24430","22600"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Digital, Data and Technology","170","170","35530","33080"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Finance","60","60","30740","28670"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Intelligence Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Legal","70","70","35770","30750"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Operational Delivery","1690","1640","23690","21250"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Project Delivery","70","70","42980","40180"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Property","120","120","31160","27650"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Statistics","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Tax","1460","1440","27670","26590"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Unknown","360","360","29380","26590"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Economics","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Policy","140","130","34380","29320"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Digital, Data and Technology","50","50","47770","41950"
"New entrant CS","2022","Heterosexual / straight","Home Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Operational Delivery","380","360","25210","24880"
"New entrant CS","2022","Heterosexual / straight","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Commercial","150","150","29190","26670"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Communications","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Digital, Data and Technology","110","110","30960","27600"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Finance","190","190","32990","28900"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Geography","50","50","27310","20420"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Human Resources","130","130","28540","21170"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Intelligence Analysis","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Knowledge and Information Management","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Medicine","120","100","44910","36580"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Other","670","650","25540","21170"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Policy","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Project Delivery","340","330","36020","33000"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Property","130","130","31450","33000"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Science and Engineering","420","410","35110","33000"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Security","260","260","26680","25000"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Digital, Data and Technology","120","120","44490","41750"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Finance","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Human Resources","60","60","34190","31460"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Legal","50","50","35070","30800"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Operational Delivery","9330","8950","26670","24090"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Policy","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Psychology","110","110","26640","27700"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","Operational Delivery","330","320","36370","34140"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","150","140","58080","51360"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Operational Delivery","70","70","27090","25380"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Other","180","170","36040","29040"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
