"Status","Year","Organisation","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Intellectual Property Office","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Legal","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","No function","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","No function","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","No function","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","No function","White","30","30","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","No function","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","No function","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Communications","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","No function","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","No function","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Communications","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Human Resources","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Project Delivery","White","60","60","46690","40580"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Security","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Unknown","White","160","150","33790","26670"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","No function","Asian","50","50","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","No function","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","No function","Unknown","80","80","41130","37580"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","No function","White","230","220","41990","38170"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Communications","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Legal","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","No function","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","No function","White","50","50","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","No function","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","No function","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","Project Delivery","Asian","[c]","[c]","[c]","[c]"
