"Status","Year","Function_of_post","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","20-29","40","30","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","20-29","120","110","20470","20140"
"New entrant CS","2021","Debt","Declared non-disabled","30-39","60","50","20620","20140"
"New entrant CS","2021","Debt","Declared non-disabled","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","16-19","30","30","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","20-29","330","320","20390","20140"
"New entrant CS","2021","Debt","Unknown","30-39","150","150","20490","20140"
"New entrant CS","2021","Debt","Unknown","40-49","90","90","20640","20140"
"New entrant CS","2021","Debt","Unknown","50-59","70","70","20620","20140"
"New entrant CS","2021","Debt","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","20-29","240","230","31450","29180"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","30-39","250","250","43020","39670"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","40-49","190","190","45870","42000"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","50-59","110","110","45060","43960"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","20-29","320","320","31430","30850"
"New entrant CS","2021","Digital, Data & Technology","Unknown","30-39","270","260","41390","38450"
"New entrant CS","2021","Digital, Data & Technology","Unknown","40-49","210","210","44070","40600"
"New entrant CS","2021","Digital, Data & Technology","Unknown","50-59","100","100","48850","47080"
"New entrant CS","2021","Digital, Data & Technology","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","20-29","130","130","30130","27380"
"New entrant CS","2021","Finance","Declared non-disabled","30-39","100","100","38580","35000"
"New entrant CS","2021","Finance","Declared non-disabled","40-49","80","80","42110","38000"
"New entrant CS","2021","Finance","Declared non-disabled","50-59","60","50","39260","34640"
"New entrant CS","2021","Finance","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","20-29","140","130","29200","28970"
"New entrant CS","2021","Finance","Unknown","30-39","70","70","35140","32790"
"New entrant CS","2021","Finance","Unknown","40-49","60","60","39530","36820"
"New entrant CS","2021","Finance","Unknown","50-59","40","30","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","20-29","180","180","26600","26410"
"New entrant CS","2021","Human Resources","Declared non-disabled","30-39","140","130","33110","30960"
"New entrant CS","2021","Human Resources","Declared non-disabled","40-49","100","90","39570","33190"
"New entrant CS","2021","Human Resources","Declared non-disabled","50-59","50","50","39130","30110"
"New entrant CS","2021","Human Resources","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","20-29","110","110","26250","27270"
"New entrant CS","2021","Human Resources","Unknown","30-39","80","80","34160","31810"
"New entrant CS","2021","Human Resources","Unknown","40-49","60","60","35880","31900"
"New entrant CS","2021","Human Resources","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared non-disabled","20-29","200","200","33300","29280"
"New entrant CS","2021","Legal","Declared non-disabled","30-39","120","120","43760","50500"
"New entrant CS","2021","Legal","Declared non-disabled","40-49","60","50","46410","50500"
"New entrant CS","2021","Legal","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","20-29","430","420","25500","21950"
"New entrant CS","2021","Legal","Unknown","30-39","230","220","40120","40000"
"New entrant CS","2021","Legal","Unknown","40-49","150","140","43750","48080"
"New entrant CS","2021","Legal","Unknown","50-59","90","90","41910","48080"
"New entrant CS","2021","Legal","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Declared disabled","20-29","550","540","26100","24920"
"New entrant CS","2021","No function","Declared disabled","30-39","270","260","29060","24920"
"New entrant CS","2021","No function","Declared disabled","40-49","170","160","30660","25010"
"New entrant CS","2021","No function","Declared disabled","50-59","130","120","27710","24020"
"New entrant CS","2021","No function","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Declared non-disabled","16-19","170","160","21430","20600"
"New entrant CS","2021","No function","Declared non-disabled","20-29","4650","4570","26080","24120"
"New entrant CS","2021","No function","Declared non-disabled","30-39","2290","2200","30260","26410"
"New entrant CS","2021","No function","Declared non-disabled","40-49","1330","1250","33230","27220"
"New entrant CS","2021","No function","Declared non-disabled","50-59","1040","960","31650","24180"
"New entrant CS","2021","No function","Declared non-disabled","60-64","220","180","31780","22990"
"New entrant CS","2021","No function","Declared non-disabled","65+","80","50","38900","30460"
"New entrant CS","2021","No function","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","20-29","340","330","28980","28500"
"New entrant CS","2021","No function","Undeclared","30-39","170","160","36300","32330"
"New entrant CS","2021","No function","Undeclared","40-49","110","100","40270","33380"
"New entrant CS","2021","No function","Undeclared","50-59","110","100","39030","31370"
"New entrant CS","2021","No function","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","16-19","190","180","20730","20140"
"New entrant CS","2021","No function","Unknown","20-29","4880","4810","25590","23320"
"New entrant CS","2021","No function","Unknown","30-39","2050","1960","28440","24240"
"New entrant CS","2021","No function","Unknown","40-49","1180","1130","30480","23790"
"New entrant CS","2021","No function","Unknown","50-59","990","950","28590","22850"
"New entrant CS","2021","No function","Unknown","60-64","150","130","29480","21540"
"New entrant CS","2021","No function","Unknown","65+","40","30","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared disabled","20-29","40","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared non-disabled","20-29","350","350","30130","28500"
"New entrant CS","2021","Project Delivery","Declared non-disabled","30-39","340","330","37380","34710"
"New entrant CS","2021","Project Delivery","Declared non-disabled","40-49","250","250","41480","40000"
"New entrant CS","2021","Project Delivery","Declared non-disabled","50-59","200","190","42530","40000"
"New entrant CS","2021","Project Delivery","Declared non-disabled","60-64","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","16-19","50","50","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","20-29","180","170","27330","26180"
"New entrant CS","2021","Project Delivery","Unknown","30-39","130","130","39300","38630"
"New entrant CS","2021","Project Delivery","Unknown","40-49","70","70","42070","39000"
"New entrant CS","2021","Project Delivery","Unknown","50-59","70","70","43160","40080"
"New entrant CS","2021","Project Delivery","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared non-disabled","20-29","140","140","26920","24940"
"New entrant CS","2021","Property","Declared non-disabled","30-39","110","110","31210","28650"
"New entrant CS","2021","Property","Declared non-disabled","40-49","90","80","33620","32500"
"New entrant CS","2021","Property","Declared non-disabled","50-59","90","90","36470","33150"
"New entrant CS","2021","Property","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","20-29","90","90","24250","24500"
"New entrant CS","2021","Property","Unknown","30-39","50","50","[c]","[c]"
"New entrant CS","2021","Property","Unknown","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Property","Unknown","50-59","50","50","[c]","[c]"
"New entrant CS","2021","Property","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared non-disabled","20-29","130","130","23640","23540"
"New entrant CS","2021","Security","Declared non-disabled","30-39","100","100","27030","24580"
"New entrant CS","2021","Security","Declared non-disabled","40-49","80","80","28350","23540"
"New entrant CS","2021","Security","Declared non-disabled","50-59","100","100","27630","20920"
"New entrant CS","2021","Security","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","20-29","140","140","24080","23540"
"New entrant CS","2021","Security","Unknown","30-39","80","80","26930","25390"
"New entrant CS","2021","Security","Unknown","40-49","60","60","30870","25540"
"New entrant CS","2021","Security","Unknown","50-59","60","60","34850","36740"
"New entrant CS","2021","Security","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","20-29","730","720","26140","27570"
"New entrant CS","2021","Unknown","Declared disabled","30-39","530","510","27450","27570"
"New entrant CS","2021","Unknown","Declared disabled","40-49","470","460","27770","27570"
"New entrant CS","2021","Unknown","Declared disabled","50-59","420","410","27190","27570"
"New entrant CS","2021","Unknown","Declared disabled","60-64","90","90","26420","27570"
"New entrant CS","2021","Unknown","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","16-19","200","200","22460","21010"
"New entrant CS","2021","Unknown","Declared non-disabled","20-29","5210","5170","26150","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","30-39","3480","3390","28040","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","40-49","2780","2700","28410","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","50-59","2510","2460","27420","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","60-64","460","450","26310","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","65+","50","50","24310","21010"
"New entrant CS","2021","Unknown","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","20-29","260","250","25960","27570"
"New entrant CS","2021","Unknown","Undeclared","30-39","190","190","27030","27570"
"New entrant CS","2021","Unknown","Undeclared","40-49","140","140","28580","27570"
"New entrant CS","2021","Unknown","Undeclared","50-59","120","110","26870","27570"
"New entrant CS","2021","Unknown","Undeclared","60-64","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","16-19","70","70","21870","21430"
"New entrant CS","2021","Unknown","Unknown","20-29","2050","2020","28050","27570"
"New entrant CS","2021","Unknown","Unknown","30-39","1320","1270","32520","27570"
"New entrant CS","2021","Unknown","Unknown","40-49","960","920","34480","27570"
"New entrant CS","2021","Unknown","Unknown","50-59","790","770","33500","27570"
"New entrant CS","2021","Unknown","Unknown","60-64","140","130","32950","27570"
"New entrant CS","2021","Unknown","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared disabled","20-29","70","70","29340","30710"
"New entrant CS","2022","Analysis","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared non-disabled","20-29","620","620","30370","30710"
"New entrant CS","2022","Analysis","Declared non-disabled","30-39","170","170","38480","35000"
"New entrant CS","2022","Analysis","Declared non-disabled","40-49","80","80","41470","38070"
"New entrant CS","2022","Analysis","Declared non-disabled","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","20-29","250","240","30750","30450"
"New entrant CS","2022","Analysis","Unknown","30-39","70","60","40690","38340"
"New entrant CS","2022","Analysis","Unknown","40-49","40","30","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","16-19","[c]","[c]","[c]","[c]"
